,title,brand,Modelo,avg_price,currency,rating,reviews,scrape_link,scrape_datetime,level_9,0
245,Televisor Hisense 32 Pulgadas Hd Smart Tv Negro ,HISENSE,Not Found,749.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/38744307/Televisor-Hisense-32-Pulgadas-Hd-Smart-Tv-Negro/38744307,27/06/2023 09:06:50,Smart TV,Sí
246,Televisor Hisense 32 Pulgadas Hd Smart Tv Negro ,HISENSE,Not Found,749.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/38744307/Televisor-Hisense-32-Pulgadas-Hd-Smart-Tv-Negro/38744307,27/06/2023 09:06:50,Definition,Hd
247,Televisor Hisense 32 Pulgadas Hd Smart Tv Negro ,HISENSE,Not Found,749.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/38744307/Televisor-Hisense-32-Pulgadas-Hd-Smart-Tv-Negro/38744307,27/06/2023 09:06:50,Operating system,No aplica
248,Televisor LG 55 pulgadas OLED 4K Ultra HD Smart TV OLED55A2 ,LG,OLED55A2PSA.AWC,3.799.900,$,4.0,8,https://www.falabella.com.co/falabella-co/product/32332337/Televisor-LG-55-pulgadas-OLED-4K-Ultra-HD-Smart-TV-OLED55A2/32332337,27/06/2023 09:07:08,Screen size,55 pulgadas
249,Televisor LG 55 pulgadas OLED 4K Ultra HD Smart TV OLED55A2 ,LG,OLED55A2PSA.AWC,3.799.900,$,4.0,8,https://www.falabella.com.co/falabella-co/product/32332337/Televisor-LG-55-pulgadas-OLED-4K-Ultra-HD-Smart-TV-OLED55A2/32332337,27/06/2023 09:07:08,Smart TV,Sí
250,Televisor LG 55 pulgadas OLED 4K Ultra HD Smart TV OLED55A2 ,LG,OLED55A2PSA.AWC,3.799.900,$,4.0,8,https://www.falabella.com.co/falabella-co/product/32332337/Televisor-LG-55-pulgadas-OLED-4K-Ultra-HD-Smart-TV-OLED55A2/32332337,27/06/2023 09:07:08,Definition,4K Ultra HD
251,Televisor LG 55 pulgadas OLED 4K Ultra HD Smart TV OLED55A2 ,LG,OLED55A2PSA.AWC,3.799.900,$,4.0,8,https://www.falabella.com.co/falabella-co/product/32332337/Televisor-LG-55-pulgadas-OLED-4K-Ultra-HD-Smart-TV-OLED55A2/32332337,27/06/2023 09:07:08,Operating system,No aplica
252,Televisor Visivo 40 Pulgadas Led Fhd Smart Tv Ng ,VISIVO,VTL-HD4042SLT2,988.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/23479575/Televisor-Visivo-40-Pulgadas-Led-Fhd-Smart-Tv-Ng/23479575,27/06/2023 09:07:27,Screen size,40 pulgadas
253,Televisor Visivo 40 Pulgadas Led Fhd Smart Tv Ng ,VISIVO,VTL-HD4042SLT2,988.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/23479575/Televisor-Visivo-40-Pulgadas-Led-Fhd-Smart-Tv-Ng/23479575,27/06/2023 09:07:27,Smart TV,Sí
254,Televisor Visivo 40 Pulgadas Led Fhd Smart Tv Ng ,VISIVO,VTL-HD4042SLT2,988.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/23479575/Televisor-Visivo-40-Pulgadas-Led-Fhd-Smart-Tv-Ng/23479575,27/06/2023 09:07:27,Definition,4K Ultra HD
255,Televisor Visivo 40 Pulgadas Led Fhd Smart Tv Ng ,VISIVO,VTL-HD4042SLT2,988.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/23479575/Televisor-Visivo-40-Pulgadas-Led-Fhd-Smart-Tv-Ng/23479575,27/06/2023 09:07:27,Operating system,Not Found
256,Televisor Caixun 32 pulgadas LED HD Smart TV ,CAIXUN,C32VAHG,749.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/69522012/Televisor-Caixun-32-pulgadas-LED-HD-Smart-TV/69522012,27/06/2023 09:07:45,Screen size,32 pulgadas
257,Televisor Caixun 32 pulgadas LED HD Smart TV ,CAIXUN,C32VAHG,749.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/69522012/Televisor-Caixun-32-pulgadas-LED-HD-Smart-TV/69522012,27/06/2023 09:07:45,Smart TV,Sí
258,Televisor Caixun 32 pulgadas LED HD Smart TV ,CAIXUN,C32VAHG,749.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/69522012/Televisor-Caixun-32-pulgadas-LED-HD-Smart-TV/69522012,27/06/2023 09:07:45,Definition,HD
259,Televisor Caixun 32 pulgadas LED HD Smart TV ,CAIXUN,C32VAHG,749.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/69522012/Televisor-Caixun-32-pulgadas-LED-HD-Smart-TV/69522012,27/06/2023 09:07:45,Operating system,No aplica
260,Televisor Samsung 65 pulgadas QLED 4K Ultra HD Smart TV ,SAMSUNG,QN65Q60CAKXZL,3.489.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/68305287/Televisor-Samsung-65-pulgadas-QLED-4K-Ultra-HD-Smart-TV/68305287,27/06/2023 09:08:02,Screen size,65 pulgadas
261,Televisor Samsung 65 pulgadas QLED 4K Ultra HD Smart TV ,SAMSUNG,QN65Q60CAKXZL,3.489.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/68305287/Televisor-Samsung-65-pulgadas-QLED-4K-Ultra-HD-Smart-TV/68305287,27/06/2023 09:08:02,Smart TV,Sí
262,Televisor Samsung 65 pulgadas QLED 4K Ultra HD Smart TV ,SAMSUNG,QN65Q60CAKXZL,3.489.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/68305287/Televisor-Samsung-65-pulgadas-QLED-4K-Ultra-HD-Smart-TV/68305287,27/06/2023 09:08:02,Definition,4K Ultra HD
263,Televisor Samsung 65 pulgadas QLED 4K Ultra HD Smart TV ,SAMSUNG,QN65Q60CAKXZL,3.489.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/68305287/Televisor-Samsung-65-pulgadas-QLED-4K-Ultra-HD-Smart-TV/68305287,27/06/2023 09:08:02,Operating system,Tizen
264,Televisor Lg 55Uq801C0Sb De 55 Inteligencia Artificial ,LG,Not Found,1.829.900,$,4.8,4,https://www.falabella.com.co/falabella-co/product/56486205/Televisor-Lg-55Uq801C0Sb-De-55-Inteligencia-Artificial/56486205,27/06/2023 09:08:19,Screen size,55 pulgadas
265,Televisor Lg 55Uq801C0Sb De 55 Inteligencia Artificial ,LG,Not Found,1.829.900,$,4.8,4,https://www.falabella.com.co/falabella-co/product/56486205/Televisor-Lg-55Uq801C0Sb-De-55-Inteligencia-Artificial/56486205,27/06/2023 09:08:19,Smart TV,Sí
266,Televisor Lg 55Uq801C0Sb De 55 Inteligencia Artificial ,LG,Not Found,1.829.900,$,4.8,4,https://www.falabella.com.co/falabella-co/product/56486205/Televisor-Lg-55Uq801C0Sb-De-55-Inteligencia-Artificial/56486205,27/06/2023 09:08:19,Definition,4k ultra hd
267,Televisor Lg 55Uq801C0Sb De 55 Inteligencia Artificial ,LG,Not Found,1.829.900,$,4.8,4,https://www.falabella.com.co/falabella-co/product/56486205/Televisor-Lg-55Uq801C0Sb-De-55-Inteligencia-Artificial/56486205,27/06/2023 09:08:19,Operating system,Web os
268,Televisor Samsung 65 Pulgadas Led Uhd 4K Smart Tv ,SAMSUNG,Not Found,2.699.900,$,4.7,13,https://www.falabella.com.co/falabella-co/product/49975905/Televisor-Samsung-65-Pulgadas-Led-Uhd-4K-Smart-Tv/49975905,27/06/2023 09:08:36,Screen size,65 pulgadas
269,Televisor Samsung 65 Pulgadas Led Uhd 4K Smart Tv ,SAMSUNG,Not Found,2.699.900,$,4.7,13,https://www.falabella.com.co/falabella-co/product/49975905/Televisor-Samsung-65-Pulgadas-Led-Uhd-4K-Smart-Tv/49975905,27/06/2023 09:08:36,Smart TV,Sí
270,Televisor Samsung 65 Pulgadas Led Uhd 4K Smart Tv ,SAMSUNG,Not Found,2.699.900,$,4.7,13,https://www.falabella.com.co/falabella-co/product/49975905/Televisor-Samsung-65-Pulgadas-Led-Uhd-4K-Smart-Tv/49975905,27/06/2023 09:08:36,Definition,4k ultra hd
271,Televisor Samsung 65 Pulgadas Led Uhd 4K Smart Tv ,SAMSUNG,Not Found,2.699.900,$,4.7,13,https://www.falabella.com.co/falabella-co/product/49975905/Televisor-Samsung-65-Pulgadas-Led-Uhd-4K-Smart-Tv/49975905,27/06/2023 09:08:36,Operating system,Tizen
272,Televisor Hisense ULED 55 pulgadas QLED 4K Smart TV ,HISENSE,55U7HV,2.449.900,$,3.3,4,https://www.falabella.com.co/falabella-co/product/41308052/Televisor-Hisense-ULED-55-pulgadas-QLED-4K-Smart-TV/41308052,27/06/2023 09:08:56,Screen size,55 pulgadas
273,Televisor Hisense ULED 55 pulgadas QLED 4K Smart TV ,HISENSE,55U7HV,2.449.900,$,3.3,4,https://www.falabella.com.co/falabella-co/product/41308052/Televisor-Hisense-ULED-55-pulgadas-QLED-4K-Smart-TV/41308052,27/06/2023 09:08:56,Smart TV,Sí
274,Televisor Hisense ULED 55 pulgadas QLED 4K Smart TV ,HISENSE,55U7HV,2.449.900,$,3.3,4,https://www.falabella.com.co/falabella-co/product/41308052/Televisor-Hisense-ULED-55-pulgadas-QLED-4K-Smart-TV/41308052,27/06/2023 09:08:56,Definition,4K Ultra HD
275,Televisor Hisense ULED 55 pulgadas QLED 4K Smart TV ,HISENSE,55U7HV,2.449.900,$,3.3,4,https://www.falabella.com.co/falabella-co/product/41308052/Televisor-Hisense-ULED-55-pulgadas-QLED-4K-Smart-TV/41308052,27/06/2023 09:08:56,Operating system,Android TV
276,Televisor LG 65 Pulgadas OLED UHD Smart TV OLED65C2 ,LG,OLED65C2PSA.AWC,7.399.900,$,5.0,10,https://www.falabella.com.co/falabella-co/product/34446468/Televisor-LG-65-Pulgadas-OLED-UHD-Smart-TV-OLED65C2/34446468,27/06/2023 09:09:18,Screen size,65 pulgadas
277,Televisor LG 65 Pulgadas OLED UHD Smart TV OLED65C2 ,LG,OLED65C2PSA.AWC,7.399.900,$,5.0,10,https://www.falabella.com.co/falabella-co/product/34446468/Televisor-LG-65-Pulgadas-OLED-UHD-Smart-TV-OLED65C2/34446468,27/06/2023 09:09:18,Smart TV,Sí
278,Televisor LG 65 Pulgadas OLED UHD Smart TV OLED65C2 ,LG,OLED65C2PSA.AWC,7.399.900,$,5.0,10,https://www.falabella.com.co/falabella-co/product/34446468/Televisor-LG-65-Pulgadas-OLED-UHD-Smart-TV-OLED65C2/34446468,27/06/2023 09:09:18,Definition,UHD
279,Televisor LG 65 Pulgadas OLED UHD Smart TV OLED65C2 ,LG,OLED65C2PSA.AWC,7.399.900,$,5.0,10,https://www.falabella.com.co/falabella-co/product/34446468/Televisor-LG-65-Pulgadas-OLED-UHD-Smart-TV-OLED65C2/34446468,27/06/2023 09:09:18,Operating system,Web OS
280,Televisor Samsung 65 Pulgadas QLED 4K Ultra HD Smart TV QN65QN85 ,SAMSUNG,QN65QN85BAKXZL,4.999.900,$,2.8,6,https://www.falabella.com.co/falabella-co/product/31880527/Televisor-Samsung-65-Pulgadas-QLED-4K-Ultra-HD-Smart-TV-QN65QN85/31880527,27/06/2023 09:09:37,Screen size,65 pulgadas
281,Televisor Samsung 65 Pulgadas QLED 4K Ultra HD Smart TV QN65QN85 ,SAMSUNG,QN65QN85BAKXZL,4.999.900,$,2.8,6,https://www.falabella.com.co/falabella-co/product/31880527/Televisor-Samsung-65-Pulgadas-QLED-4K-Ultra-HD-Smart-TV-QN65QN85/31880527,27/06/2023 09:09:37,Smart TV,Sí
282,Televisor Samsung 65 Pulgadas QLED 4K Ultra HD Smart TV QN65QN85 ,SAMSUNG,QN65QN85BAKXZL,4.999.900,$,2.8,6,https://www.falabella.com.co/falabella-co/product/31880527/Televisor-Samsung-65-Pulgadas-QLED-4K-Ultra-HD-Smart-TV-QN65QN85/31880527,27/06/2023 09:09:37,Definition,4K Ultra HD
283,Televisor Samsung 65 Pulgadas QLED 4K Ultra HD Smart TV QN65QN85 ,SAMSUNG,QN65QN85BAKXZL,4.999.900,$,2.8,6,https://www.falabella.com.co/falabella-co/product/31880527/Televisor-Samsung-65-Pulgadas-QLED-4K-Ultra-HD-Smart-TV-QN65QN85/31880527,27/06/2023 09:09:37,Operating system,Tizen
284,Televisor 50 Pulgadas Smart  Android ,CHALLENGER,Not Found,1.599.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/39107266/Televisor-50-Pulgadas-Smart-Android/39107266,27/06/2023 09:09:55,Screen size,50 pulgadas
285,Televisor 50 Pulgadas Smart  Android ,CHALLENGER,Not Found,1.599.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/39107266/Televisor-50-Pulgadas-Smart-Android/39107266,27/06/2023 09:09:55,Smart TV,Sí
286,Televisor 50 Pulgadas Smart  Android ,CHALLENGER,Not Found,1.599.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/39107266/Televisor-50-Pulgadas-Smart-Android/39107266,27/06/2023 09:09:55,Definition,4k ultra hd
287,Televisor 50 Pulgadas Smart  Android ,CHALLENGER,Not Found,1.599.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/39107266/Televisor-50-Pulgadas-Smart-Android/39107266,27/06/2023 09:09:55,Operating system,Android
288,Televisor Lg 55 Pulgadas 55Uq801C0Sb.Awc -4K+Mc ,LG,Not Found,1.989.000,$,5.0,1,https://www.falabella.com.co/falabella-co/product/52329487/Televisor-Lg-55-Pulgadas-55Uq801C0Sb.Awc-4K+Mc/52329487,27/06/2023 09:10:11,Screen size,55 pulgadas
289,Televisor Lg 55 Pulgadas 55Uq801C0Sb.Awc -4K+Mc ,LG,Not Found,1.989.000,$,5.0,1,https://www.falabella.com.co/falabella-co/product/52329487/Televisor-Lg-55-Pulgadas-55Uq801C0Sb.Awc-4K+Mc/52329487,27/06/2023 09:10:11,Smart TV,Sí
290,Televisor Lg 55 Pulgadas 55Uq801C0Sb.Awc -4K+Mc ,LG,Not Found,1.989.000,$,5.0,1,https://www.falabella.com.co/falabella-co/product/52329487/Televisor-Lg-55-Pulgadas-55Uq801C0Sb.Awc-4K+Mc/52329487,27/06/2023 09:10:11,Definition,4k ultra hd
291,Televisor Lg 55 Pulgadas 55Uq801C0Sb.Awc -4K+Mc ,LG,Not Found,1.989.000,$,5.0,1,https://www.falabella.com.co/falabella-co/product/52329487/Televisor-Lg-55-Pulgadas-55Uq801C0Sb.Awc-4K+Mc/52329487,27/06/2023 09:10:11,Operating system,Web os
292,Televisor LG 50 Pulgadas 4K Smart UHD ,LG,50UQ751C0SF,1.599.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/121160885/Televisor-LG-50-Pulgadas-4K-Smart-UHD/121160886,27/06/2023 09:10:28,Screen size,50
293,Televisor LG 50 Pulgadas 4K Smart UHD ,LG,50UQ751C0SF,1.599.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/121160885/Televisor-LG-50-Pulgadas-4K-Smart-UHD/121160886,27/06/2023 09:10:28,Smart TV,Not Found
294,Televisor LG 50 Pulgadas 4K Smart UHD ,LG,50UQ751C0SF,1.599.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/121160885/Televisor-LG-50-Pulgadas-4K-Smart-UHD/121160886,27/06/2023 09:10:28,Definition,Not Found
295,Televisor LG 50 Pulgadas 4K Smart UHD ,LG,50UQ751C0SF,1.599.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/121160885/Televisor-LG-50-Pulgadas-4K-Smart-UHD/121160886,27/06/2023 09:10:28,Operating system,Not Found
296,Televisor Lg 32 Pulgadas Led Hd Smart Tv Negro ,LG,Not Found,896.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/50835281/Televisor-Lg-32-Pulgadas-Led-Hd-Smart-Tv-Negro/50835281,27/06/2023 09:10:45,Screen size,32 pulgadas
297,Televisor Lg 32 Pulgadas Led Hd Smart Tv Negro ,LG,Not Found,896.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/50835281/Televisor-Lg-32-Pulgadas-Led-Hd-Smart-Tv-Negro/50835281,27/06/2023 09:10:45,Smart TV,Sí
298,Televisor Lg 32 Pulgadas Led Hd Smart Tv Negro ,LG,Not Found,896.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/50835281/Televisor-Lg-32-Pulgadas-Led-Hd-Smart-Tv-Negro/50835281,27/06/2023 09:10:45,Definition,Hd
299,Televisor Lg 32 Pulgadas Led Hd Smart Tv Negro ,LG,Not Found,896.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/50835281/Televisor-Lg-32-Pulgadas-Led-Hd-Smart-Tv-Negro/50835281,27/06/2023 09:10:45,Operating system,Web os
300,Fire tv stick amazon lite start streaming ,AMAZON,Fire tv lite,194.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/118314894/Fire-tv-stick-amazon-lite-start-streaming/118314895,27/06/2023 09:11:03,Screen size,32
301,Fire tv stick amazon lite start streaming ,AMAZON,Fire tv lite,194.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/118314894/Fire-tv-stick-amazon-lite-start-streaming/118314895,27/06/2023 09:11:03,Smart TV,Not Found
302,Fire tv stick amazon lite start streaming ,AMAZON,Fire tv lite,194.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/118314894/Fire-tv-stick-amazon-lite-start-streaming/118314895,27/06/2023 09:11:03,Definition,Not Found
303,Fire tv stick amazon lite start streaming ,AMAZON,Fire tv lite,194.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/118314894/Fire-tv-stick-amazon-lite-start-streaming/118314895,27/06/2023 09:11:03,Operating system,Amazfit OS
304,Televisor Smart TV insiginia 24 pulgadas con alexa integrada ,GENERICA,Not Found,649.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/121039509/Televisor-Smart-TV-insiginia-24-pulgadas-con-alexa-integrada/121039510,27/06/2023 09:11:20,Screen size,24
305,Televisor Smart TV insiginia 24 pulgadas con alexa integrada ,GENERICA,Not Found,649.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/121039509/Televisor-Smart-TV-insiginia-24-pulgadas-con-alexa-integrada/121039510,27/06/2023 09:11:20,Smart TV,Not Found
306,Televisor Smart TV insiginia 24 pulgadas con alexa integrada ,GENERICA,Not Found,649.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/121039509/Televisor-Smart-TV-insiginia-24-pulgadas-con-alexa-integrada/121039510,27/06/2023 09:11:20,Definition,Not Found
307,Televisor Smart TV insiginia 24 pulgadas con alexa integrada ,GENERICA,Not Found,649.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/121039509/Televisor-Smart-TV-insiginia-24-pulgadas-con-alexa-integrada/121039510,27/06/2023 09:11:20,Operating system,Not Found
308,"Televisor 43"" Pulgadas Exclusiv E43V2UA 4k Smart TV Android ",EXCLUSIV,E43V2UA,999.900,$,3.0,1,https://www.falabella.com.co/falabella-co/product/119514126/Televisor-43-Pulgadas-Exclusiv-E43V2UA-4k-Smart-TV-Android/119514127,27/06/2023 09:11:38,Screen size,43
309,"Televisor 43"" Pulgadas Exclusiv E43V2UA 4k Smart TV Android ",EXCLUSIV,E43V2UA,999.900,$,3.0,1,https://www.falabella.com.co/falabella-co/product/119514126/Televisor-43-Pulgadas-Exclusiv-E43V2UA-4k-Smart-TV-Android/119514127,27/06/2023 09:11:38,Smart TV,Not Found
310,"Televisor 43"" Pulgadas Exclusiv E43V2UA 4k Smart TV Android ",EXCLUSIV,E43V2UA,999.900,$,3.0,1,https://www.falabella.com.co/falabella-co/product/119514126/Televisor-43-Pulgadas-Exclusiv-E43V2UA-4k-Smart-TV-Android/119514127,27/06/2023 09:11:38,Definition,Not Found
311,"Televisor 43"" Pulgadas Exclusiv E43V2UA 4k Smart TV Android ",EXCLUSIV,E43V2UA,999.900,$,3.0,1,https://www.falabella.com.co/falabella-co/product/119514126/Televisor-43-Pulgadas-Exclusiv-E43V2UA-4k-Smart-TV-Android/119514127,27/06/2023 09:11:38,Operating system,Android
312,Televisor Samsung 85 pulgadas QLED 4K Ultra HD Smart TV ,SAMSUNG,QN85Q65CAKXZL,7.299.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/68075885/Televisor-Samsung-85-pulgadas-QLED-4K-Ultra-HD-Smart-TV/68075885,27/06/2023 09:11:57,Screen size,85 pulgadas
313,Televisor Samsung 85 pulgadas QLED 4K Ultra HD Smart TV ,SAMSUNG,QN85Q65CAKXZL,7.299.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/68075885/Televisor-Samsung-85-pulgadas-QLED-4K-Ultra-HD-Smart-TV/68075885,27/06/2023 09:11:57,Smart TV,Sí
314,Televisor Samsung 85 pulgadas QLED 4K Ultra HD Smart TV ,SAMSUNG,QN85Q65CAKXZL,7.299.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/68075885/Televisor-Samsung-85-pulgadas-QLED-4K-Ultra-HD-Smart-TV/68075885,27/06/2023 09:11:57,Definition,4K Ultra HD
315,Televisor Samsung 85 pulgadas QLED 4K Ultra HD Smart TV ,SAMSUNG,QN85Q65CAKXZL,7.299.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/68075885/Televisor-Samsung-85-pulgadas-QLED-4K-Ultra-HD-Smart-TV/68075885,27/06/2023 09:11:57,Operating system,No aplica
316,Televisor 32 Pulgadas Challenger 32L86 ,CHALLENGER,Not Found,717.900,$,5.0,3,https://www.falabella.com.co/falabella-co/product/68014777/Televisor-32-Pulgadas-Challenger-32L86/68014777,27/06/2023 09:12:16,Screen size,32 pulgadas
317,Televisor 32 Pulgadas Challenger 32L86 ,CHALLENGER,Not Found,717.900,$,5.0,3,https://www.falabella.com.co/falabella-co/product/68014777/Televisor-32-Pulgadas-Challenger-32L86/68014777,27/06/2023 09:12:16,Smart TV,No
318,Televisor 32 Pulgadas Challenger 32L86 ,CHALLENGER,Not Found,717.900,$,5.0,3,https://www.falabella.com.co/falabella-co/product/68014777/Televisor-32-Pulgadas-Challenger-32L86/68014777,27/06/2023 09:12:16,Definition,Hd
319,Televisor 32 Pulgadas Challenger 32L86 ,CHALLENGER,Not Found,717.900,$,5.0,3,https://www.falabella.com.co/falabella-co/product/68014777/Televisor-32-Pulgadas-Challenger-32L86/68014777,27/06/2023 09:12:16,Operating system,Android 9.0
320,Televisor LG 55 pulgadas OLED 4K Ultra HD Smart TV OLED55G3 ,LG,OLED55G3PSA.AWC,8.499.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/66657831/Televisor-LG-55-pulgadas-OLED-4K-Ultra-HD-Smart-TV-OLED55G3/66657831,27/06/2023 09:12:34,Screen size,55 pulgadas
321,Televisor LG 55 pulgadas OLED 4K Ultra HD Smart TV OLED55G3 ,LG,OLED55G3PSA.AWC,8.499.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/66657831/Televisor-LG-55-pulgadas-OLED-4K-Ultra-HD-Smart-TV-OLED55G3/66657831,27/06/2023 09:12:34,Smart TV,Sí
322,Televisor LG 55 pulgadas OLED 4K Ultra HD Smart TV OLED55G3 ,LG,OLED55G3PSA.AWC,8.499.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/66657831/Televisor-LG-55-pulgadas-OLED-4K-Ultra-HD-Smart-TV-OLED55G3/66657831,27/06/2023 09:12:34,Definition,4K Ultra HD
323,Televisor LG 55 pulgadas OLED 4K Ultra HD Smart TV OLED55G3 ,LG,OLED55G3PSA.AWC,8.499.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/66657831/Televisor-LG-55-pulgadas-OLED-4K-Ultra-HD-Smart-TV-OLED55G3/66657831,27/06/2023 09:12:34,Operating system,Web OS
324,Tv Hyundai 43 Fhd Smart Android By Google/Sinborde ,HYUNDAI,HYLED4321AiM,1.139.900,$,4.4,11,https://www.falabella.com.co/falabella-co/product/9723383/Tv-Hyundai-43-Fhd-Smart-Android-By-Google-Sinborde/9723383,27/06/2023 09:12:50,Screen size,43 pulgadas
325,Tv Hyundai 43 Fhd Smart Android By Google/Sinborde ,HYUNDAI,HYLED4321AiM,1.139.900,$,4.4,11,https://www.falabella.com.co/falabella-co/product/9723383/Tv-Hyundai-43-Fhd-Smart-Android-By-Google-Sinborde/9723383,27/06/2023 09:12:50,Smart TV,Sí
326,Tv Hyundai 43 Fhd Smart Android By Google/Sinborde ,HYUNDAI,HYLED4321AiM,1.139.900,$,4.4,11,https://www.falabella.com.co/falabella-co/product/9723383/Tv-Hyundai-43-Fhd-Smart-Android-By-Google-Sinborde/9723383,27/06/2023 09:12:50,Definition,Full hd
327,Tv Hyundai 43 Fhd Smart Android By Google/Sinborde ,HYUNDAI,HYLED4321AiM,1.139.900,$,4.4,11,https://www.falabella.com.co/falabella-co/product/9723383/Tv-Hyundai-43-Fhd-Smart-Android-By-Google-Sinborde/9723383,27/06/2023 09:12:50,Operating system,Not Found
328,Televisor Xiaomi 32 Pulgadas LED HD Smart TV ,XIAOMI,XIAOMIHDP1,799.900,$,3.5,11,https://www.falabella.com.co/falabella-co/product/32332776/Televisor-Xiaomi-32-Pulgadas-LED-HD-Smart-TV/32332776,27/06/2023 09:13:07,Screen size,32 pulgadas
329,Televisor Xiaomi 32 Pulgadas LED HD Smart TV ,XIAOMI,XIAOMIHDP1,799.900,$,3.5,11,https://www.falabella.com.co/falabella-co/product/32332776/Televisor-Xiaomi-32-Pulgadas-LED-HD-Smart-TV/32332776,27/06/2023 09:13:07,Smart TV,Sí
330,Televisor Xiaomi 32 Pulgadas LED HD Smart TV ,XIAOMI,XIAOMIHDP1,799.900,$,3.5,11,https://www.falabella.com.co/falabella-co/product/32332776/Televisor-Xiaomi-32-Pulgadas-LED-HD-Smart-TV/32332776,27/06/2023 09:13:07,Definition,HD
331,Televisor Xiaomi 32 Pulgadas LED HD Smart TV ,XIAOMI,XIAOMIHDP1,799.900,$,3.5,11,https://www.falabella.com.co/falabella-co/product/32332776/Televisor-Xiaomi-32-Pulgadas-LED-HD-Smart-TV/32332776,27/06/2023 09:13:07,Operating system,Android
332,"Televisor Samsung 60"" Qled Uhd 4K Smart Tv ",SAMSUNG,Not Found,2.819.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/66747568/Televisor-Samsung-60-Qled-Uhd-4K-Smart-Tv/66747568,27/06/2023 09:13:25,Screen size,60 pulgadas
333,"Televisor Samsung 60"" Qled Uhd 4K Smart Tv ",SAMSUNG,Not Found,2.819.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/66747568/Televisor-Samsung-60-Qled-Uhd-4K-Smart-Tv/66747568,27/06/2023 09:13:25,Smart TV,Sí
334,"Televisor Samsung 60"" Qled Uhd 4K Smart Tv ",SAMSUNG,Not Found,2.819.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/66747568/Televisor-Samsung-60-Qled-Uhd-4K-Smart-Tv/66747568,27/06/2023 09:13:25,Definition,4k ultra hd
335,"Televisor Samsung 60"" Qled Uhd 4K Smart Tv ",SAMSUNG,Not Found,2.819.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/66747568/Televisor-Samsung-60-Qled-Uhd-4K-Smart-Tv/66747568,27/06/2023 09:13:25,Operating system,Tizen
336,Televisor LG nanocell 65NANO75 4k smart tv con thinq ai inteligencia artificial ,LG,65NANO75SQA,3.650.000,$,5.0,12,https://www.falabella.com.co/falabella-co/product/117435512/Televisor-LG-nanocell-65NANO75-4k-smart-tv-con-thinq-ai-inteligencia-artificial/117435514,27/06/2023 09:13:42,Screen size,65
337,Televisor LG nanocell 65NANO75 4k smart tv con thinq ai inteligencia artificial ,LG,65NANO75SQA,3.650.000,$,5.0,12,https://www.falabella.com.co/falabella-co/product/117435512/Televisor-LG-nanocell-65NANO75-4k-smart-tv-con-thinq-ai-inteligencia-artificial/117435514,27/06/2023 09:13:42,Smart TV,Not Found
