,title,brand,Modelo,avg_price,currency,rating,reviews,scrape_link,scrape_datetime,level_9,0
540,Google Chromecast 4 Tv Cuarta Generación 4k  Busqueda Por Voz ,GOOGLE,4k,359.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/119721215/Google-Chromecast-4-Tv-Cuarta-Generacion-4k-Busqueda-Por-Voz/119721216,27/06/2023 09:29:39,Screen size,1
541,Google Chromecast 4 Tv Cuarta Generación 4k  Busqueda Por Voz ,GOOGLE,4k,359.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/119721215/Google-Chromecast-4-Tv-Cuarta-Generacion-4k-Busqueda-Por-Voz/119721216,27/06/2023 09:29:39,Smart TV,Not Found
542,Google Chromecast 4 Tv Cuarta Generación 4k  Busqueda Por Voz ,GOOGLE,4k,359.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/119721215/Google-Chromecast-4-Tv-Cuarta-Generacion-4k-Busqueda-Por-Voz/119721216,27/06/2023 09:29:39,Definition,Not Found
543,Google Chromecast 4 Tv Cuarta Generación 4k  Busqueda Por Voz ,GOOGLE,4k,359.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/119721215/Google-Chromecast-4-Tv-Cuarta-Generacion-4k-Busqueda-Por-Voz/119721216,27/06/2023 09:29:39,Operating system,Not Found
544,Televisor Samsung 58 Pulgadas Smart Tv Crystal Uhd ,SAMSUNG,58AU7000,2.389.900,$,4.4,58,https://www.falabella.com.co/falabella-co/product/19126816/Televisor-Samsung-58-Pulgadas-Smart-Tv-Crystal-Uhd/19126816,27/06/2023 09:29:56,Screen size,58 pulgadas
545,Televisor Samsung 58 Pulgadas Smart Tv Crystal Uhd ,SAMSUNG,58AU7000,2.389.900,$,4.4,58,https://www.falabella.com.co/falabella-co/product/19126816/Televisor-Samsung-58-Pulgadas-Smart-Tv-Crystal-Uhd/19126816,27/06/2023 09:29:56,Smart TV,Sí
546,Televisor Samsung 58 Pulgadas Smart Tv Crystal Uhd ,SAMSUNG,58AU7000,2.389.900,$,4.4,58,https://www.falabella.com.co/falabella-co/product/19126816/Televisor-Samsung-58-Pulgadas-Smart-Tv-Crystal-Uhd/19126816,27/06/2023 09:29:56,Definition,4K Ultra HD
547,Televisor Samsung 58 Pulgadas Smart Tv Crystal Uhd ,SAMSUNG,58AU7000,2.389.900,$,4.4,58,https://www.falabella.com.co/falabella-co/product/19126816/Televisor-Samsung-58-Pulgadas-Smart-Tv-Crystal-Uhd/19126816,27/06/2023 09:29:56,Operating system,Not Found
548,Televisor samsung 50 pulgadas uhd 4k 50bu8200 smart tv ,SAMSUNG,50BU8200,2.300.000,$,4.7,13,https://www.falabella.com.co/falabella-co/product/117435544/Televisor-samsung-50-pulgadas-uhd-4k-50bu8200-smart-tv/117435545,27/06/2023 09:30:13,Screen size,50
549,Televisor samsung 50 pulgadas uhd 4k 50bu8200 smart tv ,SAMSUNG,50BU8200,2.300.000,$,4.7,13,https://www.falabella.com.co/falabella-co/product/117435544/Televisor-samsung-50-pulgadas-uhd-4k-50bu8200-smart-tv/117435545,27/06/2023 09:30:13,Smart TV,Not Found
550,Televisor samsung 50 pulgadas uhd 4k 50bu8200 smart tv ,SAMSUNG,50BU8200,2.300.000,$,4.7,13,https://www.falabella.com.co/falabella-co/product/117435544/Televisor-samsung-50-pulgadas-uhd-4k-50bu8200-smart-tv/117435545,27/06/2023 09:30:13,Definition,Not Found
551,Televisor samsung 50 pulgadas uhd 4k 50bu8200 smart tv ,SAMSUNG,50BU8200,2.300.000,$,4.7,13,https://www.falabella.com.co/falabella-co/product/117435544/Televisor-samsung-50-pulgadas-uhd-4k-50bu8200-smart-tv/117435545,27/06/2023 09:30:13,Operating system,Not Found
552,Televisor Samsung 65 Pulgadas UHD 4K Smart TV ,SAMSUNG,UN65BU8200KXZL,3.199.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/116942600/Televisor-Samsung-65-Pulgadas-UHD-4K-Smart-TV/116942601,27/06/2023 09:30:30,Screen size,65
553,Televisor Samsung 65 Pulgadas UHD 4K Smart TV ,SAMSUNG,UN65BU8200KXZL,3.199.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/116942600/Televisor-Samsung-65-Pulgadas-UHD-4K-Smart-TV/116942601,27/06/2023 09:30:30,Smart TV,Not Found
554,Televisor Samsung 65 Pulgadas UHD 4K Smart TV ,SAMSUNG,UN65BU8200KXZL,3.199.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/116942600/Televisor-Samsung-65-Pulgadas-UHD-4K-Smart-TV/116942601,27/06/2023 09:30:30,Definition,Not Found
555,Televisor Samsung 65 Pulgadas UHD 4K Smart TV ,SAMSUNG,UN65BU8200KXZL,3.199.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/116942600/Televisor-Samsung-65-Pulgadas-UHD-4K-Smart-TV/116942601,27/06/2023 09:30:30,Operating system,Android
556,Televisor sony de 85 4k uhd hdr smart android tv xbr-85x807h ,SONY,XBR-85X807H,9.399.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/119322639/Televisor-sony-de-85-4k-uhd-hdr-smart-android-tv-xbr-85x807h/119322640,27/06/2023 09:30:48,Screen size,85
557,Televisor sony de 85 4k uhd hdr smart android tv xbr-85x807h ,SONY,XBR-85X807H,9.399.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/119322639/Televisor-sony-de-85-4k-uhd-hdr-smart-android-tv-xbr-85x807h/119322640,27/06/2023 09:30:48,Smart TV,Not Found
558,Televisor sony de 85 4k uhd hdr smart android tv xbr-85x807h ,SONY,XBR-85X807H,9.399.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/119322639/Televisor-sony-de-85-4k-uhd-hdr-smart-android-tv-xbr-85x807h/119322640,27/06/2023 09:30:48,Definition,Not Found
559,Televisor sony de 85 4k uhd hdr smart android tv xbr-85x807h ,SONY,XBR-85X807H,9.399.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/119322639/Televisor-sony-de-85-4k-uhd-hdr-smart-android-tv-xbr-85x807h/119322640,27/06/2023 09:30:48,Operating system,Not Found
560,Televisor Exclusiv  Led Uhd Smart Android E65V2Ua ,EXCLUSIV,E65V2UA,2.539.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/39997571/Televisor-Exclusiv-Led-Uhd-Smart-Android-E65V2Ua/39997571,27/06/2023 09:31:04,Screen size,65 pulgadas
561,Televisor Exclusiv  Led Uhd Smart Android E65V2Ua ,EXCLUSIV,E65V2UA,2.539.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/39997571/Televisor-Exclusiv-Led-Uhd-Smart-Android-E65V2Ua/39997571,27/06/2023 09:31:04,Smart TV,Sí
562,Televisor Exclusiv  Led Uhd Smart Android E65V2Ua ,EXCLUSIV,E65V2UA,2.539.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/39997571/Televisor-Exclusiv-Led-Uhd-Smart-Android-E65V2Ua/39997571,27/06/2023 09:31:04,Definition,4K Ultra HD
563,Televisor Exclusiv  Led Uhd Smart Android E65V2Ua ,EXCLUSIV,E65V2UA,2.539.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/39997571/Televisor-Exclusiv-Led-Uhd-Smart-Android-E65V2Ua/39997571,27/06/2023 09:31:04,Operating system,Not Found
564,Televisor samsung 58 pulgadas smart tv crystal uhd ,SAMSUNG,58AU7000,2.583.900,$,4.4,58,https://www.falabella.com.co/falabella-co/product/117267020/Televisor-samsung-58-pulgadas-smart-tv-crystal-uhd/117267021,27/06/2023 09:31:21,Screen size,58
565,Televisor samsung 58 pulgadas smart tv crystal uhd ,SAMSUNG,58AU7000,2.583.900,$,4.4,58,https://www.falabella.com.co/falabella-co/product/117267020/Televisor-samsung-58-pulgadas-smart-tv-crystal-uhd/117267021,27/06/2023 09:31:21,Smart TV,Not Found
566,Televisor samsung 58 pulgadas smart tv crystal uhd ,SAMSUNG,58AU7000,2.583.900,$,4.4,58,https://www.falabella.com.co/falabella-co/product/117267020/Televisor-samsung-58-pulgadas-smart-tv-crystal-uhd/117267021,27/06/2023 09:31:21,Definition,Not Found
567,Televisor samsung 58 pulgadas smart tv crystal uhd ,SAMSUNG,58AU7000,2.583.900,$,4.4,58,https://www.falabella.com.co/falabella-co/product/117267020/Televisor-samsung-58-pulgadas-smart-tv-crystal-uhd/117267021,27/06/2023 09:31:21,Operating system,Not Found
568,Televisor Samsung 65 Pulgadas Crystal Uhd 4K ,SAMSUNG,Not Found,4.195.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/56026733/Televisor-Samsung-65-Pulgadas-Crystal-Uhd-4K/56026733,27/06/2023 09:31:39,Screen size,65 pulgadas
569,Televisor Samsung 65 Pulgadas Crystal Uhd 4K ,SAMSUNG,Not Found,4.195.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/56026733/Televisor-Samsung-65-Pulgadas-Crystal-Uhd-4K/56026733,27/06/2023 09:31:39,Smart TV,Sí
570,Televisor Samsung 65 Pulgadas Crystal Uhd 4K ,SAMSUNG,Not Found,4.195.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/56026733/Televisor-Samsung-65-Pulgadas-Crystal-Uhd-4K/56026733,27/06/2023 09:31:39,Definition,4k ultra hd
571,Televisor Samsung 65 Pulgadas Crystal Uhd 4K ,SAMSUNG,Not Found,4.195.900,$,5.0,1,https://www.falabella.com.co/falabella-co/product/56026733/Televisor-Samsung-65-Pulgadas-Crystal-Uhd-4K/56026733,27/06/2023 09:31:39,Operating system,Tizen
572,Televisor Caixun 32 Pulgadas Hd Smart Tv Tdt ,CAIXUN,Not Found,908.500,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/66078420/Televisor-Caixun-32-Pulgadas-Hd-Smart-Tv-Tdt/66078420,27/06/2023 09:31:57,Screen size,32 pulgadas
573,Televisor Caixun 32 Pulgadas Hd Smart Tv Tdt ,CAIXUN,Not Found,908.500,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/66078420/Televisor-Caixun-32-Pulgadas-Hd-Smart-Tv-Tdt/66078420,27/06/2023 09:31:57,Smart TV,Sí
574,Televisor Caixun 32 Pulgadas Hd Smart Tv Tdt ,CAIXUN,Not Found,908.500,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/66078420/Televisor-Caixun-32-Pulgadas-Hd-Smart-Tv-Tdt/66078420,27/06/2023 09:31:57,Definition,Hd
575,Televisor Caixun 32 Pulgadas Hd Smart Tv Tdt ,CAIXUN,Not Found,908.500,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/66078420/Televisor-Caixun-32-Pulgadas-Hd-Smart-Tv-Tdt/66078420,27/06/2023 09:31:57,Operating system,Linux
576,Televisor Kaiwi 55Pulgadas Led Hd 4K Smart Tv ,KAIWI,KTR5522CE,1.665.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/35199671/Televisor-Kaiwi-55Pulgadas-Led-Hd-4K-Smart-Tv/35199671,27/06/2023 09:32:16,Screen size,55 pulgadas
577,Televisor Kaiwi 55Pulgadas Led Hd 4K Smart Tv ,KAIWI,KTR5522CE,1.665.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/35199671/Televisor-Kaiwi-55Pulgadas-Led-Hd-4K-Smart-Tv/35199671,27/06/2023 09:32:16,Smart TV,Sí
578,Televisor Kaiwi 55Pulgadas Led Hd 4K Smart Tv ,KAIWI,KTR5522CE,1.665.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/35199671/Televisor-Kaiwi-55Pulgadas-Led-Hd-4K-Smart-Tv/35199671,27/06/2023 09:32:16,Definition,HD
579,Televisor Kaiwi 55Pulgadas Led Hd 4K Smart Tv ,KAIWI,KTR5522CE,1.665.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/35199671/Televisor-Kaiwi-55Pulgadas-Led-Hd-4K-Smart-Tv/35199671,27/06/2023 09:32:16,Operating system,Not Found
580,Televisor Samsung 32 T4300 Hd Smart Tv 2020 ,SAMSUNG,T43300,959.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/117766447/Televisor-Samsung-32-T4300-Hd-Smart-Tv-2020/117766449,27/06/2023 09:32:34,Screen size,32
581,Televisor Samsung 32 T4300 Hd Smart Tv 2020 ,SAMSUNG,T43300,959.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/117766447/Televisor-Samsung-32-T4300-Hd-Smart-Tv-2020/117766449,27/06/2023 09:32:34,Smart TV,Not Found
582,Televisor Samsung 32 T4300 Hd Smart Tv 2020 ,SAMSUNG,T43300,959.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/117766447/Televisor-Samsung-32-T4300-Hd-Smart-Tv-2020/117766449,27/06/2023 09:32:34,Definition,Not Found
583,Televisor Samsung 32 T4300 Hd Smart Tv 2020 ,SAMSUNG,T43300,959.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/117766447/Televisor-Samsung-32-T4300-Hd-Smart-Tv-2020/117766449,27/06/2023 09:32:34,Operating system,Tizen
584,Televisor SAMSUNG 32 Pulgadas HD LED Plano Smart TV ,SAMSUNG,UN32T4300,1.019.900,$,4.9,21,https://www.falabella.com.co/falabella-co/product/117197329/Televisor-SAMSUNG-32-Pulgadas-HD-LED-Plano-Smart-TV/117197330,27/06/2023 09:32:55,Screen size,32
585,Televisor SAMSUNG 32 Pulgadas HD LED Plano Smart TV ,SAMSUNG,UN32T4300,1.019.900,$,4.9,21,https://www.falabella.com.co/falabella-co/product/117197329/Televisor-SAMSUNG-32-Pulgadas-HD-LED-Plano-Smart-TV/117197330,27/06/2023 09:32:55,Smart TV,Not Found
586,Televisor SAMSUNG 32 Pulgadas HD LED Plano Smart TV ,SAMSUNG,UN32T4300,1.019.900,$,4.9,21,https://www.falabella.com.co/falabella-co/product/117197329/Televisor-SAMSUNG-32-Pulgadas-HD-LED-Plano-Smart-TV/117197330,27/06/2023 09:32:55,Definition,Not Found
587,Televisor SAMSUNG 32 Pulgadas HD LED Plano Smart TV ,SAMSUNG,UN32T4300,1.019.900,$,4.9,21,https://www.falabella.com.co/falabella-co/product/117197329/Televisor-SAMSUNG-32-Pulgadas-HD-LED-Plano-Smart-TV/117197330,27/06/2023 09:32:55,Operating system,Not Found
588,Televisor Challenger 50P 4K Led Plano Smart Tv And ,CHALLENGER,Not Found,1.759.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/50803046/Televisor-Challenger-50P-4K-Led-Plano-Smart-Tv-And/50803046,27/06/2023 09:33:13,Screen size,50 pulgadas
589,Televisor Challenger 50P 4K Led Plano Smart Tv And ,CHALLENGER,Not Found,1.759.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/50803046/Televisor-Challenger-50P-4K-Led-Plano-Smart-Tv-And/50803046,27/06/2023 09:33:13,Smart TV,Sí
590,Televisor Challenger 50P 4K Led Plano Smart Tv And ,CHALLENGER,Not Found,1.759.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/50803046/Televisor-Challenger-50P-4K-Led-Plano-Smart-Tv-And/50803046,27/06/2023 09:33:13,Definition,4k ultra hd
591,Televisor Challenger 50P 4K Led Plano Smart Tv And ,CHALLENGER,Not Found,1.759.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/50803046/Televisor-Challenger-50P-4K-Led-Plano-Smart-Tv-And/50803046,27/06/2023 09:33:13,Operating system,Android
592,Televisor Samsung 65 Pulgadas Crystal Uhd 4K Smart ,SAMSUNG,Not Found,3.321.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/47636321/Televisor-Samsung-65-Pulgadas-Crystal-Uhd-4K-Smart/47636321,27/06/2023 09:33:31,Screen size,65 pulgadas
593,Televisor Samsung 65 Pulgadas Crystal Uhd 4K Smart ,SAMSUNG,Not Found,3.321.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/47636321/Televisor-Samsung-65-Pulgadas-Crystal-Uhd-4K-Smart/47636321,27/06/2023 09:33:31,Smart TV,Sí
594,Televisor Samsung 65 Pulgadas Crystal Uhd 4K Smart ,SAMSUNG,Not Found,3.321.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/47636321/Televisor-Samsung-65-Pulgadas-Crystal-Uhd-4K-Smart/47636321,27/06/2023 09:33:31,Definition,4k ultra hd
595,Televisor Samsung 65 Pulgadas Crystal Uhd 4K Smart ,SAMSUNG,Not Found,3.321.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/47636321/Televisor-Samsung-65-Pulgadas-Crystal-Uhd-4K-Smart/47636321,27/06/2023 09:33:31,Operating system,No aplica
596,Televisor Samsung 55 pulgadas crystal uhd 4k ,SAMSUNG,UN55TU6900KXZL,3.049.000,$,2.8,8,https://www.falabella.com.co/falabella-co/product/11566235/Televisor-Samsung-55-pulgadas-crystal-uhd-4k/11566235,27/06/2023 09:33:48,Screen size,55 pulgadas
597,Televisor Samsung 55 pulgadas crystal uhd 4k ,SAMSUNG,UN55TU6900KXZL,3.049.000,$,2.8,8,https://www.falabella.com.co/falabella-co/product/11566235/Televisor-Samsung-55-pulgadas-crystal-uhd-4k/11566235,27/06/2023 09:33:48,Smart TV,Sí
598,Televisor Samsung 55 pulgadas crystal uhd 4k ,SAMSUNG,UN55TU6900KXZL,3.049.000,$,2.8,8,https://www.falabella.com.co/falabella-co/product/11566235/Televisor-Samsung-55-pulgadas-crystal-uhd-4k/11566235,27/06/2023 09:33:48,Definition,4K Ultra HD
599,Televisor Samsung 55 pulgadas crystal uhd 4k ,SAMSUNG,UN55TU6900KXZL,3.049.000,$,2.8,8,https://www.falabella.com.co/falabella-co/product/11566235/Televisor-Samsung-55-pulgadas-crystal-uhd-4k/11566235,27/06/2023 09:33:48,Operating system,Not Found
600,Televisor Hisense 32 pulgadas led hd smart tv 32 A3GV ,HISENSE,A3GV,999.000,$,5.0,2,https://www.falabella.com.co/falabella-co/product/117341647/Televisor-Hisense-32-pulgadas-led-hd-smart-tv-32-A3GV/117341649,27/06/2023 09:34:05,Screen size,32
601,Televisor Hisense 32 pulgadas led hd smart tv 32 A3GV ,HISENSE,A3GV,999.000,$,5.0,2,https://www.falabella.com.co/falabella-co/product/117341647/Televisor-Hisense-32-pulgadas-led-hd-smart-tv-32-A3GV/117341649,27/06/2023 09:34:05,Smart TV,Not Found
602,Televisor Hisense 32 pulgadas led hd smart tv 32 A3GV ,HISENSE,A3GV,999.000,$,5.0,2,https://www.falabella.com.co/falabella-co/product/117341647/Televisor-Hisense-32-pulgadas-led-hd-smart-tv-32-A3GV/117341649,27/06/2023 09:34:05,Definition,Not Found
603,Televisor Hisense 32 pulgadas led hd smart tv 32 A3GV ,HISENSE,A3GV,999.000,$,5.0,2,https://www.falabella.com.co/falabella-co/product/117341647/Televisor-Hisense-32-pulgadas-led-hd-smart-tv-32-A3GV/117341649,27/06/2023 09:34:05,Operating system,Linux
604,Televisor Exclusiv Led Uhd Smart Android E43V2Ua ,EXCLUSIV,E43V2UA,1.359.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/40479550/Televisor-Exclusiv-Led-Uhd-Smart-Android-E43V2Ua/40479550,27/06/2023 09:35:05,Screen size,43 pulgadas
605,Televisor Exclusiv Led Uhd Smart Android E43V2Ua ,EXCLUSIV,E43V2UA,1.359.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/40479550/Televisor-Exclusiv-Led-Uhd-Smart-Android-E43V2Ua/40479550,27/06/2023 09:35:05,Smart TV,Sí
606,Televisor Exclusiv Led Uhd Smart Android E43V2Ua ,EXCLUSIV,E43V2UA,1.359.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/40479550/Televisor-Exclusiv-Led-Uhd-Smart-Android-E43V2Ua/40479550,27/06/2023 09:35:05,Definition,4K Ultra HD
607,Televisor Exclusiv Led Uhd Smart Android E43V2Ua ,EXCLUSIV,E43V2UA,1.359.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/40479550/Televisor-Exclusiv-Led-Uhd-Smart-Android-E43V2Ua/40479550,27/06/2023 09:35:05,Operating system,Not Found
608,Televisor Lg 43 Pulgadas Hd Smart Tv ,LG,Not Found,2.599.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/66645123/Televisor-Lg-43-Pulgadas-Hd-Smart-Tv/66645123,27/06/2023 09:36:00,Screen size,54 pulgadas
609,Televisor Lg 43 Pulgadas Hd Smart Tv ,LG,Not Found,2.599.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/66645123/Televisor-Lg-43-Pulgadas-Hd-Smart-Tv/66645123,27/06/2023 09:36:00,Smart TV,Sí
610,Televisor Lg 43 Pulgadas Hd Smart Tv ,LG,Not Found,2.599.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/66645123/Televisor-Lg-43-Pulgadas-Hd-Smart-Tv/66645123,27/06/2023 09:36:00,Definition,Hd
611,Televisor Lg 43 Pulgadas Hd Smart Tv ,LG,Not Found,2.599.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/66645123/Televisor-Lg-43-Pulgadas-Hd-Smart-Tv/66645123,27/06/2023 09:36:00,Operating system,No aplica
612,Televisor Caixun 50 pulgadas 4K UHD Smart tv 127 cms CX50S1USM ,CAIXUN,CX50S1USM,1.779.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/119505828/Televisor-Caixun-50-pulgadas-4K-UHD-Smart-tv-127-cms-CX50S1USM/119505829,27/06/2023 09:37:10,Screen size,50
613,Televisor Caixun 50 pulgadas 4K UHD Smart tv 127 cms CX50S1USM ,CAIXUN,CX50S1USM,1.779.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/119505828/Televisor-Caixun-50-pulgadas-4K-UHD-Smart-tv-127-cms-CX50S1USM/119505829,27/06/2023 09:37:10,Smart TV,Not Found
614,Televisor Caixun 50 pulgadas 4K UHD Smart tv 127 cms CX50S1USM ,CAIXUN,CX50S1USM,1.779.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/119505828/Televisor-Caixun-50-pulgadas-4K-UHD-Smart-tv-127-cms-CX50S1USM/119505829,27/06/2023 09:37:10,Definition,Not Found
615,Televisor Caixun 50 pulgadas 4K UHD Smart tv 127 cms CX50S1USM ,CAIXUN,CX50S1USM,1.779.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/119505828/Televisor-Caixun-50-pulgadas-4K-UHD-Smart-tv-127-cms-CX50S1USM/119505829,27/06/2023 09:37:10,Operating system,Linux
616,Televisor Samsung 43 pulgadas QLED 4K Ultra HD Smart TV QN43QN90 ,SAMSUNG,QN43QN90CAKXZL,3.789.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/68075875/Televisor-Samsung-43-pulgadas-QLED-4K-Ultra-HD-Smart-TV-QN43QN90/68075875,27/06/2023 09:37:28,Screen size,43 pulgadas
617,Televisor Samsung 43 pulgadas QLED 4K Ultra HD Smart TV QN43QN90 ,SAMSUNG,QN43QN90CAKXZL,3.789.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/68075875/Televisor-Samsung-43-pulgadas-QLED-4K-Ultra-HD-Smart-TV-QN43QN90/68075875,27/06/2023 09:37:28,Smart TV,Sí
618,Televisor Samsung 43 pulgadas QLED 4K Ultra HD Smart TV QN43QN90 ,SAMSUNG,QN43QN90CAKXZL,3.789.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/68075875/Televisor-Samsung-43-pulgadas-QLED-4K-Ultra-HD-Smart-TV-QN43QN90/68075875,27/06/2023 09:37:28,Definition,4K Ultra HD
619,Televisor Samsung 43 pulgadas QLED 4K Ultra HD Smart TV QN43QN90 ,SAMSUNG,QN43QN90CAKXZL,3.789.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/68075875/Televisor-Samsung-43-pulgadas-QLED-4K-Ultra-HD-Smart-TV-QN43QN90/68075875,27/06/2023 09:37:28,Operating system,No aplica
620,Televisor 32 Pulgadas Challenger 32L86 ,CHALLENGER,32L86,654.900,$,5.0,3,https://www.falabella.com.co/falabella-co/product/120071157/Televisor-32-Pulgadas-Challenger-32L86/120071160,27/06/2023 09:37:45,Screen size,32
621,Televisor 32 Pulgadas Challenger 32L86 ,CHALLENGER,32L86,654.900,$,5.0,3,https://www.falabella.com.co/falabella-co/product/120071157/Televisor-32-Pulgadas-Challenger-32L86/120071160,27/06/2023 09:37:45,Smart TV,Not Found
622,Televisor 32 Pulgadas Challenger 32L86 ,CHALLENGER,32L86,654.900,$,5.0,3,https://www.falabella.com.co/falabella-co/product/120071157/Televisor-32-Pulgadas-Challenger-32L86/120071160,27/06/2023 09:37:45,Definition,Not Found
623,Televisor 32 Pulgadas Challenger 32L86 ,CHALLENGER,32L86,654.900,$,5.0,3,https://www.falabella.com.co/falabella-co/product/120071157/Televisor-32-Pulgadas-Challenger-32L86/120071160,27/06/2023 09:37:45,Operating system,Not Found
624,"Tv lg 65"" pulgadas 65uq8050psb 4k-uhd led smart tv ",LG,65UQ8050PSB,4.399.900,$,5.0,3,https://www.falabella.com.co/falabella-co/product/118636874/Tv-lg-65-pulgadas-65uq8050psb-4k-uhd-led-smart-tv/118636875,27/06/2023 09:38:45,Screen size,1
625,"Tv lg 65"" pulgadas 65uq8050psb 4k-uhd led smart tv ",LG,65UQ8050PSB,4.399.900,$,5.0,3,https://www.falabella.com.co/falabella-co/product/118636874/Tv-lg-65-pulgadas-65uq8050psb-4k-uhd-led-smart-tv/118636875,27/06/2023 09:38:45,Smart TV,Not Found
626,"Tv lg 65"" pulgadas 65uq8050psb 4k-uhd led smart tv ",LG,65UQ8050PSB,4.399.900,$,5.0,3,https://www.falabella.com.co/falabella-co/product/118636874/Tv-lg-65-pulgadas-65uq8050psb-4k-uhd-led-smart-tv/118636875,27/06/2023 09:38:45,Definition,Not Found
627,"Tv lg 65"" pulgadas 65uq8050psb 4k-uhd led smart tv ",LG,65UQ8050PSB,4.399.900,$,5.0,3,https://www.falabella.com.co/falabella-co/product/118636874/Tv-lg-65-pulgadas-65uq8050psb-4k-uhd-led-smart-tv/118636875,27/06/2023 09:38:45,Operating system,Not Found
628,Diadema gamer trust gaming ziva 21953 ,X KIM,ST-HP-20U,38.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/119445985/Diadema-gamer-trust-gaming-ziva-21953/119445986,27/06/2023 09:39:15,Screen size,2
629,Diadema gamer trust gaming ziva 21953 ,X KIM,ST-HP-20U,38.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/119445985/Diadema-gamer-trust-gaming-ziva-21953/119445986,27/06/2023 09:39:15,Smart TV,Not Found
630,Diadema gamer trust gaming ziva 21953 ,X KIM,ST-HP-20U,38.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/119445985/Diadema-gamer-trust-gaming-ziva-21953/119445986,27/06/2023 09:39:15,Definition,Not Found
631,Diadema gamer trust gaming ziva 21953 ,X KIM,ST-HP-20U,38.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/119445985/Diadema-gamer-trust-gaming-ziva-21953/119445986,27/06/2023 09:39:15,Operating system,Not Found
632,Televisor Lg 50 Pulgadas Lcd Led 4K Smart Tv ,LG,10003905,2.996.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/43556557/Televisor-Lg-50-Pulgadas-Lcd-Led-4K-Smart-Tv/43556557,27/06/2023 09:39:37,Screen size,50 pulgadas
633,Televisor Lg 50 Pulgadas Lcd Led 4K Smart Tv ,LG,10003905,2.996.900,$,Not Found,0,https://www.falabella.com.co/falabella-co/product/43556557/Televisor-Lg-50-Pulgadas-Lcd-Led-4K-Smart-Tv/43556557,27/06/2023 09:39:37,Smart TV,Sí
