,open,high,low,close,adjclose,volume,ticker
2021-12-31,47055.0,48590.0,46915.0,47977.0,47977.0,491.0,BTC=F
2022-01-03,47977.0,47977.0,47977.0,47977.0,47977.0,4161.0,BTC=F
2022-01-04,46205.0,47650.0,45485.0,46305.0,46305.0,5049.0,BTC=F
2022-01-05,46100.0,47100.0,43290.0,43830.0,43830.0,8922.0,BTC=F
2022-01-06,43405.0,43720.0,42375.0,43215.0,43215.0,5222.0,BTC=F
2022-01-07,43170.0,43240.0,40470.0,41870.0,41870.0,9276.0,BTC=F
2022-01-10,42205.0,42245.0,39470.0,41745.0,41745.0,8665.0,BTC=F
2022-01-11,41595.0,43155.0,41220.0,42805.0,42805.0,6191.0,BTC=F
2022-01-12,42695.0,44310.0,42455.0,43825.0,43825.0,4068.0,BTC=F
2022-01-13,43880.0,44450.0,42280.0,42675.0,42675.0,4068.0,BTC=F
2022-01-14,42620.0,43445.0,41680.0,43120.0,43120.0,4202.0,BTC=F
2022-01-18,43270.0,43315.0,41175.0,41665.0,41665.0,6821.0,BTC=F
2022-01-19,42430.0,42615.0,41080.0,41575.0,41575.0,6542.0,BTC=F
2022-01-20,41940.0,43545.0,41260.0,42675.0,42675.0,7229.0,BTC=F
2022-01-21,41125.0,41135.0,36150.0,38180.0,38180.0,11781.0,BTC=F
2022-01-24,35555.0,37600.0,32855.0,37220.0,37220.0,16299.0,BTC=F
2022-01-25,36490.0,37550.0,35725.0,36855.0,36855.0,8969.0,BTC=F
2022-01-26,36765.0,38895.0,36330.0,37060.0,37060.0,10251.0,BTC=F
2022-01-27,36555.0,37210.0,35485.0,35565.0,35565.0,8331.0,BTC=F
2022-01-28,36535.0,37415.0,36215.0,37075.8984375,37075.8984375,900.0,BTC=F
2022-01-31,37075.8984375,37075.8984375,37075.8984375,37075.8984375,37075.8984375,4094.0,BTC=F
2022-02-01,38450.0,39275.0,38055.0,38585.0,38585.0,4095.0,BTC=F
2022-02-02,38685.0,38900.0,36515.0,37535.0,37535.0,4396.0,BTC=F
2022-02-03,36970.0,37100.0,36235.0,36265.0,36265.0,4222.0,BTC=F
2022-02-04,36930.0,40935.0,36895.0,40640.0,40640.0,9595.0,BTC=F
2022-02-07,41420.0,44615.0,41420.0,44235.0,44235.0,7457.0,BTC=F
2022-02-08,44110.0,45605.0,42780.0,44340.0,44340.0,5873.0,BTC=F
2022-02-09,44235.0,44900.0,43210.0,44855.0,44855.0,4103.0,BTC=F
2022-02-10,44640.0,45905.0,43270.0,44180.0,44180.0,8449.0,BTC=F
2022-02-11,43950.0,44145.0,42075.0,42390.0,42390.0,6220.0,BTC=F
2022-02-14,42470.0,42930.0,41560.0,42205.0,42205.0,5402.0,BTC=F
2022-02-15,42665.0,44620.0,42495.0,44215.0,44215.0,4089.0,BTC=F
2022-02-16,44210.0,44860.0,43350.0,44175.0,44175.0,3894.0,BTC=F
