,name,Country Code,rating,category,Currency,original_price,offer_price,discount_percentage,sales,quantity_available,state,reviews,scrape_link,date_scraped,Marca,Línea,Modelo,Modelo alfanumérico,Color,Es smart,Es 3D,Es curvo,Es portátil,Sistema operativo,Tipo de pantalla,Tamaño de la pantalla,Tipo de resolución,Con HDR,Relación de contraste,Tiempo de respuesta,Con USB,Con HDMI,Con Wi-Fi,Con Bluetooth,Voltaje,Frecuencia,Con apagado automático,Con cables ocultos,Con sistema de montaje VESA incorporado,Ancho x Profundidad x Altura,Peso,Ancho con soporte,Profundidad con soporte,Altura con soporte,Peso con soporte,Accesorios incluidos,Con función screen share,Apps integradas,Resolución máxima,Relación de aspecto,Cantidad de puertos HDMI,Cantidad de puertos USB,Con ethernet,Con entrada S/PDIF,Con entrada de antena RF,Cantidad de parlantes,Potencia máxima de los parlantes,Modos de sonido,Brillo,Frecuencia de actualización de la pantalla,Con entrada por video componentes,Con entrada por video compuesto,Con comando de voz integrado,Asistentes virtuales integrados,Con VGA,Capacidad de almacenamiento,Es inflamable,Es kit,Ángulo de visión horizontal,Ángulo de visión vertical,Cantidad de núcleos del procesador,Países con control mágico incluido,Organismo de certificación (OCP),Número de certificado de seguridad eléctrica,Duración del producto,Profundidad,Ancho x Profundidad,Ancho x Altura,Con impacto positivo,Ancho
167,"Smart TV TCL P725-Series L50P725 LED 4K 50"" 220V - 240V",BR,4.6,Televisores,$,,129999,21,5,1,None,585,https://www.mercadolibre.com.ar/smart-tv-tcl-p725-series-l50p725-led-4k-50-220v-240v/p/MLA19120043?pdp_filters=category:MLA1002#searchVariation=MLA19120043&position=5&search_layout=stack&type=product&,16/03/2023 05:29:28,TCL,P725-Series,L50P725,,,Sí,,,,Google TV,LED,"50 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V - 240V,50 Hz x 60 Hz,,,Sí,112.2 cm x 8.3 cm x 65.5 cm,9.3 kg,112.2 cm,26.5 cm,71 cm,9.4 kg,"Cable adaptador de señal, Control remoto, Manual, Cable de alimentación, Tornillos, Base",Sí,"YouTube, Netflix, Spotify, Prime Video, Disney+, Google Play Store, TCL Channel, Web browser",3840 px - 2160 px,16:9,3,2,Sí,Sí,Sí,2,19 W,"Dolby Audio, Dolby Atmos, Stereo, MTS, SAP, DTS-HD",,60 Hz,,Sí,Sí,Google Assistant,,,,,,,,,,,,,,,,
168,Smart Tv Tedge 32 Hd Smart Led Hd 32  220v Netflix Youtube,BR,None,Televisores,$,,44999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1359473227-smart-tv-tedge-32-hd-smart-led-hd-32-220v-netflix-youtube-_JM#position=29&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d,16/03/2023 05:29:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Smart Tv Rca 40 Led Full Hd Android Netflix Youtube 110/240v,BR,4.6,Televisores,$,72489,68377,5,500,1,None,43,https://www.mercadolibre.com.ar/smart-tv-rca-40-led-full-hd-android-netflix-youtube-110240v/p/MLA19513072?pdp_filters=category:MLA1002#searchVariation=MLA19513072&position=6&search_layout=stack&type=p,16/03/2023 05:29:32,RCA,Android,S40,S40AND,Negro,Sí,No,No,,,LED,"40 """,Full HD,Sí,,,Sí,Sí,Sí,,,50 Hz / 60 Hz,,,,,,,,,,,,,1920 px - 1080 px,16:9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Smart Tv Rca C39and Led 39  100v/240v,BR,None,Televisores,$,,62999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1298457795-smart-tv-rca-c39and-led-39-100v240v-_JM#position=30&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d6d08,16/03/2023 05:29:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Smart Tv Samsung Qled 55  Series 6 4k Q65b,BR,None,Televisores,$,,284999,,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1371101700-smart-tv-samsung-qled-55-series-6-4k-q65b-_JM#position=31&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d6d08,16/03/2023 05:29:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"Smart TV Samsung LH55BEAHVGGXZD LED 4K 55"" 110V/220V",BR,None,Televisores,$,217999,185299,14,1,1,None,,https://www.mercadolibre.com.ar/smart-tv-samsung-lh55beahvggxzd-led-4k-55-110v220v/p/MLA18535478?pdp_filters=category:MLA1002#searchVariation=MLA18535478&position=7&search_layout=stack&type=product&tr,16/03/2023 05:29:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Smart Tv Jvc Lt-50da71252pi Led 4k 50'',BR,None,Televisores,$,129999,114999,11,25,1,None,,https://articulo.mercadolibre.com.ar/MLA-1275872064-smart-tv-jvc-lt-50da71252pi-led-4k-50-_JM#position=32&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d6d08,16/03/2023 05:29:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Tv Tcl Qled 55  4k C635 Uhd Google Tv Micro Dimming 120 Hz,BR,None,Televisores,$,,210999,,25,1,None,,https://articulo.mercadolibre.com.ar/MLA-1241316427-tv-tcl-qled-55-4k-c635-uhd-google-tv-micro-dimming-120-hz-_JM#position=33&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d,16/03/2023 05:29:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Smart Tv Samsung Series 7 43 Uhd 4k Au7000,BR,None,Televisores,$,139999,109999,21,50,1,None,,https://articulo.mercadolibre.com.ar/MLA-1108962745-smart-tv-samsung-series-7-43-uhd-4k-au7000-_JM#position=34&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d6d08,16/03/2023 05:29:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Led Tv Philips 55  Pud7406/77 Android Smart Netflix Prime 4k,BR,None,Televisores,$,,135999,,25,1,None,,https://articulo.mercadolibre.com.ar/MLA-1113740216-led-tv-philips-55-pud740677-android-smart-netflix-prime-4k-_JM#position=35&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193,16/03/2023 05:29:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Smart Tv 32 Siera Stv3203 Hd Android Led,BR,None,Televisores,$,,59180,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1182216165-smart-tv-32-siera-stv3203-hd-android-led-_JM#position=36&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d6d08,16/03/2023 05:29:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Smart Tv Noblex Dq50x9500pi Qled 4k 50'' Google Tv,BR,None,Televisores,$,,144999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1207440588-smart-tv-noblex-dq50x9500pi-qled-4k-50-google-tv-_JM#position=37&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d6d08,16/03/2023 05:29:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Tv Monitor Led 24 Kanji 24mt Hd 720p Tda Hdmi Vga Rca,BR,None,Televisores,$,,37833,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-929286908-tv-monitor-led-24-kanji-24mt-hd-720p-tda-hdmi-vga-rca-_JM#position=38&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d6d08,16/03/2023 05:29:50,Kanji,Tv Monitor,KJ-24TM005,KJ-24MT005,Negro,No,No,No,No,,LED,"24 """,Full HD,No,,5 ms,Sí,Sí,,,220V,,,,Sí,,,,,,,Control remoto,,,1920 px - 1080 px,16:9,1,1,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,
180,"Smart TV TCL C72-Series 50C725 QLED 4K 50"" 100V/240V",BR,None,Televisores,$,,129999,,500,1,None,,https://www.mercadolibre.com.ar/smart-tv-tcl-c72-series-50c725-qled-4k-50-100v240v/p/MLA18597975?pdp_filters=category:MLA1002#searchVariation=MLA18597975&position=8&search_layout=stack&type=product&tr,16/03/2023 05:29:53,TCL,C72-Series,50C725,,,Sí,,,,Android Pie,QLED,"50 """,4K,Sí,,,Sí,Sí,Sí,Sí,100V/240V,50 Hz x 60 Hz,Sí,,Sí,1112 mm x 80 mm x 637 mm,11.9 kg,,,,,"Control remoto RC802NU1, Control remoto RC802V5, Cable de alimentación, Baterías",Sí,"Web browser, Netflix, YouTube, Prime Video, HbbTV, Google Play Store, Google Duo",3840 px - 2160 px,16:9,3,2,Sí,,,2,20 W,"Dolby Atmos, Dolby Audio, DTS-HD, Dolby TrueHD, Dolby AC-4",,,,,Sí,,,16 GB,,,,,4,,,,,,,,,
181,Tcl Led 55  L55p735 Uhd Google Tv-rv,BR,None,Televisores,$,,161248,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1273965281-tcl-led-55-l55p735-uhd-google-tv-rv-_JM#position=39&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d6d08,16/03/2023 05:29:55,TCL,P735,L55P735-F,L55P735,Negro,Sí,No,No,No,Android,LED,"55 """,4K,Sí,,,Sí,Sí,Sí,,220V,,Sí,,,,,,,,,Control remoto,,Netflix,,,,,,,Sí,,,,,,,,,Google Assistant,No,,,,,,,,,,,,,,,
182,Smart Tv Hyundai 50 4k Televisor Google Android,BR,None,Televisores,$,150566,111999,25,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1149149559-smart-tv-hyundai-50-4k-televisor-google-android-_JM#position=40&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d6d08,16/03/2023 05:29:58,Hyundai,HYLED,HYLED-50UHD5A,50D2090/RT2851,,Sí,No,,,Android TV,LED,"50 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V,,,,Sí,112.14 cm x 8.99 cm x 64.89 cm,9.6 kg,112.14 cm,26.95 cm,70.62 cm,9.8 kg,"Cable de alimentación,Control remoto",No,"Google Play Store,Netflix,YouTube",3840 px - 2160 px,16:9,3,,Sí,Sí,,2,,,,60 Hz,No,Sí,Sí,,,,,,,,,,,,,,,,,
183,Smart Tv Noblex Dk32x7000pi Led Hd 32 Android Tv,BR,None,Televisores,$,74999,63999,14,100,1,None,,https://articulo.mercadolibre.com.ar/MLA-1229135491-smart-tv-noblex-dk32x7000pi-led-hd-32-android-tv-_JM#position=41&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d6d08,16/03/2023 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"Smart TV Tedge LED 43 pulgadas NTV43HD LED Full HD 43"" 220V",BR,None,Televisores,$,,99999,,10,1,None,,https://www.mercadolibre.com.ar/smart-tv-tedge-led-43-pulgadas-ntv43hd-led-full-hd-43-220v/p/MLA15998080?pdp_filters=category:MLA1002#searchVariation=MLA15998080&position=9&search_layout=stack&type=pr,16/03/2023 05:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Smart Tv 43 Skyworth Led Hd Android Tv,BR,None,Televisores,$,,103299,,25,1,None,,https://www.mercadolibre.com.ar/smart-tv-43-skyworth-led-hd-android-tv/p/MLA19738267?pdp_filters=category:MLA1002#searchVariation=MLA19738267&position=10&search_layout=stack&type=product&tracking_id=5,16/03/2023 05:30:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"Smart TV RCA AND32Y LED HD 32"" 100V/240V",BR,None,Televisores,$,,52679,,1000,1,None,,https://www.mercadolibre.com.ar/smart-tv-rca-and32y-led-hd-32-100v240v/p/MLA18476467?pdp_filters=category:MLA1002#searchVariation=MLA18476467&position=11&search_layout=stack&type=product&tracking_id=5,16/03/2023 05:30:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Smart Tv Jvc Lt-50da7125 Led 4k 50  ,BR,None,Televisores,$,,114089,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1216659235-smart-tv-jvc-lt-50da7125-led-4k-50-_JM#position=42&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d6d08,16/03/2023 05:30:10,JVC,,LT-50DA7125,,,Sí,No,,,,LED,"50 """,4K,,,,Sí,Sí,Sí,,220V,,,,,111.2 cm x 9 cm x 64.1 cm,,111.2 cm,26.4 cm,69 cm,,Control remoto,,"Facebook,Netflix",3840 px - 2160 px,16:9,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Smart Tv Kanji Kj-32mt005 Led Hd 32  Android Tv Hey Google,BR,None,Televisores,$,,61699,33,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1164820696-smart-tv-kanji-kj-32mt005-led-hd-32-android-tv-hey-google-_JM#position=43&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d,16/03/2023 05:30:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Smart Tv 4k 55 Pulgadas Samsung Au7000 Un55au7000 Tizen Hdr,BR,None,Televisores,$,184999,146999,20,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1114241686-smart-tv-4k-55-pulgadas-samsung-au7000-un55au7000-tizen-hdr-_JM#position=44&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-069519,16/03/2023 05:30:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"Smart TV Samsung The Frame QN55LS03AAGCZBC QLED 4K 55"" 220V",BR,None,Televisores,$,,379999,,25,1,None,,https://www.mercadolibre.com.ar/smart-tv-samsung-the-frame-qn55ls03aagczbc-qled-4k-55-220v/p/MLA19081031?pdp_filters=category:MLA1002#searchVariation=MLA19081031&position=12&search_layout=stack&type=p,16/03/2023 05:30:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Smart Tv 50'' Feelnology | F5022uk6 | 4k | Uhd ,BR,None,Televisores,$,,94600,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1223849826-smart-tv-50-feelnology-f5022uk6-4k-uhd-_JM#position=45&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d6d08,16/03/2023 05:30:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Smart Tv Noblex Dk32x7000pi Led Hd 32 Android Tv,BR,4.7,Televisores,$,74999,49999,33,100,1,None,14,https://articulo.mercadolibre.com.ar/MLA-1229135520-smart-tv-noblex-dk32x7000pi-led-hd-32-android-tv-_JM#position=46&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d6d08,16/03/2023 05:30:22,Noblex,DK,DK32X7000PI,91DK32X7000PI,Negro,Sí,No,No,No,Android,LED,"32 """,HD,No,3000:1,6.5 ms,Sí,Sí,Sí,Sí,220V,,,,Sí,71.7 cm x 8.6 cm x 42.7 cm,3.7 kg,71.7 cm,16 cm,46.9 cm,5.5 kg,Control remoto,,"Netflix,YouTube",1366 px - 768 px,16:9,2,2,Sí,,Sí,2,12 W,,180 cd/m²,60 Hz,,,Sí,Google Assistant,No,,,,,,,,,,,,,,,
193,Smart Tv Samsung Qled 55  Series 6 4k Q65b,BR,4.5,Televisores,$,284999,269999,5,5,1,None,2,https://articulo.mercadolibre.com.ar/MLA-1160881974-smart-tv-samsung-qled-55-series-6-4k-q65b-_JM#position=47&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d6d08,16/03/2023 05:30:25,Samsung,Series 6,QN55Q65BAG,QN55Q65BAGCZB,Negro,Sí,No,No,Sí,Tizen,QLED,"55 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V - 240V,50 Hz x 60 Hz,Sí,,Sí,1232.1 mm x 25.7 mm x 708.3 mm,14.7 kg,1232.1 mm,224 mm,745.9 mm,15 kg,"Cable de alimentación,Manual,Manual electrónico,Smart control TM2280E",Sí,"SmartThings,Google Duo,Web browser,Netflix,Prime Video,Disney+,Samsung TV Plus",3840 px - 2160 px,16:9,3,2,Sí,Sí,Sí,2,20 W,"OTS-Lite,Q-Symphony,Adaptive Sound,Dolby Digital Plus",,50 Hz,,Sí,Sí,Bixby,,,,,,,,,,,,,,,,
194,Smart Tv Android Candy 32 Ultra Hd Gtv1400 Netflix Youtube,BR,None,Televisores,$,82298,72422,12,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1216349285-smart-tv-android-candy-32-ultra-hd-gtv1400-netflix-youtube-_JM#position=48&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193,16/03/2023 05:30:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"Smart TV Hitachi CDH-LE504KSMART21-F LED 4K 50"" 220V",BR,None,Televisores,$,129999,120999,6,1000,1,None,,https://www.mercadolibre.com.ar/smart-tv-hitachi-cdh-le504ksmart21-f-led-4k-50-220v/p/MLA19052734?pdp_filters=category:MLA1002#searchVariation=MLA19052734&position=13&search_layout=stack&type=product&,16/03/2023 05:30:29,Hitachi,,CDH-LE504KSMART21,CDH-LE504KSMART21-F,,Sí,,,,Android TV,LED,"50 """,4K,,,,,,Sí,,220V,,,,,,,,,,,,,"Netflix, YouTube, Disney+, Spotify, HBO Max, Google Play Store, Prime Video",,16:9,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,
196,Smart Tv Hyundai 43  Fhd Hyled-43fhd7a,BR,5.0,Televisores,$,,95900,,1,1,None,1,https://www.mercadolibre.com.ar/smart-tv-hyundai-43-fhd-hyled-43fhd7a/p/MLA19768494?pdp_filters=category:MLA1002#searchVariation=MLA19768494&position=14&search_layout=stack&type=product&tracking_id=5a,16/03/2023 05:30:32,Hyundai,,HYLED-43FHD7A,HYLED-43FHD7A,Negro,Sí,No,No,No,Android,LED,"43 """,Full HD,No,,,Sí,Sí,,,,,,,,,8400 g,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"Smart TV Philco 91PLD39HS21CHPI LED 3D HD 39"" 220V",BR,None,Televisores,$,,67999,,500,1,None,,https://www.mercadolibre.com.ar/smart-tv-philco-91pld39hs21chpi-led-3d-hd-39-220v/p/MLA19035864?pdp_filters=category:MLA1002#searchVariation=MLA19035864&position=15&search_layout=stack&type=product&tr,16/03/2023 05:30:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Smart Tv Philco Pld50hs2250pi Led Hdr 4k 50'',BR,None,Televisores,$,,104633,,5,1,None,,https://www.mercadolibre.com.ar/smart-tv-philco-pld50hs2250pi-led-hdr-4k-50/p/MLA19843353?pdp_filters=category:MLA1002#searchVariation=MLA19843353&position=16&search_layout=stack&type=product&tracking,16/03/2023 05:30:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Televisor Smart 50 Pulgadas Led 4k Con Control Remoto Hdmi ,BR,None,Televisores,$,161228,138998,19,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-932854259-televisor-smart-50-pulgadas-led-4k-con-control-remoto-hdmi-_JM#position=49&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d,16/03/2023 05:30:38,Kanji,Smart,KJ-50ST005,KJ-50ST005,Negro,Sí,No,No,No,Android TV,LED,"50 """,4K,Sí,4000:1,8 ms,Sí,Sí,Sí,Sí,,50 Hz x 60 Hz,Sí,,Sí,113 cm x 8 cm x 65 cm,,,,,,Control Remoto con control de voz,,"Asistente de Google,Google Play,Prime Video,YouTube,Netflix",3840 px - 2160 px,16:9,3,2,Sí,Sí,Sí,2,16 W,"Stereo,Dolby Digital",350 cd/m²,60 Hz,,,Sí,,No,8 GB,,,176°,176°,4,Argentina,Otro (sin especificar),,,,,,,
200,Smart Tv 50  Tcl C72-series 50c725 Qled 4k  Sonido Onkyo,BR,None,Televisores,$,,129999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1159874573-smart-tv-50-tcl-c72-series-50c725-qled-4k-sonido-onkyo-_JM#position=50&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-0695193d6d0,16/03/2023 05:30:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Smart Tv Samsung Qn90b 43' 144 Hz Hdmi Usb Gamer 4k Ultra Hd,BR,None,Televisores,$,,286828,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1361707151-smart-tv-samsung-qn90b-43-144-hz-hdmi-usb-gamer-4k-ultra-hd-_JM#position=51&search_layout=stack&type=item&tracking_id=5ae63feb-4a2b-492b-ad49-069519,16/03/2023 05:30:43,Samsung,Neo QLED 4K,QN43QN90BAG,QN43QN90BAGCZB,,Sí,,No,,Tizen,QLED,"43 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V - 240V,50 Hz x 60 Hz,Sí,,Sí,960.8 mm x 26.9 mm x 558.9 mm,9.2 kg,960.8 mm,223 mm,623.4 mm,13.8 kg,"Cable de alimentación,Manual,Manual electrónico,Smart control TM2280E",Sí,"SmartThings,Web browser",3840 px - 2160 px,16:9,4,2,Sí,Sí,Sí,2,20 W,"Adaptive Sound +,Dolby Atmos,Dolby Digital Plus,OTS-Lite,Q-Symphony,Surround",,100 Hz,,,Sí,Bixby,,,,,,,,,,,,,,,,
202,None,BR,None,Televisores,None,,,,,1,None,,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=nYlE9m8ZaFTe0aR4ZTAwqs4Z14%2F8YC5kJS6BsSFpqySDGfZMTOdhf06ZCZq3XKT1FbmU6u6NojVR5pP7Uyz2maXa%2F%2FKqtNwXbRT1uFG7FtRQsM5njp99c291HR4G,16/03/2023 05:30:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Smart Tv 50  4k Uhd Android Manos Libres Hdr Tcl,BR,None,Televisores,$,,119999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1115560430-smart-tv-50-4k-uhd-android-manos-libres-hdr-tcl-_JM#position=12&search_layout=stack&type=item&tracking_id=2acbf09d-940b-45a8-84b1-f34da8ef1ac3,16/03/2023 05:30:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Televisor Smart Led 40 Pulgadas Android Wifi Monitor Hd,BR,None,Televisores,$,94998,85998,9,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1122029195-televisor-smart-led-40-pulgadas-android-wifi-monitor-hd-_JM#position=13&search_layout=stack&type=item&tracking_id=2acbf09d-940b-45a8-84b1-f34da8ef1a,16/03/2023 05:30:52,Kanji,Smart TV,KJ-4XTL005,KJ-4XTL005,Negro,Sí,No,No,No,Android TV,DLED,"40 """,Full HD,No,16:9,,Sí,Sí,Sí,,220V,,,,,88.26 cm x 7.9 cm x 51.3 cm,5.8 kg,,,,,Control remoto,,"Netflix,YouTube",1366 px - 768 px,16:9,3,2,Sí,,,2,16 W,,250 cd/m²,,,Sí,,,Sí,,,,,,,,,,,,,,,
205,Smart Tv Android Televisor Led 32 Noblex Dm32x7000 Nuevo,BR,4.5,Televisores,$,,51441,,100,1,None,32,https://articulo.mercadolibre.com.ar/MLA-882208714-smart-tv-android-televisor-led-32-noblex-dm32x7000-nuevo-_JM#position=14&search_layout=stack&type=item&tracking_id=2acbf09d-940b-45a8-84b1-f34da8ef1a,16/03/2023 05:30:55,Noblex,X7 Series,DM32X7000,91DM32X7000,Negro,Sí,No,No,No,Android TV,LED,"32 """,HD,No,1200:1,8 ms,Sí,Sí,Sí,,220V,60 Hz,,,,,,83 cm,13.7 cm,52.4 cm,,"Control remoto,Cable de alimentación",,"YouTube,Netflix,Web browser,Prime Video,YouTube Kids,HBO Go,Google Play Movies & TV,Google Play Store,AMC",1366 px - 768 px,16:9,2,2,Sí,Sí,,2,16 W,,200 cd/m²,,,,,,No,,,,,,,,,,,,83 cm x 10 cm,,,
206,"Smart TV Motorola 91MT32E3A LED HD 32"" 220V",BR,4.7,Televisores,$,,66248,,500,1,None,66,https://www.mercadolibre.com.ar/smart-tv-motorola-91mt32e3a-led-hd-32-220v/p/MLA21096755?pdp_filters=category:MLA1002#searchVariation=MLA21096755&position=2&search_layout=stack&type=product&tracking_i,16/03/2023 05:30:58,Motorola,,91MT32E3A,,,Sí,,No,,Android TV,LED,"32 """,HD,Sí,,,Sí,Sí,Sí,,220V,,,,,,,,,,,,Sí,Google Play Store,1366 px - 768 px,16:9,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Tv Led 4k 55  Tcl L55p735-f Ultra Hd Smart Google Tv ,BR,None,Televisores,$,,129999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1262533863-tv-led-4k-55-tcl-l55p735-f-ultra-hd-smart-google-tv-_JM#position=15&search_layout=stack&type=item&tracking_id=2acbf09d-940b-45a8-84b1-f34da8ef1ac3,16/03/2023 05:31:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Smart Tv Led Hisense 43 Pulgadas 43a42h Fhd Facebook Netflix,BR,None,Televisores,$,85350,79799,6,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1349021467-smart-tv-led-hisense-43-pulgadas-43a42h-fhd-facebook-netflix-_JM#position=16&search_layout=stack&type=item&tracking_id=2acbf09d-940b-45a8-84b1-f34da,16/03/2023 05:31:03,Hisense,HISENSE,43A42H,43A42H,,Sí,,No,,Vidaa,LED,"43 """,Full HD,,,,Sí,Sí,Sí,Sí,220V,,,,,,,955 mm,182 mm,606 mm,,,,"Claro Video,Deezer,Disney+,Facebook Video,Flow,Netflix,Pluto TV,Prime Video,Red Bull TV,YouTube",,16:9,,,,,,,,"DTS Virtual:X,Dolby Digital Plus",,,,,,,,,,,,,,,,,,,,955 mm x 558 mm,,
