,country,category,title,Produsenter,avg_price,offers,currency,scrape_link,date_scraped,level_9,0
0,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,rating,4.8
1,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,reviews,500+
2,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Oppløsning,4K Ultra HD (3840x2160)
3,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Bildestørrelse,42 Tommer
4,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Pris/tommer,261.88 kr/tomme
5,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Lanseringsår,2022
6,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Smart TV,Ja
7,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Internettjenester/apper som støttes,"YouTube, Spotify, Nettleser, Netflix, Viaplay, HBO GO, SVT Play, TV4 Play, SF Anytime, Amazon Prime Video, Apple TV+"
8,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Operativsystem,WebOS
9,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Produktnavn,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV"
10,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Kategori,TV
11,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,"TV-mottaker, digital",Ja
12,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Doble mottakere,Nei
13,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Støtte for CI/CA-modul,Ja
14,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,CI+,Ja
15,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Type av digitale mottakere,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)"
16,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,"Analog 3,5mm-inngang",
17,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Digital optisk ut (S/PDIF),Ja
18,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,HDMI,Ja
19,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Antall HDMI-innganger,4 stk
20,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,HDCP-versjon,2.2
21,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,HDMI-versjon,2.1
22,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Standarder som støttes,eARC
23,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Hodetelefonutgang,Ja
24,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Komponent inn (YPbPr/YCbCr),0 stk
25,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Kompositt inn,0 stk
26,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,USB-kontakt,Ja
27,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Innspillingsfunksjon via USB (PVR),Nei
28,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,USB 2.0,3 stk
29,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,USB 3.1 Gen 1 (5Gbps),
30,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,USB-kontakt (totalt),3 stk
31,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,VGA inn,Nei
32,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Øvrige tilkoblinger,
33,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Bevegelsesforbedring (frekvens/indeks),Ja
34,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Metode,LG OLED Motion Pro
35,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Bildeforhold,16:9
36,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Bildefrekvens,"24p, 60p, 50p, 120p"
37,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Bildestørrelse (cm),
38,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Bildstorlek,42 Tommer
39,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Lysstyrke,
40,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Oppdateringsfrekvens,120 Hz
41,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Paneltype,"OLED evo, OLED"
42,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Skjermteknologi,OLED
43,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Støttede videoformater,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)"
44,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Bildefiler som støttes,
45,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Lydfiler som støttes,
46,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Lydformat,"Dolby Digital 5.1, Dolby Digital Plus, Dolby Atmos"
47,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Videofiler som støttes,
48,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Design panel,Flat
49,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Tilgjengelige farger,"Sort, Sølv, Grå"
50,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Dybde uten stativ,411 mm
51,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,"Høyde, uten stativ",535 mm
52,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Mål (BxHxD),
53,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Bredde,932 mm
54,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Dybde,170 mm
55,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Høyde,577 mm
56,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Produktvekt,9.3 kg
57,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Vekt uten stativ,
58,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Funksjoner,"Bluetooth, Synkroniseringsmetode, ALLM, Variable Refresh Rate (VRR)"
59,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Ethernet-tilkobling,Ja
60,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Trådløst nettverk (Wi-Fi),Ja
61,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Trådløs nettverksstandard (IEEE 802.11),"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)"
62,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,3D-støtte (3D-Ready),Nei
63,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,DLNA,Ja
64,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Full HD (HD ready 1080p),Ja
65,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,4K120,Ja
66,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Ultra HD-sertifisert (UHD/4K),Ja
67,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,HDR,Ja
68,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Type av HDR,"Dolby Vision, HDR10, HLG, Dolby Vision IQ"
69,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Streaming-standard,"Miracast, AirPlay 2"
70,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,VESA-feste,Ja
71,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Type VESA-feste,300x200mm
72,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Integrerte høyttalere,2.0 (Stereo)
73,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Prosessorhastighet,
74,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Energiforbruk i HDR-modus (per 1000 t),
75,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Energiforbruk i SDR-modus (per 1000 t),
76,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Energiklasse (A-G),
77,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Energiklasse (HDR),
78,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Strømforbruk operativ (min-maks),52 W
79,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Strømforbruk standby/hvilemodus,0.5 W
80,NO,TV,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,13870.666666666666,6,NOK,https://www.prisjakt.no/product.php?p=6003056#properties,30/03/2023 11:04:50,Tilkobling for 9V/12V/14V,Nei
81,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,rating,4.9
82,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,reviews,500+
83,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Oppløsning,4K Ultra HD (3840x2160)
84,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Bildestørrelse,65 Tommer
85,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Pris/tommer,338.31 kr/tomme
86,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Lanseringsår,2022
87,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Smart TV,Ja
88,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Internettjenester/apper som støttes,"YouTube, Spotify, Nettleser, Netflix, Viaplay, SVT Play, TV4 Play, SF Anytime, Amazon Prime Video, Apple TV+"
89,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Operativsystem,Tizen OS
90,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Produktnavn,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV"
91,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Kategori,TV
92,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,"TV-mottaker, digital",Ja
93,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Doble mottakere,
94,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Støtte for CI/CA-modul,Ja
95,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,CI+,Ja
96,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Type av digitale mottakere,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)"
97,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,"Analog 3,5mm-inngang",0 stk
98,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Digital optisk ut (S/PDIF),Ja
99,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,HDMI,Ja
100,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Antall HDMI-innganger,4 stk
101,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,HDCP-versjon,2.3
102,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,HDMI-versjon,2.1
103,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Standarder som støttes,eARC
104,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Hodetelefonutgang,
105,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Komponent inn (YPbPr/YCbCr),0 stk
106,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Kompositt inn,0 stk
107,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,USB-kontakt,Ja
108,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Innspillingsfunksjon via USB (PVR),
109,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,USB 2.0,2 stk
110,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,USB 3.1 Gen 1 (5Gbps),0 stk
111,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,USB-kontakt (totalt),2 stk
112,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,VGA inn,Nei
113,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Øvrige tilkoblinger,
114,NO,TV,"Samsung OLED QE65S95B 65"" 4K Ultra HD (3840x2160) Smart TV",Samsung,29412.3,10,NOK,https://www.prisjakt.no/product.php?p=6028892#properties,30/03/2023 11:05:05,Bevegelsesforbedring (frekvens/indeks),Ja
