,countrycode,tv_title,tv_make,tv_price,numberofoffers,averageprice,currency,scrapelink,scrapedate,level_9,0
0,TN,"Vega Téléviseur 42"" - Récepteur intégré - FULL HD - L42F1FBE - Garantie 3 Ans",Vega,749.00 TND,4,889.00,TND,https://www.jumia.com.tn/televiseur-42-recepteur-integre-full-hd-l42f1fbe-garantie-3-ans-vega-mpg25475.html,15/09/2022 19:40:18,Ecran ," 42"" Aspect ratio "
1,TN,"Vega Téléviseur 42"" - Récepteur intégré - FULL HD - L42F1FBE - Garantie 3 Ans",Vega,749.00 TND,4,889.00,TND,https://www.jumia.com.tn/televiseur-42-recepteur-integre-full-hd-l42f1fbe-garantie-3-ans-vega-mpg25475.html,15/09/2022 19:40:18,FULL HD,FULL HD
2,TN,"Vega Téléviseur 42"" - Récepteur intégré - FULL HD - L42F1FBE - Garantie 3 Ans",Vega,749.00 TND,4,889.00,TND,https://www.jumia.com.tn/televiseur-42-recepteur-integre-full-hd-l42f1fbe-garantie-3-ans-vega-mpg25475.html,15/09/2022 19:40:18,Résolution , 1920*1080
3,TN,"Vega Téléviseur 42"" - Récepteur intégré - FULL HD - L42F1FBE - Garantie 3 Ans",Vega,749.00 TND,4,889.00,TND,https://www.jumia.com.tn/televiseur-42-recepteur-integre-full-hd-l42f1fbe-garantie-3-ans-vega-mpg25475.html,15/09/2022 19:40:18,Brillance , 230+20nit
4,TN,"Vega Téléviseur 42"" - Récepteur intégré - FULL HD - L42F1FBE - Garantie 3 Ans",Vega,749.00 TND,4,889.00,TND,https://www.jumia.com.tn/televiseur-42-recepteur-integre-full-hd-l42f1fbe-garantie-3-ans-vega-mpg25475.html,15/09/2022 19:40:18,Contraste , 3000
5,TN,"Vega Téléviseur 42"" - Récepteur intégré - FULL HD - L42F1FBE - Garantie 3 Ans",Vega,749.00 TND,4,889.00,TND,https://www.jumia.com.tn/televiseur-42-recepteur-integre-full-hd-l42f1fbe-garantie-3-ans-vega-mpg25475.html,15/09/2022 19:40:18,Maximum colors , 16.7M
6,TN,"Vega Téléviseur 42"" - Récepteur intégré - FULL HD - L42F1FBE - Garantie 3 Ans",Vega,749.00 TND,4,889.00,TND,https://www.jumia.com.tn/televiseur-42-recepteur-integre-full-hd-l42f1fbe-garantie-3-ans-vega-mpg25475.html,15/09/2022 19:40:18,Temps de réponse , 8ms
7,TN,"Vega Téléviseur 42"" - Récepteur intégré - FULL HD - L42F1FBE - Garantie 3 Ans",Vega,749.00 TND,4,889.00,TND,https://www.jumia.com.tn/televiseur-42-recepteur-integre-full-hd-l42f1fbe-garantie-3-ans-vega-mpg25475.html,15/09/2022 19:40:18,Réduction de bruit , Oui
8,TN,"Vega Téléviseur 42"" - Récepteur intégré - FULL HD - L42F1FBE - Garantie 3 Ans",Vega,749.00 TND,4,889.00,TND,https://www.jumia.com.tn/televiseur-42-recepteur-integre-full-hd-l42f1fbe-garantie-3-ans-vega-mpg25475.html,15/09/2022 19:40:18,Filtre en peigne ," 3DHDMI / USB / Sortie Casque / Entrée RF / AV Input &R,L / COAXIAL"
9,TN,"Vega Téléviseur 42"" - Récepteur intégré - FULL HD - L42F1FBE - Garantie 3 Ans",Vega,749.00 TND,4,889.00,TND,https://www.jumia.com.tn/televiseur-42-recepteur-integre-full-hd-l42f1fbe-garantie-3-ans-vega-mpg25475.html,15/09/2022 19:40:18,SKU, VE380EA0WX014NAFAMZ
10,TN,"Vega Téléviseur 42"" - Récepteur intégré - FULL HD - L42F1FBE - Garantie 3 Ans",Vega,749.00 TND,4,889.00,TND,https://www.jumia.com.tn/televiseur-42-recepteur-integre-full-hd-l42f1fbe-garantie-3-ans-vega-mpg25475.html,15/09/2022 19:40:18,Modèle, L42F1FBE
11,TN,"Vega Téléviseur 42"" - Récepteur intégré - FULL HD - L42F1FBE - Garantie 3 Ans",Vega,749.00 TND,4,889.00,TND,https://www.jumia.com.tn/televiseur-42-recepteur-integre-full-hd-l42f1fbe-garantie-3-ans-vega-mpg25475.html,15/09/2022 19:40:18,Taille (Longueur x Largeur x Hauteur cm), 97.7 x 62 x 18.7 cm
12,TN,"Vega Téléviseur 42"" - Récepteur intégré - FULL HD - L42F1FBE - Garantie 3 Ans",Vega,749.00 TND,4,889.00,TND,https://www.jumia.com.tn/televiseur-42-recepteur-integre-full-hd-l42f1fbe-garantie-3-ans-vega-mpg25475.html,15/09/2022 19:40:18,Poids (kg), 4
13,TN,"Vega Téléviseur 42"" - Récepteur intégré - FULL HD - L42F1FBE - Garantie 3 Ans",Vega,749.00 TND,4,889.00,TND,https://www.jumia.com.tn/televiseur-42-recepteur-integre-full-hd-l42f1fbe-garantie-3-ans-vega-mpg25475.html,15/09/2022 19:40:18,Couleur, Noir
14,TN,"Vega Téléviseur 32"" LED HD - A32F1HB1 - Granatie 3 Ans",Vega,399.00 TND,1,399.00 TND,TND,https://www.jumia.com.tn/vega-televiseur-32-led-hd-a32f1hb1-granatie-3-ans-641568.html,15/09/2022 19:40:21,SKU, VE380EA1FIB3CNAFAMZ
15,TN,"Vega Téléviseur 32"" LED HD - A32F1HB1 - Granatie 3 Ans",Vega,399.00 TND,1,399.00 TND,TND,https://www.jumia.com.tn/vega-televiseur-32-led-hd-a32f1hb1-granatie-3-ans-641568.html,15/09/2022 19:40:21,Poids (kg), 3.8
16,TN,"Vega Téléviseur 32"" LED HD - A32F1HB1 - Granatie 3 Ans",Vega,399.00 TND,1,399.00 TND,TND,https://www.jumia.com.tn/vega-televiseur-32-led-hd-a32f1hb1-granatie-3-ans-641568.html,15/09/2022 19:40:21,Résolution, 1366 x 768 Pixels
17,TN,"Vega Téléviseur 32"" LED HD - A32F1HB1 - Granatie 3 Ans",Vega,399.00 TND,1,399.00 TND,TND,https://www.jumia.com.tn/vega-televiseur-32-led-hd-a32f1hb1-granatie-3-ans-641568.html,15/09/2022 19:40:21,Sortie Audio, 2× 8W
18,TN,"Vega Téléviseur 32"" LED HD - A32F1HB1 - Granatie 3 Ans",Vega,399.00 TND,1,399.00 TND,TND,https://www.jumia.com.tn/vega-televiseur-32-led-hd-a32f1hb1-granatie-3-ans-641568.html,15/09/2022 19:40:21,Temps de réponse, 6.5 ms
19,TN,"Vega Téléviseur 32"" LED HD - A32F1HB1 - Granatie 3 Ans",Vega,399.00 TND,1,399.00 TND,TND,https://www.jumia.com.tn/vega-televiseur-32-led-hd-a32f1hb1-granatie-3-ans-641568.html,15/09/2022 19:40:21,Aspect ratio, 16
20,TN,"Vega Téléviseur 32"" LED HD - A32F1HB1 - Granatie 3 Ans",Vega,399.00 TND,1,399.00 TND,TND,https://www.jumia.com.tn/vega-televiseur-32-led-hd-a32f1hb1-granatie-3-ans-641568.html,15/09/2022 19:40:21,Luminosité, 200 cd/m²
21,TN,"Vega Téléviseur 32"" LED HD - A32F1HB1 - Granatie 3 Ans",Vega,399.00 TND,1,399.00 TND,TND,https://www.jumia.com.tn/vega-televiseur-32-led-hd-a32f1hb1-granatie-3-ans-641568.html,15/09/2022 19:40:21,Contraste, 1000
22,TN,"Vega Téléviseur 32"" LED HD - A32F1HB1 - Granatie 3 Ans",Vega,399.00 TND,1,399.00 TND,TND,https://www.jumia.com.tn/vega-televiseur-32-led-hd-a32f1hb1-granatie-3-ans-641568.html,15/09/2022 19:40:21,Angle de vue, 178° x 178°
23,TN,"Vega Téléviseur 32"" LED HD - A32F1HB1 - Granatie 3 Ans",Vega,399.00 TND,1,399.00 TND,TND,https://www.jumia.com.tn/vega-televiseur-32-led-hd-a32f1hb1-granatie-3-ans-641568.html,15/09/2022 19:40:21,Maximum colors, 16.7M
24,TN,"Vega Téléviseur 32"" LED HD - A32F1HB1 - Granatie 3 Ans",Vega,399.00 TND,1,399.00 TND,TND,https://www.jumia.com.tn/vega-televiseur-32-led-hd-a32f1hb1-granatie-3-ans-641568.html,15/09/2022 19:40:21,Connecteurs," 3x HDMI, 1x USB"
25,TN,"Vega Téléviseur 32"" LED HD - A32F1HB1 - Granatie 3 Ans",Vega,399.00 TND,1,399.00 TND,TND,https://www.jumia.com.tn/vega-televiseur-32-led-hd-a32f1hb1-granatie-3-ans-641568.html,15/09/2022 19:40:21,Dimensions, 72.7 x 46.5 x 7.6 cm
26,TN,"Vega Téléviseur 32"" LED HD - A32F1HB1 - Granatie 3 Ans",Vega,399.00 TND,1,399.00 TND,TND,https://www.jumia.com.tn/vega-televiseur-32-led-hd-a32f1hb1-granatie-3-ans-641568.html,15/09/2022 19:40:21,Poids, 3.77 Kg
27,TN,"Vega Téléviseur 32"" LED HD - A32F1HB1 - Granatie 3 Ans",Vega,399.00 TND,1,399.00 TND,TND,https://www.jumia.com.tn/vega-televiseur-32-led-hd-a32f1hb1-granatie-3-ans-641568.html,15/09/2022 19:40:21,Couleur Noir,Couleur Noir
28,TN,"Samsung Téléviseur 40"" Full HD - Smart -T5300 - Noir - Garantie 2 ans",Samsung,"1,185.00 TND",1,1185.00,TND,https://www.jumia.com.tn/televiseur-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg21207.html,15/09/2022 19:40:23,SKU, SA024EA0UWK08NAFAMZ
29,TN,"Samsung Téléviseur 40"" Full HD - Smart -T5300 - Noir - Garantie 2 ans",Samsung,"1,185.00 TND",1,1185.00,TND,https://www.jumia.com.tn/televiseur-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg21207.html,15/09/2022 19:40:23,Modèle, T5300 - Samsung
30,TN,"Samsung Téléviseur 40"" Full HD - Smart -T5300 - Noir - Garantie 2 ans",Samsung,"1,185.00 TND",1,1185.00,TND,https://www.jumia.com.tn/televiseur-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg21207.html,15/09/2022 19:40:23,Taille (Longueur x Largeur x Hauteur cm), X
31,TN,"Samsung Téléviseur 40"" Full HD - Smart -T5300 - Noir - Garantie 2 ans",Samsung,"1,185.00 TND",1,1185.00,TND,https://www.jumia.com.tn/televiseur-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg21207.html,15/09/2022 19:40:23,Poids (kg), 7.3
32,TN,"Samsung Téléviseur 40"" Full HD - Smart -T5300 - Noir - Garantie 2 ans",Samsung,"1,185.00 TND",1,1185.00,TND,https://www.jumia.com.tn/televiseur-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg21207.html,15/09/2022 19:40:23,Couleur, NOIR
33,TN,"Samsung Téléviseur 40"" Full HD - Smart -T5300 - Noir - Garantie 2 ans",Samsung,"1,185.00 TND",1,1185.00,TND,https://www.jumia.com.tn/televiseur-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg21207.html,15/09/2022 19:40:23,Résolution, 1920 x 1080 pixels
34,TN,"Samsung Téléviseur 40"" Full HD - Smart -T5300 - Noir - Garantie 2 ans",Samsung,"1,185.00 TND",1,1185.00,TND,https://www.jumia.com.tn/televiseur-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg21207.html,15/09/2022 19:40:23,Connecteurs,"  2 x HDMI - 1 x USB, 1 x Entreé composant, 1 x Entrée AV, 1 x Sortie Audio numérique, 1 x Entreé"
35,TN,"Samsung Téléviseur 40"" Full HD - Smart -T5300 - Noir - Garantie 2 ans",Samsung,"1,185.00 TND",1,1185.00,TND,https://www.jumia.com.tn/televiseur-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg21207.html,15/09/2022 19:40:23,"Téléviseur SAMSUNG 40"" Full HD Smart TV","Téléviseur SAMSUNG 40"" Full HD Smart TV"
36,TN,"Samsung Téléviseur 40"" Full HD - Smart -T5300 - Noir - Garantie 2 ans",Samsung,"1,185.00 TND",1,1185.00,TND,https://www.jumia.com.tn/televiseur-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg21207.html,15/09/2022 19:40:23,Serie 5,Serie 5
37,TN,"Samsung Téléviseur 40"" Full HD - Smart -T5300 - Noir - Garantie 2 ans",Samsung,"1,185.00 TND",1,1185.00,TND,https://www.jumia.com.tn/televiseur-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg21207.html,15/09/2022 19:40:23,Picture Engine, HyperReal
38,TN,"Samsung Téléviseur 40"" Full HD - Smart -T5300 - Noir - Garantie 2 ans",Samsung,"1,185.00 TND",1,1185.00,TND,https://www.jumia.com.tn/televiseur-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg21207.html,15/09/2022 19:40:23,Rapport de Contraste, Méga-contraste
39,TN,"Samsung Téléviseur 40"" Full HD - Smart -T5300 - Noir - Garantie 2 ans",Samsung,"1,185.00 TND",1,1185.00,TND,https://www.jumia.com.tn/televiseur-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg21207.html,15/09/2022 19:40:23,Audio, Dolby Digital Plus
40,TN,"Samsung Téléviseur 40"" Full HD - Smart -T5300 - Noir - Garantie 2 ans",Samsung,"1,185.00 TND",1,1185.00,TND,https://www.jumia.com.tn/televiseur-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg21207.html,15/09/2022 19:40:23,Tuner analogique,Tuner analogique
41,TN,"Samsung Téléviseur 40"" Full HD - Smart -T5300 - Noir - Garantie 2 ans",Samsung,"1,185.00 TND",1,1185.00,TND,https://www.jumia.com.tn/televiseur-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg21207.html,15/09/2022 19:40:23,Garantie, 2 ans
42,TN,"Samsung Téléviseur 40"" Full HD - Smart -T5300 - Noir - Garantie 2 ans",Samsung,"1,185.00 TND",1,1185.00,TND,https://www.jumia.com.tn/televiseur-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg21207.html,15/09/2022 19:40:23,Gamme de produits, TV
43,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,SKU, LG178EA01YWUSNAFAMZ
44,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Modèle, 7750
45,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Taille (Longueur x Largeur x Hauteur cm), 963.9 x 558.9 x 59.6 mm
46,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Poids (kg), 9
47,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Couleur, Noir
48,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Gamme de produits, derniers génération
49,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,"TV LG 43"" UHD 4K Série UP77","TV LG 43"" UHD 4K Série UP77"
50,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Résolution 1920 x 1080,Résolution 1920 x 1080
51,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Smart TV,Smart TV
52,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Résolution 3840 x 2160,Résolution 3840 x 2160
53,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Taux de rafraîchissement 50 Hz,Taux de rafraîchissement 50 Hz
54,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Processeur quadricœur 4K K7Lp,Processeur quadricœur 4K K7Lp
55,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Téléviseur intelligent webOS - HDR10 Pro,Téléviseur intelligent webOS - HDR10 Pro
56,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,"HEVC 4K@60p, 10 bits - Réponse instantanée au jeu","HEVC 4K@60p, 10 bits - Réponse instantanée au jeu"
57,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,9 modes image,9 modes image
58,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Haut-parleur 20W,Haut-parleur 20W
59,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Son AI,Son AI
60,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Ultra Surround,Ultra Surround
61,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Reconnaissance vocale intelligente,Reconnaissance vocale intelligente
62,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Télécommande magique,Télécommande magique
63,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Bluetooth,Bluetooth
64,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,2x HDMI,2x HDMI
65,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,USB,USB
66,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,LAN,LAN
67,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Mode économie d'énergie,Mode économie d'énergie
68,TN,"LG Téléviseur 43"" - Récepteur intégré - 4K Smart - Garantie 2 ans",LG,"1,544.90 TND",1,"1,544.90 TND",TND,https://www.jumia.com.tn/lg-televiseur-43-recepteur-integre-4k-smart-garantie-2-ans-580330.html,15/09/2022 19:40:24,Garantie 2 ans,Garantie 2 ans
69,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,SKU, SA024EA151P58NAFAMZ
70,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,Modèle, SAMSUNG 40T5300
71,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,Poids (kg), 7.3
72,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,Couleur, NOIR
73,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,Résolution, 1920 x 1080 pixels
74,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,Connecteurs,"  2 x HDMI - 1 x USB, 1 x Entreé composant, 1 x Entrée AV, 1 x Sortie Audio numérique, 1 x Entreé"
75,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,"Téléviseur SAMSUNG 40"" Full HD Smart TV","Téléviseur SAMSUNG 40"" Full HD Smart TV"
76,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,Serie 5,Serie 5
77,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,Picture Engine, HyperReal
78,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,Rapport de Contraste, Méga-contraste
79,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,Audio, Dolby Digital Plus
80,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,Tuner analogique,Tuner analogique
81,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,Garantie, 2 ans
82,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,Gamme de produits, TV
83,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,Smart TV,Smart TV
84,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,Téléviseur SAMSUNG,Téléviseur SAMSUNG
85,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,"40""","40"""
86,TN,"Samsung Téléviseur FHD - 40"" Full HD - Smart - T5300 - Garantie 2 ans",Samsung,"1,185.00 TND",2,1185.00,TND,https://www.jumia.com.tn/televiseur-fhd-40-full-hd-smart-t5300-garantie-2-ans-samsung-mpg31220.html,15/09/2022 19:40:26,Full HD,Full HD
