,channel,program name,program time,program genre,program synopsis,program link,date,scraped link,scrape date
295,Programação + Globosat Segunda  8 de agosto,Viagem Entre Amigos,06:45,Temporada 1 Episódio 11 - Namíbia Fora da Estrada,"Depois de presenciarem um casamento na aldeia Himba, os viajantes seguem em busca de elefantes do deserto. Em Twyfelfontein, visitam o maior vestígio de pinturas rupestres da África.",/br/programas/viagem-entre-amigos-s01e11,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
296,Programação + Globosat Segunda  8 de agosto,Mundo Visto de Cima,07:00,Temporada 1 Episódio 3 - Dinamarca,"Uma viagem pela Dinamarca, país com mais de 480 ilhas e cercado de beleza natural. O percurso inclui visitas a portos e castelos históricos, além da capital Copenhague.",/br/programas/mundo-visto-de-cima-s01e03-dinamarca,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
297,Programação + Globosat Segunda  8 de agosto,Mundo Visto de Cima,07:30,Temporada 1 Episódio 5 - África do Sul,"A jornada aérea pela África do Sul começa nas montanhas Drakensberg, em KwaZulu Natal, e passa por alguns dos campos de batalha mais sangrentos do país, antes de se dirigir ao Parque Nacional Kruger e terminar nas montanhas Cederberg.",/br/programas/mundo-visto-de-cima-s01e05-de-spion-kop-a-montanhas-cederberg,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
298,Programação + Globosat Segunda  8 de agosto,Mundo Visto de Cima,08:00,Temporada 1 Episódio 7 - Espanha,"Esta jornada aérea mostra a pitoresca Minorca, uma das Ilhas Baleares, começando por Ciutadella antes de ir para o litoral e sobrevoar penhascos, praias, pequenos resorts e mares de água cristalina.",/br/programas/mundo-visto-de-cima-s01e07-ilha-menorca-na-espanha,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
299,Programação + Globosat Segunda  8 de agosto,Mundo Visto de Cima,08:30,Temporada 1 Episódio 9 - Portugal,"A jornada aérea começa no nordeste de Portugal, na cidade de Bragança, que é a capital do distrito homônimo e tem cerca de 23 mil habitantes, e vai até Almeida, uma vila portuguesa pertencente ao Distrito da Guarda, com cerca de 1.314 habitantes.",/br/programas/mundo-visto-de-cima-s01e09-nordeste-de-portugal,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
300,Programação + Globosat Segunda  8 de agosto,Mundo Visto de Cima,09:00,Temporada 2 Episódio 2 - Espanha,"Hoje viajamos pelo sul da Espanha, partindo da cidade de Sevilha. No caminho, vemos paisagens castigadas pela mineração na área do Rio Tinto e conhecemos um pouco da polêmica história de Gibraltar.",/br/programas/mundo-visto-de-cima-s02e02-sevilha-espanha,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
301,Programação + Globosat Segunda  8 de agosto,Brasil Visto de Cima,09:30,Temporada 2 Episódio 5 - Rio de Janeiro - RJ,"As imagens de uma cidade maravilhosa que valem mais do que mil palavras. A cidade do samba, da poesia, da riqueza visual e do caos. Os bairros famosos, as praias que são cantadas em versos pelo mundo todo.",/br/programas/brasil-visto-de-cima-s02e05-rio-de-janeiro-rj,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
302,Programação + Globosat Segunda  8 de agosto,Brasil Visto de Cima,10:00,Temporada 3 Episódio 8 - Chapada dos Guimarães,"No passado, a Chapada dos Guimarães já foi mar, deserto e morada de dinossauros. Atualmente, as grandes estrelas do lugar são os colossais maciços de arenito que dominam a paisagem.",/br/programas/brasil-visto-de-cima-s03e08-chapada-dos-guimar-es,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
303,Programação + Globosat Segunda  8 de agosto,Brasil Visto de Cima,10:30,Temporada 3 Episódio 9 - Chapada dos Veadeiros,Quem percorre o norte de Goiás vê surgir no horizonte as monumentais muralhas de quartzito pacientemente moldadas pela natureza: a Chapada dos Veadeiros. Conheça também os rios que são uma atração à parte.,/br/programas/brasil-visto-de-cima-s03e09-chapada-dos-veadeiros,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
304,Programação + Globosat Segunda  8 de agosto,Brasil Visto de Cima,11:00,Temporada 3 Episódio 10 - Cerrado Brasileiro,"Conheça a moderníssima Goiânia e suas ruas perfeitamente planejadas; a histórica Pirenópolis, dona de um casario com mais de 250 anos de idade; a bela Barra do Garças, debruçada sobre o monumental rio Araguaia.",/br/programas/brasil-visto-de-cima-s03e10-cerrado-brasileiro,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
305,Programação + Globosat Segunda  8 de agosto,Brasil Visto de Cima,11:30,Temporada 3 Episódio 11 - Serra da Canastra,"Entre montanhas deslumbrantes e centenas de cachoeiras, repousam cidadezinhas adoráveis em que se cultivam as melhores tradições mineiras. Assim é a Serra da Canastra, no sudoeste de Minas Gerais, perto da fronteira com o estado de São Paulo.",/br/programas/brasil-visto-de-cima-s03e11-serra-da-canastra,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
306,Programação + Globosat Segunda  8 de agosto,Ruas Mundo Afora,12:00,Temporada 1 Episódio 39 - Serra Gaúcha - RS,"Rodrigo Ruas cruza o mundo em busca de experiências únicas e mostra qual o melhor jeito de ir, o que levar, onde comer e a melhor época do ano para cada destino.",/br/programas/ruas-mundo-afora-s01e39-serra-gaucha-rs,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
307,Programação + Globosat Segunda  8 de agosto,Hotéis Incríveis,12:30,Temporada 2 Episódio 1 - Spa,"O 'Hotéis Incríveis' vai visitar o Hotel do Carmo, em Portugal; o Saffire Freycinet, na Tasmânia; e o Hotel des Trois Couronnes, na Suíça. Eles se destacam por oferecer aos seus hospedes uma oportunidade de renovar as energias. São hotéis Spa.",/br/programas/hoteis-incriveis-s02e01-spa,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
308,Programação + Globosat Segunda  8 de agosto,Brasil Visto de Cima,13:00,Temporada 2 Episódio 5 - Rio de Janeiro - RJ,"As imagens de uma cidade maravilhosa que valem mais do que mil palavras. A cidade do samba, da poesia, da riqueza visual e do caos. Os bairros famosos, as praias que são cantadas em versos pelo mundo todo.",/br/programas/brasil-visto-de-cima-s02e05-rio-de-janeiro-rj,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
309,Programação + Globosat Segunda  8 de agosto,Mergulhando,13:30,"Temporada 1 Episódio 4 - Recife - Naufrágios Mercurius, Taurus e Virgo","A equipe chega em Recife para mergulhar nos naufrágios Mercurius, Taurus e Virgo, que pertencem ao maior parque de naufrágios do Brasil. Lá existem naufrágios naturais, bem como naufrágios artificiais feitos pelos mergulhadores.",/br/programas/mergulhando-s01e04-naufragios-mercurius-taurus-e-virgo,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
310,Programação + Globosat Segunda  8 de agosto,As Capitais do Brasil,14:00,Temporada 1 Episódio 4 - Porto Alegre - RS,"Na Capital gaúcha, Gisella e Fernando experimentam um bom churrasco gaúcho e aprendem a fazer um clássico chimarrão. E para completar, conhecem o centro histórico da cidade.",/br/programas/as-capitais-do-brasil-s01e04-porto-alegre-rs,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
311,Programação + Globosat Segunda  8 de agosto,Que Seja Eterno Enquanto Cure,14:30,Temporada 1 Episódio 4 - Luso-Franco-Brasileiro - Queijos sem Fronteiras,Conheça uma família portuguesa que veio para o Brasil produzir queijos bem brasileiros. E uma família mineira que foi até a França buscar inspiração para fazer queijos únicos.,/br/programas/que-seja-eterno-enquanto-cure-s01e04-luso-franco-brasileiro-queijos-sem-fronteiras,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
312,Programação + Globosat Segunda  8 de agosto,Mundo Visto de Cima,15:00,Temporada 2 Episódio 1 - Estados Unidos,"A pitoresca costa do Maine, estado dos EUA.O percurso inclui vistas de históricas casas à beira-mar e inúmeros faróis como o da Ilha Wood, famoso pelos relatos de assombração.",/br/programas/mundo-visto-de-cima-s02e01-maine-eua,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
313,Programação + Globosat Segunda  8 de agosto,Mundo Visto de Cima,15:30,Temporada 2 Episódio 2 - Espanha,"Hoje viajamos pelo sul da Espanha, partindo da cidade de Sevilha. No caminho, vemos paisagens castigadas pela mineração na área do Rio Tinto e conhecemos um pouco da polêmica história de Gibraltar.",/br/programas/mundo-visto-de-cima-s02e02-sevilha-espanha,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
314,Programação + Globosat Segunda  8 de agosto,Grandes Jornadas Ferroviárias,16:00,Temporada 7 Episódio 1 - Espanha,"O primeiro destino de Michael está perto de seu coração: o antigo reino da Espanha e a terra de seu pai. Mas o ano de 1936 acabou sendo uma época conturbada na Espanha, com uma revolta política que levou a uma guerra civil brutal.",/br/programas/grandes-jornadas-ferroviarias-s07e01-espanha,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
315,Programação + Globosat Segunda  8 de agosto,Os Bastidores dos Melhores Hotéis do Mundo,17:00,Temporada 2 Episódio 3 - Grand Resort Bad Ragaz - Suíça,"Monica e Giles seguem para o sopé dos Alpes suíços para visitar o Grand Resort Bad Ragaz, que abriga vários restaurantes, spas, campos de golfe e instalações esportivas de padrão olímpico.",/br/programas/os-bastidores-dos-melhores-hoteis-do-mundo-s02e03-grand-resort-bad-ragaz-suica,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
316,Programação + Globosat Segunda  8 de agosto,Sonho e Destino,18:00,Temporada 2 Episódio 8 - Gerês e Arouca - Portugal,"Gisella e Fernando exploram a exuberância do Parque Nacional da Peneda-Gerês, uma das maiores atrações naturais de Portugal; o casal visita um mosteiro, onde aprende sobre o órgão da Igreja.",/br/programas/sonho-e-destino-s02e08-geres-e-arouca-portugal,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
317,Programação + Globosat Segunda  8 de agosto,Hotéis Incríveis,18:30,Temporada 2 Episódio 1 - Spa,"O 'Hotéis Incríveis' vai visitar o Hotel do Carmo, em Portugal; o Saffire Freycinet, na Tasmânia; e o Hotel des Trois Couronnes, na Suíça. Eles se destacam por oferecer aos seus hospedes uma oportunidade de renovar as energias. São hotéis Spa.",/br/programas/hoteis-incriveis-s02e01-spa,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
318,Programação + Globosat Segunda  8 de agosto,Brasil Visto de Cima,19:00,Temporada 3 Episódio 12 - Serra da Canastra,"Continue a viagem pela Serra da Canastra, no sudoeste de Minas Gerais. Sobrevoe tesouros naturais como um conjunto de cachoeiras com mais de 200 metros de altura e cânions às margens de um lago cinco vezes maior do que a Baía de Guanabara.",/br/programas/brasil-visto-de-cima-s03e12-serra-da-canastra,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
319,Programação + Globosat Segunda  8 de agosto,Ruas Mundo Afora,19:30,Temporada 1 Episódio 39 - Serra Gaúcha - RS,"Rodrigo Ruas cruza o mundo em busca de experiências únicas e mostra qual o melhor jeito de ir, o que levar, onde comer e a melhor época do ano para cada destino.",/br/programas/ruas-mundo-afora-s01e39-serra-gaucha-rs,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
320,Programação + Globosat Segunda  8 de agosto,Mundo Muyloco,20:00,Temporada 1 Episódio 4 - Japão - Tóquio,"Na terra do sol nascente, Muyloco explora os bairros de Tóquio, se diverte em Akihabarae e visita o bairro dos lutadores de sumô.",/br/programas/mundo-muyloco-s01e04-jap-o-toquio,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
321,Programação + Globosat Segunda  8 de agosto,A Vida É uma Passagem,20:30,Temporada 1 Episódio 4 - Turquia - Capadócia,"Anne Bueno, na Turquia, explora um pouco mais da Capadócia e, além de muita história e cultura, a apresentadora dá ótimas dicas gastronômicas da região.",/br/programas/a-vida-e-uma-passagem-s01e04-canada-toronto,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
322,Programação + Globosat Segunda  8 de agosto,Xscape - Aventuras por Aí,21:00,,"Amber mostra uma parte isolada das Maldivas, em Atol de Thaa, onde experimenta encontros raros com a vida marinha e um serviço inigualável no único resort da área.",/br/programas/outdoors-xscape-aventuras-por-ai,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
323,Programação + Globosat Segunda  8 de agosto,Xscape - Aventuras por Aí,21:30,,"Amber mostra uma parte isolada das Maldivas, em Atol de Thaa, onde experimenta encontros raros com a vida marinha e um serviço inigualável no único resort da área.",/br/programas/outdoors-xscape-aventuras-por-ai,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
324,Programação + Globosat Segunda  8 de agosto,Os Caminhos do Sorvete,22:00,Temporada 1 Episódio 10 - Costa Central - Califórnia,"Isaac dirige-se à Costa Central da Califórnia para ver como a região vinícola faz sorvete. Veja que pequenos lotes, sorvetes frescos, locais e sazonais são abundantes no Golden State.",/br/programas/os-caminhos-do-sorvete-s01e10-costa-central-california,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
325,Programação + Globosat Segunda  8 de agosto,Viagem Entre Amigos,22:30,Temporada 1 Episódio 3 - Marrocos com uma 4x4 Alugada,"A viagem continua pelo deserto, onde descobrem uma família que vive no meio do nada há anos; a equipe visita a associação ArdAl-Affal, fazem doações e depois seguem para Essaouira.",/br/programas/viagem-entre-amigos-s01e03,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
326,Programação + Globosat Segunda  8 de agosto,Viagem Entre Amigos,22:45,Temporada 1 Episódio 4 - Marrocos com uma 4x4 Alugada,"Para concluir a viagem, Gabriele e Ludovico voltam a Marrakech, onde caminham pela Medina e visitam o Mesquita Kutubiyya. Eles também participam de um dia inteiro do Ramadã.",/br/programas/viagem-entre-amigos-s01e04,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
327,Programação + Globosat Segunda  8 de agosto,Mundo Visto de Cima,23:00,Temporada 2 Episódio 1 - Estados Unidos,"A pitoresca costa do Maine, estado dos EUA.O percurso inclui vistas de históricas casas à beira-mar e inúmeros faróis como o da Ilha Wood, famoso pelos relatos de assombração.",/br/programas/mundo-visto-de-cima-s02e01-maine-eua,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
328,Programação + Globosat Segunda  8 de agosto,Mundo Visto de Cima,23:30,Temporada 2 Episódio 2 - Espanha,"Hoje viajamos pelo sul da Espanha, partindo da cidade de Sevilha. No caminho, vemos paisagens castigadas pela mineração na área do Rio Tinto e conhecemos um pouco da polêmica história de Gibraltar.",/br/programas/mundo-visto-de-cima-s02e02-sevilha-espanha,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
329,Programação + Globosat Segunda  8 de agosto,Hotéis Incríveis,00:00,Temporada 2 Episódio 1 - Spa,"O 'Hotéis Incríveis' vai visitar o Hotel do Carmo, em Portugal; o Saffire Freycinet, na Tasmânia; e o Hotel des Trois Couronnes, na Suíça. Eles se destacam por oferecer aos seus hospedes uma oportunidade de renovar as energias. São hotéis Spa.",/br/programas/hoteis-incriveis-s02e01-spa,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
330,Programação + Globosat Segunda  8 de agosto,Brasil Visto de Cima,00:30,Temporada 2 Episódio 5 - Rio de Janeiro - RJ,"As imagens de uma cidade maravilhosa que valem mais do que mil palavras. A cidade do samba, da poesia, da riqueza visual e do caos. Os bairros famosos, as praias que são cantadas em versos pelo mundo todo.",/br/programas/brasil-visto-de-cima-s02e05-rio-de-janeiro-rj,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
331,Programação + Globosat Segunda  8 de agosto,Que Seja Eterno Enquanto Cure,01:00,Temporada 1 Episódio 4 - Luso-Franco-Brasileiro - Queijos sem Fronteiras,Conheça uma família portuguesa que veio para o Brasil produzir queijos bem brasileiros. E uma família mineira que foi até a França buscar inspiração para fazer queijos únicos.,/br/programas/que-seja-eterno-enquanto-cure-s01e04-luso-franco-brasileiro-queijos-sem-fronteiras,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
332,Programação + Globosat Segunda  8 de agosto,Expedições,01:30,Documentary,"Com documentários realizados em diversas regiões do país, a série é o resultado de um trabalho de mais de 30 anos de documentação do Brasil e suas populações, realizado pela jornalista Paula Saldanha e pelo biólogo Roberto Werneck.",/br/programas/expedic-es,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
333,Programação + Globosat Segunda  8 de agosto,Expedições,02:00,Documentary,"Com documentários realizados em diversas regiões do país, a série é o resultado de um trabalho de mais de 30 anos de documentação do Brasil e suas populações, realizado pela jornalista Paula Saldanha e pelo biólogo Roberto Werneck.",/br/programas/expedic-es,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:17
334,Programação + Globosat Segunda  8 de agosto,Hotéis Incríveis,02:30,"Temporada 7 Episódio 20 - Calá & Divino, Refúgio na Serra e Casa Brasileira Hotel Galeria","Começamos no litoral da Bahia no Calá & Divino, na serra baiana conhecemos o Refúgio na Serra e no litoral de Alagoas visitamos o Casa Brasileira Hotel Galeria.",/br/programas/hoteis-incriveis-s07e20-cala-divino-refugio-na-serra-e-casa-brasileira-hotel-galeria,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:18
335,Programação + Globosat Segunda  8 de agosto,Ruas Mundo Afora,03:00,Temporada 1 Episódio 40 - Irlanda,"Rodrigo Ruas cruza o mundo em busca de experiências únicas e mostra qual o melhor jeito de ir, o que levar, onde comer e a melhor época do ano para cada destino.",/br/programas/ruas-mundo-afora-s01e40-irlanda,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:18
336,Programação + Globosat Segunda  8 de agosto,Brasil Visto de Cima,03:30,Temporada 3 Episódio 13 - Litoral Sul do ES,"Embarque em um emocionante voo pelo Brasil. Por meio de imagens feitas em helicópteros e drones, surgem ângulos, visões e reflexões sobre os encantos, as belezas, as curiosidades e as contradições de um país imenso e cheio de surpresas.",/br/programas/brasil-visto-de-cima-s03e13-litoral-sul-do-es,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:18
337,Programação + Globosat Segunda  8 de agosto,Destino ao Alvo,04:00,Temporada 2 Episódio 1 - Colômbia,"Conheça os lugares onde Pablo Escobar viveu, foi encarcerado e morto.",/br/programas/destino-ao-alvo-s02e01-colombia,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:18
338,Programação + Globosat Segunda  8 de agosto,Destino ao Alvo,04:30,Temporada 2 Episódio 9 - Curaçao,"Sorin passa um tempo nas antigas Antilhas Neerlandesas, Curaçao. Lá, ele explica o sabor da carne de iguana e apresenta lugares únicos como Klein Curaçao e as cavernas de Hato.",/br/programas/destino-ao-alvo-s02e09-curacao,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:18
339,Programação + Globosat Segunda  8 de agosto,Os Bastidores dos Melhores Hotéis do Mundo,05:00,"Temporada 2 Episódio 4 - Ashford Castle, Irlanda","Giles e Monica seguem para a Irlanda para visitar as imponentes muralhas do Castelo de Ashford, fundado há 800 anos pela família Anglo-Norman De Burgo.",/br/programas/os-bastidores-dos-melhores-hoteis-do-mundo-s02e04-ashford-castle-irlanda,Segunda  8 de agosto,https://mi.tv/br/canais/globosat/2022-08-08,03/09/2022 08:15:18
