,country,category,title,Valmistaja,avg_price,offers,currency,scrape_link,date_scraped,level_9,0
0,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,rating,4.6
1,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,reviews,279
2,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Resoluutio,4K Ultra HD (3840x2160)
3,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Kuvakoko,139 cm
4,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Hinta/tuuma,21.05 €/tuuma
5,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Lanseerausvuosi,2022
6,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Smart TV,Kyllä
7,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Käyttöjärjestelmä,WebOS
8,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Tuetut Internetpalvelut/sovellukset,"YouTube, Spotify, Selain, Netflix, Viaplay, SVT Play, TV4 Play, SF Anytime, Amazon Prime Video, Apple TV+"
9,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Tuotenimi,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV"
10,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Luokka,Televisiot
11,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,"TV-vastaanotin, digitaalinen",Kyllä
12,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Digitaalivastaanottimen tyyppi,"DVB-T (digitaali-tv maanpäällisessä verkossa), DVB-C (digitaali-tv kaapeliverkossa), DVB-S (satelliitti-TV), DVB-T2 (digitaali-tv maanpäällisessä verkossa, 2. sukupolvi), DVB-S2 (satelliitti-tv, 2. sukupolvi)"
13,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Kaksoisvastaanotin,Ei
14,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Tuki CI/CA-moduulille,Kyllä
15,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,CI+,Kyllä
16,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,"Analoginen 3,5mm-sisääntulo",
17,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Digitaalinen optinen ulostulo (S/PDIF),Kyllä
18,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,HDMI,Kyllä
19,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,HDCP-versio,2.2
20,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,HDMI-sisääntulojen lukumäärä,4 kpl
21,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,HDMI-versio,2.1
22,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Tuetut standardit,eARC
23,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Komponentti-sisääntulo (YPbPr/YCbCr),0 kpl
24,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Komposiitti-sisääntulo,0 kpl
25,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Kuulokeulostulo,
26,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Muut liitännät,
27,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,USB-liitin,Kyllä
28,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Tallennustoiminto USB:n kautta (PVR),Ei
29,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,USB 2.0,
30,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,USB 3.1 Gen 1 (5Gbps),
31,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,USB-liittimet (yhteensä),
32,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,VGA-sisääntulo,Ei
33,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Bildstorlek,55 tuumaa
34,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Kuvasuhde,16:09
35,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Kuvataajuus,"24p, 60p, 50p, 120p"
36,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Liiketoiston parannus (taajuus/indeksi),Kyllä
37,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Menetelmä,LG OLED Motion Pro
38,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Näyttötekniikka,OLED
39,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Näytön tyyppi,"OLED evo, OLED"
40,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Päivitystaajuus,120 Hz
41,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Tuetut videoformaatit,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)"
42,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Valoteho,
43,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Tuetut kuvatiedostot,JPEG/JPG
44,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Tuetut videotiedostot,AV1
45,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Tuetut äänitiedostot,
46,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Ääniformaatti,"Dolby Digital 5.1, Dolby Digital Plus, Dolby Atmos"
47,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Paneelin muotoilu,Litteä
48,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Saatavissa olevat värit,"Musta, Hopea, Harmaa"
49,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,"Korkeus, ilman telinettä",
50,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Mitat (LxKxS),
51,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Korkeus,
52,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Leveys,
53,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Syvyys,
54,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,"Paino, ilman telinettä",
55,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,"Syvyys, ilman telinettä",
56,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Tuotteen paino,
57,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Toiminnot,"Bluetooth, Ääniohjaus, Time-shift, NFC-tuki, Kauko-ohjainsovellus kännykälle/tabletille, HbbTV-tuki, Adaptive sync-tekniikka, HomeKit, ALLM, Variable Refresh Rate (VRR)"
58,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Ethernet-yhteys,Kyllä
59,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Langaton verkko (Wi-Fi),Kyllä
60,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Langaton verkkostandardi (IEEE 802.11),"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)"
61,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,3D-tuki (3D-Ready),Ei
62,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,DLNA,Kyllä
63,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Full HD (HD ready 1080p),Kyllä
64,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,4K120,Kyllä
65,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Ultra HD -sertifioitu (UHD/4K),Kyllä
66,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,HDR,Kyllä
67,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,HDR tyyppi,"Dolby Vision, HDR10, HLG, Dolby Vision IQ"
68,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Suoratoisto-standardit,"Miracast, AirPlay 2"
69,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,VESA-kiinnike,Kyllä
70,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,VESA-kiinnikkeen tyyppi,300x200mm
71,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Sisäänrakennetut kaiuttimet,Monikanava
72,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Prosessorinopeus,
73,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Energialuokka (A-G),
74,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Energialuokka (HDR),
75,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Energiankulutus HDR-tilassa (1 000 tuntia kohden),
76,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Energiankulutus SDR-tilassa (1 000 tuntia kohden),
77,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Liitäntä 9V/12V/14V,Ei
78,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Virrankulutus standby-/lepotilassa,
79,FI,Televisiot,"LG OLED55C2 55"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,148306.4545,11,€,https://hintaopas.fi/product.php?p=6003060#properties,3/4/2023 18:40,Virrankulutus toiminnassa (min-max),
80,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,rating,4.8
81,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,reviews,500+
82,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Resoluutio,4K Ultra HD (3840x2160)
83,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Kuvakoko,
84,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Hinta/tuuma,21.4 €/tuuma
85,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Lanseerausvuosi,2022
86,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Smart TV,Kyllä
87,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Käyttöjärjestelmä,WebOS
88,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Tuetut Internetpalvelut/sovellukset,"YouTube, Spotify, Selain, Netflix, Viaplay, HBO GO, SVT Play, TV4 Play, SF Anytime, Amazon Prime Video, Apple TV+"
89,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Tuotenimi,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV"
90,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Luokka,Televisiot
91,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,"TV-vastaanotin, digitaalinen",Kyllä
92,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Digitaalivastaanottimen tyyppi,"DVB-T (digitaali-tv maanpäällisessä verkossa), DVB-C (digitaali-tv kaapeliverkossa), DVB-S (satelliitti-TV), DVB-T2 (digitaali-tv maanpäällisessä verkossa, 2. sukupolvi), DVB-S2 (satelliitti-tv, 2. sukupolvi)"
93,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Kaksoisvastaanotin,Ei
94,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Tuki CI/CA-moduulille,Kyllä
95,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,CI+,Kyllä
96,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,"Analoginen 3,5mm-sisääntulo",
97,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Digitaalinen optinen ulostulo (S/PDIF),Kyllä
98,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,HDMI,Kyllä
99,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,HDCP-versio,2.2
100,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,HDMI-sisääntulojen lukumäärä,4 kpl
101,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,HDMI-versio,2.1
102,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Tuetut standardit,eARC
103,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Komponentti-sisääntulo (YPbPr/YCbCr),0 kpl
104,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Komposiitti-sisääntulo,0 kpl
105,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Kuulokeulostulo,Kyllä
106,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Muut liitännät,
107,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,USB-liitin,Kyllä
108,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Tallennustoiminto USB:n kautta (PVR),Ei
109,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,USB 2.0,3 kpl
110,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,USB 3.1 Gen 1 (5Gbps),
111,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,USB-liittimet (yhteensä),3 kpl
112,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,VGA-sisääntulo,Ei
113,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Bildstorlek,42 tuumaa
114,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Kuvasuhde,16:09
115,FI,Televisiot,"LG OLED42C2 42"" 4K Ultra HD (3840x2160) OLED Smart TV",LG,111580.3,10,€,https://hintaopas.fi/product.php?p=6003056#properties,3/4/2023 18:41,Kuvataajuus,"24p, 60p, 50p, 120p"
