,name,Country Code,rating,category,Currency,original_price,offer_price,discount_percentage,sales,quantity_available,state,reviews,scrape_link,date_scraped,Marca,Línea,Modelo,Modelo alfanumérico,Color,Voltaje,Con USB,Con HDMI,Tipo de pantalla,Tamaño de la pantalla,Tipo de resolución,Con HDR,Es smart,Es 3D,Es curvo,Es portátil,Submodelo,Edición,Tipo de consola,Tipo de alimentación,Formatos de juegos,Incluye juegos,Resolución máxima de salida de video,Cantidad de puertos USB,CPU,GPU,Velocidad del procesador,Cantidad de núcleos de CPU,Capacidad,Tipos de memoria,Memoria RAM,Conectividad de red móvil,Con Wi-Fi,Con S/PDIF,Con Bluetooth,Versión de Bluetooth,Incluye controles,Cantidad de controles incluidos,Conectividades de los controles,Altura x Ancho x Profundidad,Con apagado automático,Cantidad de puertos HDMI,Con ethernet,Apps integradas,Resolución máxima,Relación de aspecto,Frecuencia de actualización de la pantalla,Ancho x Profundidad x Altura,Peso,Cantidad de parlantes,Potencia máxima de los parlantes,Modos de sonido,Accesorios incluidos,Memoria interna,Tipos de tarjeta de memoria,Capacidad máxima de la tarjeta de memoria,Con ranura para tarjeta de memoria,Cantidad de núcleos del procesador,Mes de lanzamiento,Año de lanzamiento,Tipo de resolución de la pantalla ,Resolución de la pantalla,Tecnología de la pantalla,Píxeles por pulgada de la pantalla,Brillo máximo de la pantalla,Relación de aspecto de la pantalla,Con pantalla táctil,Capacidad de la batería,Tipo de batería,Con carga rápida,Con carga inalámbrica,Con batería removible,Con lector de huella digital,Con reconocimiento facial,Clasificación IP,Con teclado QWERTY físico,Es resistente al agua,Es a prueba de agua,Es resistente al polvo,Con acelerómetro,Con sensor de proximidad,Con giroscopio,Con brújula,Con barómetro,Es Dual SIM,Tamaños de tarjeta SIM compatibles,Cantidad de ranuras para tarjeta SIM,Nombre del sistema operativo,Versión original del sistema operativo,Última versión compatible del sistema operativo,Capa original de personalización del sistema operativo,Red,Tipo de conector de carga,Con conector USB,Con conector jack 3.5 mm,Con GPS,Con NFC,Con sintonizador de TV,Resolución de la cámara trasera principal,Resolución de video de la cámara trasera,Resolución de la cámara frontal principal,Características principales de las cámaras,Resolución de las cámaras traseras,Apertura del diafragma de la cámara trasera,Apertura del diafragma de la cámara frontal,Cantidad de cámaras traseras,Cantidad de cámaras frontales,Zoom óptico,Zoom digital,Resolución de video de la cámara frontal,Con cámara,Con flash en la cámara frontal,Con IMEI,Incluye lápiz,Con VGA,Brillo,Tiempo de respuesta,Títulos de juegos incluidos,Aplicaciones soportadas,Cantidad máxima de FPS,Cantidad de juegos incluidos
10,Televisor Samsung 65 Qled 4k Smart Tv Hdmi Usb,BO,None,Televisores,bolivianos,,1581,,4,1581,(96 disponibles),,https://articulo.mercadolibre.com.bo/MBO-521193009-televisor-samsung-65-qled-4k-smart-tv-hdmi-usb-_JM#position=11&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb0784,06/04/2023 17:33:44,Samsung,QLED,PTV65P50AGSG,"Whats""""App  +1 (408) 3573347",Negro,200,Sí,Sí,QLED,"65 """,4K,Sí,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Sony - 65 Clase Bravia Xr A80j Serie Oled 4k Uhd,BO,None,Televisores,bolivianos,,2000,,3,2000,(997 disponibles),,https://articulo.mercadolibre.com.bo/MBO-521316507-sony-65-clase-bravia-xr-a80j-serie-oled-4k-uhd-_JM#position=12&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb0784,06/04/2023 17:33:54,Sony,,,,,,Sí,Sí,,"65 """,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Sony Playstation 4 Pro 1tb 4k + 4 Juegos Gratis Con 2 Mandos,BO,None,Televisores,bolivianos,,900,,5,900,(989 disponibles),,https://articulo.mercadolibre.com.bo/MBO-520835503-sony-playstation-4-pro-1tb-4k-4-juegos-gratis-con-2-mandos-_JM#position=13&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb,06/04/2023 17:34:15,Sony,PlayStation,PlayStation 4,,,,Sí,Sí,,,,,,,,,Pro,Standard,Plug and play TV game,Corriente eléctrica,"Digital,Blu-ray,DVD",Sí,3840 px x 2160 px,3,AMD Jaguar,AMD Radeon,2.1 GHz,8,1 TB,GDDR5,8 GB,4G,Sí,Sí,Sí,4,Sí,1,Inalámbrico,55 mm x 295 mm x 327 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sony - 65 Class A8h Series Oled 4k Uhd Smart Android Tv,BO,None,Televisores,bolivianos,,2084,,5,2084,(82 disponibles),,https://articulo.mercadolibre.com.bo/MBO-521420502-sony-65-class-a8h-series-oled-4k-uhd-smart-android-tv-_JM#position=14&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb0784,06/04/2023 17:34:30,Sony,65 Class A8h Series Oled 4k Uhd Smart Android Tv,65 Class A8h Series Oled 4k Uhd Smart Android Tv,65 Class A8h Series Oled 4k Uhd Smart Android Tv,Negro,,Sí,Sí,OLED,"65 """,4K,Sí,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Samsung Au8000 85 Class Hdr 4k Uhd Smart Led Tv,BO,None,Televisores,bolivianos,,1749,,5,1749,(94 disponibles),,https://articulo.mercadolibre.com.bo/MBO-521440001-samsung-au8000-85-class-hdr-4k-uhd-smart-led-tv-_JM#position=15&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb0784,06/04/2023 17:34:43,Samsung,Au8000 85 Class Hdr 4k Uhd Smart Led Tv,Au8000 85 Class Hdr 4k Uhd Smart Led Tv,Au8000 85 Class Hdr 4k Uhd Smart Led Tv,Negro,,Sí,Sí,LED,"85 """,4K,Sí,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Xiaomi Mi 55'' P1 Smart 4k Tv Televisión + Garantía  12 Mss,BO,None,Televisores,bolivianos,,3200,,5,3200,(79 disponibles),,https://articulo.mercadolibre.com.bo/MBO-521973112-xiaomi-mi-55-p1-smart-4k-tv-television-garantia-12-mss-_JM#position=16&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb0784,06/04/2023 17:34:56,Xiaomi,P725-Series,P1,,,,Sí,Sí,,"55 """,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,LG 55 C2 4k Hdr Smart Oled Evo Tv With Ai Thinq (2022) ,BO,None,Televisores,dólares,,850,,1,850,(14 disponibles),,https://articulo.mercadolibre.com.bo/MBO-521765016-lg-55-c2-4k-hdr-smart-oled-evo-tv-with-ai-thinq-2022-_JM#position=17&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb0784,06/04/2023 17:35:07,LG,,,,,,,,,"55 """,,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Sony - 65 Class A8h Series Oled 4k Uhd Smart Android Tv,BO,None,Televisores,bolivianos,,2099,,2,2099,(98 disponibles),,https://articulo.mercadolibre.com.bo/MBO-520796512-sony-65-class-a8h-series-oled-4k-uhd-smart-android-tv-_JM#position=18&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb0784,06/04/2023 17:35:20,Sony,65 Class A8h Series Oled 4k Uhd Smart Android Tv,,,Negro,,Sí,Sí,OLED,"65 """,4K,Sí,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Sony 48 Bravia Xr A90k 4k Hdr Oled Tv With Smart Google Tv ,BO,None,Televisores,dólares,,760,,1,760,(14 disponibles),,https://articulo.mercadolibre.com.bo/MBO-521700022-sony-48-bravia-xr-a90k-4k-hdr-oled-tv-with-smart-google-tv-_JM#position=19&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb,06/04/2023 17:35:33,Sony,,,,,,,,,"48 """,,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Samsung - 70 Class 7 Series Led 4k Uhd Smart Tizen Tv,BO,None,Televisores,bolivianos,,1650,,2,1650,(98 disponibles),,https://articulo.mercadolibre.com.bo/MBO-521219002-samsung-70-class-7-series-led-4k-uhd-smart-tizen-tv-_JM#position=20&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb0784,06/04/2023 17:35:45,Samsung,,70 Class 7 Series Led 4k Uhd Smart Tizen Tv,"Whats""""App  +1 (408) 3573347",Negro,,,Sí,LED,"70 """,4K,Sí,Sí,Sí,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Samsung Neo Qled 4k Tv,BO,None,Televisores,bolivianos,,1700,,2,1700,(998 disponibles),,https://articulo.mercadolibre.com.bo/MBO-521290520-samsung-neo-qled-4k-tv-_JM#position=21&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb0784,06/04/2023 17:35:58,Samsung,,,,,,Sí,Sí,,"65 """,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,LG 48-inch Class Oled Evo C2 Series Alexa Integrado 4k Smart,BO,None,Televisores,bolivianos,,3500,,1,3500,(999 disponibles),,https://articulo.mercadolibre.com.bo/MBO-520621046-lg-48-inch-class-oled-evo-c2-series-alexa-integrado-4k-smart-_JM#position=22&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0ec,06/04/2023 17:36:12,LG,LG 48-Inch Class OLED evo C2 Series Alexa integrado 4K Smart TV 120Hz Frecuencia de actualización AI-Powered 4K Dolby Vision IQ y Dolby Atmos WiSA Ready Cloud Gaming 2022 Modelo,LG 48-Inch Class OLED evo C2 Series Alexa integrado 4K Smart TV 120Hz Frecuencia de actualización AI-Powered 4K Dolby Vision IQ y Dolby Atmos WiSA Ready Cloud Gaming 2022 Modelo,LG 48-Inch Class OLED evo C2 Series Alexa integrado 4K Smart TV 120Hz Frecuencia de actualización AI-Powered 4K Dolby Vision IQ y Dolby Atmos WiSA Ready Cloud Gaming 2022 Modelo,Negro,,Sí,Sí,OLED,"48 """,4K,Sí,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,,Sí,,Sí,,,,,,,4,,,,,120 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Sony Kd65xg7002 65 Inch 4k Ultra Hd Smart Led Television,BO,None,Televisores,bolivianos,,2424,,1,2424,(99 disponibles),,https://articulo.mercadolibre.com.bo/MBO-523520010-sony-kd65xg7002-65-inch-4k-ultra-hd-smart-led-television-_JM#position=23&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb07,06/04/2023 17:36:24,Samsung,Bravia,KLV-32FA40A,65 Inch 4k Ultra Hd Smart Led Television,Dorado,330,,Sí,OLED,"65 """,Full HD,,Sí,,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Vizio 4k Oled 55 Smart Tv | Oled55-h1,BO,None,Televisores,bolivianos,,2099,,1,2099,(99 disponibles),,https://articulo.mercadolibre.com.bo/MBO-520744508-vizio-4k-oled-55-smart-tv-oled55-h1-_JM#position=24&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb0784,06/04/2023 17:36:36,Vizio,Oled 55 Smart Tv | Oled55-h1,,,Negro,,Sí,Sí,OLED,"55 """,4K,Sí,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Samsung 75 Tu7000 Titan Gray Crystal Uhd 4k Smart Hdtv,BO,None,Televisores,bolivianos,,2066,,1,2066,(99 disponibles),,https://articulo.mercadolibre.com.bo/MBO-521121525-samsung-75-tu7000-titan-gray-crystal-uhd-4k-smart-hdtv-_JM#position=25&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb0784,06/04/2023 17:36:48,Samsung,UHD 7 Series,UN75TU7000FXZA,75TU7000FXZA,Negro,"Whats""""App +1 (920) 2386392",,,LED,"75 """,4K,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Samsung Smart Tv 65 Pulgadas 4k Uhd Pantalla Curva Modelo,BO,None,Televisores,bolivianos,,1900,,1,1900,(999 disponibles),,https://articulo.mercadolibre.com.bo/MBO-521453038-samsung-smart-tv-65-pulgadas-4k-uhd-pantalla-curva-modelo-_JM#position=26&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb0,06/04/2023 17:37:02,Samsung,TV,,,,220V,Sí,Sí,,"65 """,,Sí,Sí,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Hisense Uled Premium 75-inch U7g Quantum Dot Qled Series Tv,BO,None,Televisores,bolivianos,,1749,,1,1749,(99 disponibles),,https://articulo.mercadolibre.com.bo/MBO-520549561-hisense-uled-premium-75-inch-u7g-quantum-dot-qled-series-tv-_JM#position=27&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0ece,06/04/2023 17:37:17,Hisense,Uled Premium 75-inch U7g Quantum Dot Qled Series Tv,,,Negro,,Sí,Sí,ULED,"75 """,4K,Sí,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Xbox Serie X 1tb,BO,None,Televisores,bolivianos,,2090,,5,2090,(89 disponibles),,https://articulo.mercadolibre.com.bo/MBO-522610094-xbox-serie-x-1tb-_JM#position=28&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb0784,06/04/2023 17:37:32,Microsoft,Xbox,Xbox Series,,,,,,,,,,,,,,X,,Plug and play TV game,,,,,,,,,,1 TB,,,4G,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,LG 75 Nanocell 99 Series 8k Smart Uhd Tv Con Ai Thinq,BO,None,Televisores,bolivianos,,2099,,1,2099,(99 disponibles),,https://articulo.mercadolibre.com.bo/MBO-521245007-lg-75-nanocell-99-series-8k-smart-uhd-tv-con-ai-thinq-_JM#position=29&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb0784,06/04/2023 17:37:47,LG,75 Nanocell 99 Series 8k Smart Uhd Tv Con Ai Thinq,75 Nanocell 99 Series 8k Smart Uhd Tv Con Ai Thinq,75 Nanocell 99 Series 8k Smart Uhd Tv Con Ai Thinq,Negro,,No,Sí,,"75 """,8K,Sí,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Sony 55 Bravia Xr A80k 4k Hdr Oled Tv With Smart Google Tv ,BO,None,Televisores,dólares,,850,,1,850,(22 disponibles),,https://articulo.mercadolibre.com.bo/MBO-521843014-sony-55-bravia-xr-a80k-4k-hdr-oled-tv-with-smart-google-tv-_JM#position=30&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb,06/04/2023 17:38:02,Sony,,,,,,,,,"55 """,,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Samsung Note10 Plus 256gb,BO,None,Televisores,dólares,,270,,25,270,(8972 disponibles),,https://articulo.mercadolibre.com.bo/MBO-522077040-samsung-note10-plus-256gb-_JM#position=31&search_layout=stack&type=item&tracking_id=8401fed7-b29e-4d2e-ac5e-f9e0eceb0784,06/04/2023 17:38:17,Samsung,Galaxy Note,Note10+ 5G Duos,,,,,,Infinity-O Display,"6.8 """,,,,,,,,,,,,,,,,,,,,,12 GB,,Sí,,Sí,,,,,162.3 mm x 77.2 mm x 7.9 mm,,,,,,,,,198 g,,,,,256 GB,Micro-SD,1 TB,Sí,8,Agosto,2019,QHD+,1440 px x 3040 px,Dynamic AMOLED,498 ppi,1200 cd/m²,19:9,Sí,4300 mAh,Ion de litio,Sí,Sí,No,Sí,Sí,IP68,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Nano-SIM,1,Android,9.0 Pie,12,One UI,5G,USB-C,Sí,No,Sí,Sí,Sí,16 Mpx,3840 px x 2160 px,10 Mpx,"Autoenfoque,Cámara lenta,Modo noche,Modo profesional,Panorámica",16 Mpx/12 Mpx/12 Mpx/0.3 Mpx,f 2.2/f 1.5-2.4/f 2.1,f 2.2,4,1,2x,10x,3840 px x 2160 px,Sí,No,Sí,Sí,,,,,,,
