,Country Code,Category,Name,Avg Price,Currency,Nb of Offers,Rank,Rating,Reviews,Description,scrape_link,date_scraped,Varumärke,Bildstorlek,Upplösning,Bildskärmsteknik,HDR,Smart TV,Lanseringsår,Pris/tum,Produktnamn,Kategori,"TV-mottagare, digital",Dubbla mottagare,Stöd för CI/CA-modul,CI+,Typ av digital-mottagare,"Analog 3,5mm-ingång (Aux)",Digital optisk ut (S/PDIF),HDMI,Antal HDMI-ingångar,HDCP-version,HDMI-version,Standarder som stöds,Hörlursutgång,Komponent in (YPbPr/YCbCr),Komposit in,USB-kontakt,Inspelningsfunktion via USB (PVR),USB 2.0,USB 3.1 Gen 1 (5Gbps),USB-kontakter (totalt),VGA in,Övriga anslutningar,Bildfrekvens,Bildförhållande,Bildstorlek (cm),Ljusstyrka,Rörelseförbättring (frekvens/index),Typ av index/mätmetod,Skärmtyp,Stödda videoformat,Uppdateringsfrekvens,Bildfiler som stöds,Ljudfiler som stöds,Ljudformat,Videofiler som stöds,Tillgängliga färger,Utformning panel,"Djup, utan stativ","Höjd, utan stativ",Mått (BxHxD),Bredd,Djup,Höjd,Produktvikt,"Vikt, utan stativ",Funktioner,Internettjänster/appar som stöds,Operativsystem,Ethernet-anslutning,Trådlöst nätverk (Wi-Fi),Trådlös nätverkstandard (IEEE 802.11),3D-stöd (3D-ready),DLNA,Full HD (HD ready 1080p),4K120,Ultra HD-certifierad (UHD/4K),Typ av HDR,Streaming-standarder,VESA-fäste,Typ av VESA-fäste,Inbyggda högtalare,Processorhastighet,Anslutning för 9V/12V/14V,Effektförbrukning drift (min-max),Effektförbrukning standby/viloläge,Energiförbrukning i HDR-läge (per 1000h),Energiförbrukning i SDR-läge (per 1000h),Energiklass (A-G),Energiklass (HDR),Bakbelysning,Diodplacering,Teknologier,Paneltyp,Glasögonteknik,Medföljande glasögon
1657,NO,TV,"LG 49SK8000 49"" 4K Ultra HD (3840x2160) LCD Smart TV",9490.00,NOK,1.0,Rank 1797,,(1),"Det billigaste priset för LG 49SK8000 49"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 9 490 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=4773376,23/08/2022 16:39:03,LG,49 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2018,193.67 kr/tum,"LG 49SK8000 49"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",0 st,Ja,Ja,4 st,2.2,2.0,,Nej,1 st,1 st,Ja,Ja,3 st,0 st,3 st,Nej,,"24p, 30p, 60p, 50p",16:9,123 cm,320 cd/m²,Ja,LG TruMotion 200,,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",60 Hz,JPEG/JPG,"MP3, WMA, Ogg Vorbis, FLAC, WAV (PCM), AAC",DTS 5.1,"DivX, MPEG2, MPEG4, 3GP/3GPP, AVC/H.264, AVI, Matroska (MKV), MOV, TS, FLV, HEVC/H.265, VP9","Svart, Silver, Grå, Titan",Platt,64 mm,644 mm,,1102 mm,231 mm,704 mm,13.4 kg,13.2 kg,"Bluetooth, Röststyrning, Time-shift","YouTube, Spotify, Webbläsare, Netflix, Viaplay, SVT Play, SF Anytime, Amazon Prime Video",WebOS,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,,Ja,"Dolby Vision, HDR10, HLG",Miracast,Ja,"200x200mm, 300x300mm",,,Nej,93 W,0.5 W,,,,,LED (lysdiod),Kantbelyst (Edge),Local Dimming,IPS,,
1658,NO,TV,"LG 65UT661H 65"" 4K Ultra HD (3840x2160) LCD Smart TV",14229.00,NOK,2.0,Rank 1798,,(1),"Det billigaste priset för LG 65UT661H 65"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 13 735 kr.   Prisjakt jämför priser och erbjudanden från 2 butiker. ",https://www.prisjakt.nu/produkt.php?p=5192782,23/08/2022 16:39:06,LG,65 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2019,211.31 kr/tum,"LG 65UT661H 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,3 st,,2.0,,,1 st,1 st,Ja,,,,2 st,,,,16:9,165 cm,400 cd/m²,,,,2160p (4K Ultra HD),,,,,,Svart,,,850 mm,,1463 mm,340 mm,914 mm,22.4 kg,22.4 kg,Bluetooth,,WebOS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,,Ja,,Ja,"HDR10, HLG",,Ja,300x300mm,,,Nej,177 W,0.3 W,,,,,LED (lysdiod),Bakbelyst (Back),,,,
1659,NO,TV,"Samsung T24E310 24"" HD Ready (1366x768) LCD",1992.00,NOK,1.0,Rank 1799,,(1),,https://www.prisjakt.nu/produkt.php?p=3082912,23/08/2022 16:39:09,Samsung,24 tum,1366x768,LCD,Nej,Nej,2015,83 kr/tum,"Samsung T24E310 24"" HD Ready (1366x768) LCD",TV,Ja,Nej,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.)",0 st,Ja,Ja,2 st,,1.4,,Ja,1 st,1 st,Ja,Ja,1 st,0 st,1 st,Nej,SCART,24p,16:9,60 cm,300 cd/m²,Nej,,,"720p, 1080p (Full HD), 1080i",50 Hz,,MP3,"DTS 5.1, Dolby Digital Plus",DivX,"Svart, Silver",Platt,52.3 mm,,,561.1 mm,123.3 mm,376.1 mm,3.96 kg,3.63 kg,Bild-i-Bild (PiP),,,Nej,Nej,,Nej,,Nej,,,,,Ja,75x75mm,2-kanal (Stereo),,Nej,25 W,0.3 W,,,,,LED (lysdiod),Bakbelyst (Back),,VA,,
1660,NO,TV,"Samsung T24E390EX 24"" Full HD (1920x1080) LCD",2180.00,NOK,1.0,Rank 1800,2.5,(1 omdöme),,https://www.prisjakt.nu/produkt.php?p=4109311,23/08/2022 16:39:10,Samsung,24 tum,Full HD (1920x1080),LCD,Nej,Nej,2017,90.83 kr/tum,"Samsung T24E390EX 24"" Full HD (1920x1080) LCD",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.)",,Nej,Ja,2 st,,,MHL,,1 st,1 st,Ja,Ja,1 st,,1 st,Ja,SCART,,16:9,,250 cd/m²,,,,"720p, 1080p (Full HD), 1080i",,,,Dolby Digital Plus,,"Svart, Blå",Platt,,,,548 mm,,411.7 mm,,3.6 kg,Bild-i-Bild (PiP),,,Nej,,,Nej,,Ja,,Nej,,,Ja,75x75mm,2-kanal (Stereo),,,25 W,0.3 W,,,,,LED (lysdiod),Bakbelyst (Back),,IPS,,
1661,NO,TV,"Maximum TV-700 70"" LCD",1495.00,NOK,1.0,Rank 1803,,(1),"Det billigaste priset för Maximum TV-700 70"" LCD just nu är 1 495 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=257747,23/08/2022 16:39:14,Maximum,7 tum,,LCD,Nej,Nej,2009,213.57 kr/tum,"Maximum TV-700 70"" LCD",TV,Ja,,Nej,,DVB-T (marksänd digital-TV),,Nej,Nej,,,,,Ja,0 st,1 st,Nej,,,,,Nej,"RCA stereo in, RCA stereo ut",,16:9,,,Nej,,,576i,60 Hz,,,,,"Svart, Silver",Platt,,,,187 mm,37 mm,120 mm,0.55 kg,,FM-radio,,,Nej,Nej,,Nej,Nej,Nej,,,,,Nej,,,,12V,,,,,,,LED (lysdiod),,,,,
1662,NO,TV,"Samsung 65HRU750 65"" 4K Ultra HD (3840x2160) LCD Smart TV",14798.00,NOK,2.0,Rank 1808,,(1),"Det billigaste priset för Samsung 65HRU750 65"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 14 285 kr.   Prisjakt jämför priser och erbjudanden från 2 butiker. ",https://www.prisjakt.nu/produkt.php?p=5752796,23/08/2022 16:39:17,Samsung,65 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,,219.77 kr/tum,"Samsung 65HRU750 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,,,"DVB-T2 (marksänd digital-TV, 2:a gen.)",,,,,,,,,,,,,,,,,,,,,,,,,2160p (4K Ultra HD),,,,,,Svart,,,,,,,,,,,,Tizen OS,,Ja,,,,Ja,,Ja,,,,,,,Nej,,,,,,,LED (lysdiod),,,,,
1663,NO,TV,"Samsung HG32EE590FK 32"" HD Ready (1366x768) LCD Smart TV",5043.00,NOK,1.0,Rank 1809,,(1),"Det billigaste priset för Samsung HG32EE590FK 32"" HD Ready (1366x768) LCD Smart TV just nu är 5 043 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=4868080,23/08/2022 16:39:20,Samsung,32 tum,1366x768,LCD,Nej,Ja,2018,157.59 kr/tum,"Samsung HG32EE590FK 32"" HD Ready (1366x768) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,2 st,,,,Ja,,1 st,Ja,Ja,1 st,,1 st,,,,16:9,80 cm,250 cd/m²,,,,"720p, 1080p (Full HD), 1080i",,,,"DTS 5.1, Dolby Digital Plus",,Svart,Platt,69 mm,442.2 mm,,745.4 mm,192.6 mm,484.2 mm,,,"Bild-i-Bild (PiP), Stöd för HbbTV",,,Ja,Ja,,Nej,Ja,Ja,,Nej,,,Ja,100x100mm,,,,50 W,5 W,,,,,LED (lysdiod),Bakbelyst (Back),,,,
1664,NO,TV,"Samsung UE85AU8072 85"" 4K Ultra HD (3840x2160) LCD Smart TV",18121.00,NOK,1.0,Rank 1810,,(1),"Det billigaste priset för Samsung UE85AU8072 85"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 18 121 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5743263,23/08/2022 16:39:23,Samsung,85 tum,4K Ultra HD (3840x2160),LCD,,Ja,,213.19 kr/tum,"Samsung UE85AU8072 85"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,Ja,3 st,,,,,,,,,,,,,,,,,,Ja,Samsung Picture Quality Index (PQI) 2200,LED,2160p (4K Ultra HD),,,,,,,,,,,,,,,41.5 kg,,,,Ja,Ja,,,Ja,Ja,,Ja,,,Ja,600x400mm,,,Nej,,,276 kWh,206 kWh,G,G,LED (lysdiod),,,,,
1665,NO,TV,"Samsung HG65Q60A 65"" 4K Ultra HD (3840x2160) LCD Smart TV",19042.00,NOK,2.0,Rank 1812,,(1),"Det billigaste priset för Samsung HG65Q60A 65"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 18 379 kr.   Prisjakt jämför priser och erbjudanden från 2 butiker. ",https://www.prisjakt.nu/produkt.php?p=5861941,23/08/2022 16:39:26,Samsung,65 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,,282.75 kr/tum,"Samsung HG65Q60A 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T2 (marksänd digital-TV, 2:a gen.)",,,Ja,3 st,,,,,,,Ja,,,,2 st,,,,,163 cm,,,,,2160p (4K Ultra HD),,,,Dolby Digital Plus,,Svart,,,831.8 mm,,1450.9 mm,,,,,"Bluetooth, Stöd för HbbTV",,Tizen OS,,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,Ja,Ja,,Ja,,,Ja,400x300mm,,,Nej,170 W,0.5 W,,,,,LED (lysdiod),,Quantum dot,,,
1666,NO,TV,"Samsung HG50Q60A 50"" 4K Ultra HD (3840x2160) LCD Smart TV",10921.50,NOK,2.0,Rank 1813,,(1),"Det billigaste priset för Samsung HG50Q60A 50"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 10 479 kr.   Prisjakt jämför priser och erbjudanden från 2 butiker. ",https://www.prisjakt.nu/produkt.php?p=5861944,23/08/2022 16:39:35,Samsung,50 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,,209.58 kr/tum,"Samsung HG50Q60A 50"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T2 (marksänd digital-TV, 2:a gen.)",,,Ja,3 st,,,,,,,Ja,,,,2 st,,,,,125 cm,,,,,2160p (4K Ultra HD),,,,Dolby Digital Plus,,Svart,,,644.5 mm,,1118.3 mm,,,,,"Bluetooth, Stöd för HbbTV",,Tizen OS,,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,Ja,Ja,,Ja,,,Ja,200x200mm,,,Nej,140 W,0.5 W,,,,,LED (lysdiod),,Quantum dot,,,
1667,NO,TV,"Samsung HG75Q60A 75"" 4K Ultra HD (3840x2160) LCD Smart TV",28765.00,NOK,2.0,Rank 1814,,(1),"Det billigaste priset för Samsung HG75Q60A 75"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 27 765 kr.   Prisjakt jämför priser och erbjudanden från 2 butiker. ",https://www.prisjakt.nu/produkt.php?p=5861945,23/08/2022 16:39:38,Samsung,75 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,,370.2 kr/tum,"Samsung HG75Q60A 75"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,,"DVB-T2 (marksänd digital-TV, 2:a gen.)",,,Ja,3 st,,,,,,,Ja,,,,2 st,,,,,189 cm,,,,,2160p (4K Ultra HD),,,,Dolby Digital Plus,,Svart,,,960.3 mm,,1676.7 mm,,,,,"Bluetooth, Stöd för HbbTV",,Tizen OS,,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,Ja,Ja,,Ja,,,Ja,400x400mm,,,Nej,230 W,0.5 W,,,,,LED (lysdiod),,Quantum dot,,,
1668,NO,TV,"Panasonic TX-49FX780E 49"" 4K Ultra HD (3840x2160) LCD Smart TV",11990.00,NOK,1.0,Rank 1815,,(1),,https://www.prisjakt.nu/produkt.php?p=4686322,23/08/2022 16:39:41,Panasonic,49 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2018,244.69 kr/tum,"Panasonic TX-49FX780E 49"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",0 st,Ja,Ja,4 st,2.2,2.0,,Ja,1 st,1 st,Ja,Ja,2 st,1 st,3 st,Nej,,"24p, 30p, 60p, 50p",16:9,123 cm,350 cd/m²,Ja,,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,"JPEG/JPG, PNG, BMP","MP3, WMA, FLAC, WAV (PCM), AAC","DTS 2.0, Dolby Digital Plus","WMV, 3GP/3GPP, AVI, Matroska (MKV), TS, FLV, HEVC/H.265","Svart, Grå",Platt,53 mm,641 mm,,1098 mm,254 mm,699 mm,27 kg,22 kg,"Bild-i-Bild (PiP), Bluetooth, Röststyrning, Stöd för HbbTV","YouTube, Webbläsare, Netflix, Viaplay",Firefox/Myhomescreen,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4)",Nej,Ja,Ja,,Ja,"HDR10, HLG, HDR10+",Miracast,Ja,300x300mm,2-kanal (Stereo),,Nej,84 - 197 W,0.5 W,,,,,LED (lysdiod),Kantbelyst (Edge),Local Dimming,IPS,,
1669,NO,TV,"AIWA LED437UHD 43"" 4K Ultra HD (3840x2160) LCD Smart TV",5568.00,NOK,1.0,Rank 1817,,(1),"Det billigaste priset för AIWA LED437UHD 43"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 5 568 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5929878,23/08/2022 16:39:43,AIWA,,4K Ultra HD (3840x2160),LCD,Ja,Ja,,129.49 kr/tum,"AIWA LED437UHD 43"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,Ja,,,,,,,,Ja,,,,,,,,,,,,,,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,SVT Play,Android TV,,Ja,,,,Ja,,,,,,,,,Nej,,,,,,,LED (lysdiod),,,,,
1670,NO,TV,"JVC LT-42VAF3000 42""",3540.00,NOK,1.0,Rank 1818,,(1),"Det billigaste priset för JVC LT-42VAF3000 42"" just nu är 3 540 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5929999,23/08/2022 16:39:46,JVC,,,,,,,84.29 kr/tum,"JVC LT-42VAF3000 42""",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,NO,TV,"JVC LT-32VFE5100 32""",2630.00,NOK,1.0,Rank 1240,,(1),"Det billigaste priset för JVC LT-32VFE5100 32"" just nu är 2 640 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5930003,23/08/2022 16:39:49,JVC,32 tum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,NO,TV,"LG 65UK6500 65"" 4K Ultra HD (3840x2160) LCD Smart TV",11990.00,NOK,1.0,Rank 1819,,(1),"Det billigaste priset för LG 65UK6500 65"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 11 990 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=4736066,23/08/2022 16:39:52,LG,65 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2018,184.46 kr/tum,"LG 65UK6500 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,,2.0,,Ja,1 st,1 st,Ja,Ja,2 st,0 st,2 st,Nej,,"24p, 30p, 60p, 50p",16:9,165 cm,,Ja,LG TruMotion 100,,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",50 Hz,JPEG/JPG,"MP3, WMA, Ogg Vorbis, WAV (PCM), AAC",,"HEVC/H.265, VP9","Svart, Silver, Grå, Trä",Platt,64.8 mm,841 mm,,1456 mm,268.8 mm,906 mm,26.3 kg,26 kg,"Bluetooth, Röststyrning, Time-shift, Stöd för NFC, Stöd för HbbTV","Facebook, YouTube, Spotify, Webbläsare, Netflix, Viaplay, SVT Play, SF Anytime, Amazon Prime Video",WebOS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,,Ja,"HDR10, HLG","WiDi (Wireless Display), Miracast",Ja,"600x400mm, 300x300mm",2-kanal (Stereo),,Nej,118 W,0.5 W,,,,,LED (lysdiod),Kantbelyst (Edge),Local Dimming,IPS,,
1673,NO,TV,"LG 75UM7110 75"" 4K Ultra HD (3840x2160) LCD Smart TV",14900.00,NOK,1.0,Rank 1820,3.8,(3 omdömen),"Det billigaste priset för LG 75UM7110 75"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 14 900 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5119155,23/08/2022 16:39:56,LG,75 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2019,198.67 kr/tum,"LG 75UM7110 75"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",0 st,Ja,Ja,3 st,2.2,2.0,,Nej,1 st,1 st,Ja,Ja,,0 st,2 st,Nej,,"24p, 30p, 60p, 50p",16:9,189 cm,,Ja,LG Picture Mastering Index (PMI) 1700,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",60 Hz,"JPEG/JPG, PNG, BMP","MP3, WMA, FLAC, WAV (PCM), AAC",DTS 5.1,"DivX, MPEG4, AVC/H.264, WMV9 HD (VC-1), AVI, Matroska (MKV), MOV, TS, FLV, HEVC/H.265, VP9",Svart,Platt,88.8 mm,978 mm,,1693 mm,345 mm,1048 mm,35.4 kg,34.6 kg,"Bluetooth, Röststyrning, Time-shift, Stöd för HbbTV","YouTube, Spotify, Webbläsare, Netflix, HBO Nordic, Amazon Prime Video",WebOS,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,,Ja,"HDR10, HLG","AirPlay, Miracast, AirPlay 2",Ja,600x400mm,2-kanal (Stereo),,Nej,195 W,0.5 W,,,,,LED (lysdiod),Bakbelyst (Back),,IPS,,
1674,NO,TV,"LG 70UM7450 70"" 4K Ultra HD (3840x2160) LCD Smart TV",10900.00,NOK,1.0,Rank 1821,,(1),"Det billigaste priset för LG 70UM7450 70"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 10 900 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=5118156,23/08/2022 16:39:58,LG,70 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2019,155.71 kr/tum,"LG 70UM7450 70"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,3 st,,2.0,,Nej,1 st,1 st,Ja,Ja,,,2 st,Nej,,"24p, 30p, 60p, 50p",16:9,177 cm,,,,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",50 Hz,,"MP3, WMA, AAC",,"HEVC/H.265, VP9","Svart, Grå",Platt,91.1 mm,913 mm,,1578 mm,384 mm,991 mm,33.8 kg,30.9 kg,"Bluetooth, Röststyrning, Time-shift, Stöd för HbbTV","YouTube, Spotify, Webbläsare, Netflix, HBO Nordic, Amazon Prime Video",WebOS,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,,Ja,"HDR10, HLG","AirPlay, Miracast, AirPlay 2",Ja,600x400mm,2-kanal (Stereo),,Nej,177 W,0.5 W,,,,,LED (lysdiod),Bakbelyst (Back),,IPS,,
1675,NO,TV,"LG 75UK6200 75"" 4K Ultra HD (3840x2160) LCD Smart TV",14900.00,NOK,1.0,Rank 1822,,(1),"Det billigaste priset för LG 75UK6200 75"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 14 900 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=4956699,23/08/2022 16:40:01,LG,75 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2018,198.67 kr/tum,"LG 75UK6200 75"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",0 st,Ja,Ja,4 st,2.2,2.0,,Ja,1 st,1 st,Ja,Ja,2 st,0 st,2 st,Nej,,"24p, 30p, 60p, 50p",16:9,189 cm,,Ja,LG Picture Mastering Index (PMI) 1500,,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",60 Hz,JPEG/JPG,"MP3, WMA, Ogg Vorbis, FLAC, WAV (PCM), AAC",DTS 2.0,"DivX, MPEG1, MPEG2, MPEG4, 3GP/3GPP, AVC/H.264, AVI, Matroska (MKV), MOV, TS, FLV, HEVC/H.265, VP9",Svart,Platt,89 mm,978 mm,,1693 mm,345 mm,1048 mm,35.4 kg,34.6 kg,"Bluetooth, Röststyrning, Time-shift, Mobilapp för styrning av funktioner, Stöd för HbbTV","YouTube, Spotify, Webbläsare, Netflix, Viaplay, SVT Play, SF Anytime, HBO Nordic, Amazon Prime Video",WebOS,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,,Ja,"Dolby Vision, HDR10, HLG",Miracast,Ja,600x400mm,2-kanal (Stereo),,Nej,198 W,0.5 W,,,,,LED (lysdiod),Bakbelyst (Back),,IPS,,
1676,NO,TV,"LG 50UK6500 50"" 4K Ultra HD (3840x2160) LCD Smart TV",7990.00,NOK,1.0,Rank 1823,,(1),"Det billigaste priset för LG 50UK6500 50"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 7 990 kr.   Prisjakt jämför priser och erbjudanden från nätbutiker och fysiska butiker. ",https://www.prisjakt.nu/produkt.php?p=4736064,23/08/2022 16:40:04,LG,50 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2018,159.8 kr/tum,"LG 50UK6500 50"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,,2.0,,Ja,1 st,1 st,Ja,Ja,2 st,0 st,2 st,,SCART,"24p, 30p, 60p, 50p",16:9,126 cm,250 cd/m²,Ja,LG Picture Mastering Index (PMI) 1700,,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",50 Hz,,"MP3, WMA, Ogg Vorbis, WAV (PCM), AAC",,HEVC/H.265,"Svart, Silver, Grå, Titan",Platt,87 mm,658 mm,,1128 mm,231 mm,716 mm,11.7 kg,11.5 kg,"Bluetooth, Time-shift, Stöd för NFC, Stöd för HbbTV","YouTube, Spotify, Webbläsare, Netflix, Viaplay, SVT Play, SF Anytime, Amazon Prime Video",WebOS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,,Ja,"HDR10, HLG",Miracast,Ja,"200x200mm, 300x300mm",2-kanal (Stereo),,Nej,89 W,0.5 W,,,,,LED (lysdiod),Bakbelyst (Back),Local Dimming,VA,,
