channel,start_time,end_time,day,program,description,subgenre,genre,live,date_scraped
SPORT1+,03:35,04:00,Fr. 23.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:31:53
SPORT1+,04:00,05:55,Fr. 23.6.,Rugby – NRL Telstra Premiership,,"Rugby, AUS",Sport,,22/06/2023 15:31:53
SPORT1+,05:30,05:55,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:03
SPORT1+,06:00,07:30,Do. 22.6.,Rugby – NRL Telstra Premiership,,"Rugby, AUS",Sport,,22/06/2023 15:32:03
SPORT1+,07:35,09:45,Do. 22.6.,Australian Football: AFL,14. Round: Port Adelaide Power – Geelong Cats,Football,Sport,,22/06/2023 15:32:03
SPORT1+,09:50,11:55,Do. 22.6.,Australian Football: AFL,14. Round: GWS Giants – Fremantle Dockers,Football,Sport,,22/06/2023 15:32:03
SPORT1+,12:00,14:15,Do. 22.6.,Australian Football: AFL,14. Round: Carlton Blues – Gold Coast Suns,Football,Sport,,22/06/2023 15:32:03
SPORT1+,14:55,16:50,Do. 22.6.,Rugby: State of Origin,2nd Game: Maroons – Blues,"Rugby, AUS",Sport,,22/06/2023 15:32:03
SPORT1+,16:50,17:15,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:03
SPORT1+,17:15,19:00,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:03
SPORT1+,19:05,21:50,Do. 22.6.,Baseball Live – MLB Regular Seasonlive,,Baseball,Sport,live,22/06/2023 15:32:03
SPORT1+,21:50,22:10,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:03
SPORT1+,22:15,23:15,Do. 22.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:03
SPORT1+,23:15,00:10,Do. 22.6. - Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:03
SPORT1+,00:10,01:00,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:03
SPORT1+,01:05,01:55,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:03
SPORT1+,01:55,02:50,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:03
SPORT1+,02:50,03:00,Fr. 23.6.,Motorsport – NASCAR Cup Series,,"Motorsport, USA",Sport,,22/06/2023 15:32:03
SPORT1+,03:00,03:15,Fr. 23.6.,Motorsport – NASCAR Cup Series,,"Motorsport, USA",Sport,,22/06/2023 15:32:03
SPORT1+,03:15,03:35,Fr. 23.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:03
SPORT1+,03:35,04:00,Fr. 23.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:03
SPORT1+,04:00,05:55,Fr. 23.6.,Rugby – NRL Telstra Premiership,,"Rugby, AUS",Sport,,22/06/2023 15:32:03
Eurosport 2,05:00,06:00,Do. 22.6.,Sportklettern: Weltcup,"Bouldern Damen, Finale","Klettern, 2023",Sport,,22/06/2023 15:32:03
Eurosport 2,06:00,07:00,Do. 22.6.,Sportklettern: Weltcup,"Bouldern Herren, Finale","Klettern, 2023",Sport,,22/06/2023 15:32:03
Eurosport 2,07:00,07:45,Do. 22.6.,Motocross: FIM-WM,"MX2, 1. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:03
Eurosport 2,07:45,08:30,Do. 22.6.,Motocross: FIM-WM,"MXGP, 1. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:03
Eurosport 2,08:30,09:15,Do. 22.6.,Motocross: FIM-WM,"MX2, 2. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:03
Eurosport 2,09:15,10:00,Do. 22.6.,Motocross: FIM-WM,"MXGP, 2. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:03
Eurosport 2,10:00,10:30,Do. 22.6.,Segeln: Ocean Race,,Doku,Sport,,22/06/2023 15:32:03
Eurosport 2,10:30,11:00,Do. 22.6.,Discovery Golf,,Golfmagazin,Sport,,22/06/2023 15:32:03
Eurosport 2,11:00,12:00,Do. 22.6.,Radsport: Belgien-Rundfahrt,5. Etappe,"Rad, B 2023",Sport,,22/06/2023 15:32:03
Eurosport 2,12:00,13:00,Do. 22.6.,Rad: Tour de Suisse der Damen,4. Etappe,"Etappenrennen, CH 2023",Sport,,22/06/2023 15:32:03
Eurosport 2,13:00,14:00,Do. 22.6.,Sportklettern: Weltcup,,Klettern,Sport,,22/06/2023 15:32:03
SPORT1+,05:30,05:55,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:14
SPORT1+,06:00,07:30,Do. 22.6.,Rugby – NRL Telstra Premiership,,"Rugby, AUS",Sport,,22/06/2023 15:32:14
SPORT1+,07:35,09:45,Do. 22.6.,Australian Football: AFL,14. Round: Port Adelaide Power – Geelong Cats,Football,Sport,,22/06/2023 15:32:14
SPORT1+,09:50,11:55,Do. 22.6.,Australian Football: AFL,14. Round: GWS Giants – Fremantle Dockers,Football,Sport,,22/06/2023 15:32:14
SPORT1+,12:00,14:15,Do. 22.6.,Australian Football: AFL,14. Round: Carlton Blues – Gold Coast Suns,Football,Sport,,22/06/2023 15:32:14
SPORT1+,14:55,16:50,Do. 22.6.,Rugby: State of Origin,2nd Game: Maroons – Blues,"Rugby, AUS",Sport,,22/06/2023 15:32:14
SPORT1+,16:50,17:15,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:14
SPORT1+,17:15,19:00,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:14
SPORT1+,19:05,21:50,Do. 22.6.,Baseball Live – MLB Regular Seasonlive,,Baseball,Sport,live,22/06/2023 15:32:14
SPORT1+,21:50,22:10,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:14
SPORT1+,22:15,23:15,Do. 22.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:14
SPORT1+,23:15,00:10,Do. 22.6. - Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:14
SPORT1+,00:10,01:00,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:14
SPORT1+,01:05,01:55,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:14
SPORT1+,01:55,02:50,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:14
SPORT1+,02:50,03:00,Fr. 23.6.,Motorsport – NASCAR Cup Series,,"Motorsport, USA",Sport,,22/06/2023 15:32:14
SPORT1+,03:00,03:15,Fr. 23.6.,Motorsport – NASCAR Cup Series,,"Motorsport, USA",Sport,,22/06/2023 15:32:14
SPORT1+,03:15,03:35,Fr. 23.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:14
SPORT1+,03:35,04:00,Fr. 23.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:14
SPORT1+,04:00,05:55,Fr. 23.6.,Rugby – NRL Telstra Premiership,,"Rugby, AUS",Sport,,22/06/2023 15:32:14
Eurosport 2,05:00,06:00,Do. 22.6.,Sportklettern: Weltcup,"Bouldern Damen, Finale","Klettern, 2023",Sport,,22/06/2023 15:32:14
Eurosport 2,06:00,07:00,Do. 22.6.,Sportklettern: Weltcup,"Bouldern Herren, Finale","Klettern, 2023",Sport,,22/06/2023 15:32:14
Eurosport 2,07:00,07:45,Do. 22.6.,Motocross: FIM-WM,"MX2, 1. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:14
Eurosport 2,07:45,08:30,Do. 22.6.,Motocross: FIM-WM,"MXGP, 1. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:14
Eurosport 2,08:30,09:15,Do. 22.6.,Motocross: FIM-WM,"MX2, 2. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:14
Eurosport 2,09:15,10:00,Do. 22.6.,Motocross: FIM-WM,"MXGP, 2. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:14
Eurosport 2,10:00,10:30,Do. 22.6.,Segeln: Ocean Race,,Doku,Sport,,22/06/2023 15:32:14
Eurosport 2,10:30,11:00,Do. 22.6.,Discovery Golf,,Golfmagazin,Sport,,22/06/2023 15:32:14
Eurosport 2,11:00,12:00,Do. 22.6.,Radsport: Belgien-Rundfahrt,5. Etappe,"Rad, B 2023",Sport,,22/06/2023 15:32:14
Eurosport 2,12:00,13:00,Do. 22.6.,Rad: Tour de Suisse der Damen,4. Etappe,"Etappenrennen, CH 2023",Sport,,22/06/2023 15:32:14
Eurosport 2,13:00,14:00,Do. 22.6.,Sportklettern: Weltcup,,Klettern,Sport,,22/06/2023 15:32:14
SPORT1+,05:30,05:55,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:24
SPORT1+,06:00,07:30,Do. 22.6.,Rugby – NRL Telstra Premiership,,"Rugby, AUS",Sport,,22/06/2023 15:32:24
SPORT1+,07:35,09:45,Do. 22.6.,Australian Football: AFL,14. Round: Port Adelaide Power – Geelong Cats,Football,Sport,,22/06/2023 15:32:24
SPORT1+,09:50,11:55,Do. 22.6.,Australian Football: AFL,14. Round: GWS Giants – Fremantle Dockers,Football,Sport,,22/06/2023 15:32:24
SPORT1+,12:00,14:15,Do. 22.6.,Australian Football: AFL,14. Round: Carlton Blues – Gold Coast Suns,Football,Sport,,22/06/2023 15:32:24
SPORT1+,14:55,16:50,Do. 22.6.,Rugby: State of Origin,2nd Game: Maroons – Blues,"Rugby, AUS",Sport,,22/06/2023 15:32:24
SPORT1+,16:50,17:15,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:24
SPORT1+,17:15,19:00,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:24
SPORT1+,19:05,21:50,Do. 22.6.,Baseball Live – MLB Regular Seasonlive,,Baseball,Sport,live,22/06/2023 15:32:24
SPORT1+,21:50,22:10,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:24
SPORT1+,22:15,23:15,Do. 22.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:24
SPORT1+,23:15,00:10,Do. 22.6. - Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:24
SPORT1+,00:10,01:00,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:24
SPORT1+,01:05,01:55,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:24
SPORT1+,01:55,02:50,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:24
SPORT1+,02:50,03:00,Fr. 23.6.,Motorsport – NASCAR Cup Series,,"Motorsport, USA",Sport,,22/06/2023 15:32:24
SPORT1+,03:00,03:15,Fr. 23.6.,Motorsport – NASCAR Cup Series,,"Motorsport, USA",Sport,,22/06/2023 15:32:24
SPORT1+,03:15,03:35,Fr. 23.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:24
SPORT1+,03:35,04:00,Fr. 23.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:24
SPORT1+,04:00,05:55,Fr. 23.6.,Rugby – NRL Telstra Premiership,,"Rugby, AUS",Sport,,22/06/2023 15:32:24
Eurosport 2,05:00,06:00,Do. 22.6.,Sportklettern: Weltcup,"Bouldern Damen, Finale","Klettern, 2023",Sport,,22/06/2023 15:32:24
Eurosport 2,06:00,07:00,Do. 22.6.,Sportklettern: Weltcup,"Bouldern Herren, Finale","Klettern, 2023",Sport,,22/06/2023 15:32:24
Eurosport 2,07:00,07:45,Do. 22.6.,Motocross: FIM-WM,"MX2, 1. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:24
Eurosport 2,07:45,08:30,Do. 22.6.,Motocross: FIM-WM,"MXGP, 1. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:24
Eurosport 2,08:30,09:15,Do. 22.6.,Motocross: FIM-WM,"MX2, 2. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:24
Eurosport 2,09:15,10:00,Do. 22.6.,Motocross: FIM-WM,"MXGP, 2. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:24
Eurosport 2,10:00,10:30,Do. 22.6.,Segeln: Ocean Race,,Doku,Sport,,22/06/2023 15:32:24
Eurosport 2,10:30,11:00,Do. 22.6.,Discovery Golf,,Golfmagazin,Sport,,22/06/2023 15:32:24
Eurosport 2,11:00,12:00,Do. 22.6.,Radsport: Belgien-Rundfahrt,5. Etappe,"Rad, B 2023",Sport,,22/06/2023 15:32:24
Eurosport 2,12:00,13:00,Do. 22.6.,Rad: Tour de Suisse der Damen,4. Etappe,"Etappenrennen, CH 2023",Sport,,22/06/2023 15:32:24
Eurosport 2,13:00,14:00,Do. 22.6.,Sportklettern: Weltcup,,Klettern,Sport,,22/06/2023 15:32:24
SPORT1+,05:30,05:55,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:34
SPORT1+,06:00,07:30,Do. 22.6.,Rugby – NRL Telstra Premiership,,"Rugby, AUS",Sport,,22/06/2023 15:32:34
SPORT1+,07:35,09:45,Do. 22.6.,Australian Football: AFL,14. Round: Port Adelaide Power – Geelong Cats,Football,Sport,,22/06/2023 15:32:34
SPORT1+,09:50,11:55,Do. 22.6.,Australian Football: AFL,14. Round: GWS Giants – Fremantle Dockers,Football,Sport,,22/06/2023 15:32:34
SPORT1+,12:00,14:15,Do. 22.6.,Australian Football: AFL,14. Round: Carlton Blues – Gold Coast Suns,Football,Sport,,22/06/2023 15:32:34
SPORT1+,14:55,16:50,Do. 22.6.,Rugby: State of Origin,2nd Game: Maroons – Blues,"Rugby, AUS",Sport,,22/06/2023 15:32:34
SPORT1+,16:50,17:15,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:34
SPORT1+,17:15,19:00,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:34
SPORT1+,19:05,21:50,Do. 22.6.,Baseball Live – MLB Regular Seasonlive,,Baseball,Sport,live,22/06/2023 15:32:34
SPORT1+,21:50,22:10,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:34
SPORT1+,22:15,23:15,Do. 22.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:34
SPORT1+,23:15,00:10,Do. 22.6. - Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:34
SPORT1+,00:10,01:00,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:34
SPORT1+,01:05,01:55,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:34
SPORT1+,01:55,02:50,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:34
SPORT1+,02:50,03:00,Fr. 23.6.,Motorsport – NASCAR Cup Series,,"Motorsport, USA",Sport,,22/06/2023 15:32:34
SPORT1+,03:00,03:15,Fr. 23.6.,Motorsport – NASCAR Cup Series,,"Motorsport, USA",Sport,,22/06/2023 15:32:34
SPORT1+,03:15,03:35,Fr. 23.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:34
SPORT1+,03:35,04:00,Fr. 23.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:34
SPORT1+,04:00,05:55,Fr. 23.6.,Rugby – NRL Telstra Premiership,,"Rugby, AUS",Sport,,22/06/2023 15:32:34
Eurosport 2,05:00,06:00,Do. 22.6.,Sportklettern: Weltcup,"Bouldern Damen, Finale","Klettern, 2023",Sport,,22/06/2023 15:32:34
Eurosport 2,06:00,07:00,Do. 22.6.,Sportklettern: Weltcup,"Bouldern Herren, Finale","Klettern, 2023",Sport,,22/06/2023 15:32:34
Eurosport 2,07:00,07:45,Do. 22.6.,Motocross: FIM-WM,"MX2, 1. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:34
Eurosport 2,07:45,08:30,Do. 22.6.,Motocross: FIM-WM,"MXGP, 1. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:34
Eurosport 2,08:30,09:15,Do. 22.6.,Motocross: FIM-WM,"MX2, 2. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:34
Eurosport 2,09:15,10:00,Do. 22.6.,Motocross: FIM-WM,"MXGP, 2. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:34
Eurosport 2,10:00,10:30,Do. 22.6.,Segeln: Ocean Race,,Doku,Sport,,22/06/2023 15:32:34
Eurosport 2,10:30,11:00,Do. 22.6.,Discovery Golf,,Golfmagazin,Sport,,22/06/2023 15:32:34
Eurosport 2,11:00,12:00,Do. 22.6.,Radsport: Belgien-Rundfahrt,5. Etappe,"Rad, B 2023",Sport,,22/06/2023 15:32:34
Eurosport 2,12:00,13:00,Do. 22.6.,Rad: Tour de Suisse der Damen,4. Etappe,"Etappenrennen, CH 2023",Sport,,22/06/2023 15:32:34
Eurosport 2,13:00,14:00,Do. 22.6.,Sportklettern: Weltcup,,Klettern,Sport,,22/06/2023 15:32:34
SPORT1+,05:30,05:55,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:44
SPORT1+,06:00,07:30,Do. 22.6.,Rugby – NRL Telstra Premiership,,"Rugby, AUS",Sport,,22/06/2023 15:32:44
SPORT1+,07:35,09:45,Do. 22.6.,Australian Football: AFL,14. Round: Port Adelaide Power – Geelong Cats,Football,Sport,,22/06/2023 15:32:44
SPORT1+,09:50,11:55,Do. 22.6.,Australian Football: AFL,14. Round: GWS Giants – Fremantle Dockers,Football,Sport,,22/06/2023 15:32:44
SPORT1+,12:00,14:15,Do. 22.6.,Australian Football: AFL,14. Round: Carlton Blues – Gold Coast Suns,Football,Sport,,22/06/2023 15:32:44
SPORT1+,14:55,16:50,Do. 22.6.,Rugby: State of Origin,2nd Game: Maroons – Blues,"Rugby, AUS",Sport,,22/06/2023 15:32:44
SPORT1+,16:50,17:15,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:44
SPORT1+,17:15,19:00,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:44
SPORT1+,19:05,21:50,Do. 22.6.,Baseball Live – MLB Regular Seasonlive,,Baseball,Sport,live,22/06/2023 15:32:44
SPORT1+,21:50,22:10,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:44
SPORT1+,22:15,23:15,Do. 22.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:44
SPORT1+,23:15,00:10,Do. 22.6. - Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:44
SPORT1+,00:10,01:00,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:44
SPORT1+,01:05,01:55,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:44
SPORT1+,01:55,02:50,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:44
SPORT1+,02:50,03:00,Fr. 23.6.,Motorsport – NASCAR Cup Series,,"Motorsport, USA",Sport,,22/06/2023 15:32:44
SPORT1+,03:00,03:15,Fr. 23.6.,Motorsport – NASCAR Cup Series,,"Motorsport, USA",Sport,,22/06/2023 15:32:44
SPORT1+,03:15,03:35,Fr. 23.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:44
SPORT1+,03:35,04:00,Fr. 23.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:44
SPORT1+,04:00,05:55,Fr. 23.6.,Rugby – NRL Telstra Premiership,,"Rugby, AUS",Sport,,22/06/2023 15:32:44
Eurosport 2,05:00,06:00,Do. 22.6.,Sportklettern: Weltcup,"Bouldern Damen, Finale","Klettern, 2023",Sport,,22/06/2023 15:32:44
Eurosport 2,06:00,07:00,Do. 22.6.,Sportklettern: Weltcup,"Bouldern Herren, Finale","Klettern, 2023",Sport,,22/06/2023 15:32:44
Eurosport 2,07:00,07:45,Do. 22.6.,Motocross: FIM-WM,"MX2, 1. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:44
Eurosport 2,07:45,08:30,Do. 22.6.,Motocross: FIM-WM,"MXGP, 1. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:44
Eurosport 2,08:30,09:15,Do. 22.6.,Motocross: FIM-WM,"MX2, 2. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:44
Eurosport 2,09:15,10:00,Do. 22.6.,Motocross: FIM-WM,"MXGP, 2. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:44
Eurosport 2,10:00,10:30,Do. 22.6.,Segeln: Ocean Race,,Doku,Sport,,22/06/2023 15:32:44
Eurosport 2,10:30,11:00,Do. 22.6.,Discovery Golf,,Golfmagazin,Sport,,22/06/2023 15:32:44
Eurosport 2,11:00,12:00,Do. 22.6.,Radsport: Belgien-Rundfahrt,5. Etappe,"Rad, B 2023",Sport,,22/06/2023 15:32:44
Eurosport 2,12:00,13:00,Do. 22.6.,Rad: Tour de Suisse der Damen,4. Etappe,"Etappenrennen, CH 2023",Sport,,22/06/2023 15:32:44
Eurosport 2,13:00,14:00,Do. 22.6.,Sportklettern: Weltcup,,Klettern,Sport,,22/06/2023 15:32:44
SPORT1+,05:30,05:55,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:55
SPORT1+,06:00,07:30,Do. 22.6.,Rugby – NRL Telstra Premiership,,"Rugby, AUS",Sport,,22/06/2023 15:32:55
SPORT1+,07:35,09:45,Do. 22.6.,Australian Football: AFL,14. Round: Port Adelaide Power – Geelong Cats,Football,Sport,,22/06/2023 15:32:55
SPORT1+,09:50,11:55,Do. 22.6.,Australian Football: AFL,14. Round: GWS Giants – Fremantle Dockers,Football,Sport,,22/06/2023 15:32:55
SPORT1+,12:00,14:15,Do. 22.6.,Australian Football: AFL,14. Round: Carlton Blues – Gold Coast Suns,Football,Sport,,22/06/2023 15:32:55
SPORT1+,14:55,16:50,Do. 22.6.,Rugby: State of Origin,2nd Game: Maroons – Blues,"Rugby, AUS",Sport,,22/06/2023 15:32:55
SPORT1+,16:50,17:15,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:55
SPORT1+,17:15,19:00,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:55
SPORT1+,19:05,21:50,Do. 22.6.,Baseball Live – MLB Regular Seasonlive,,Baseball,Sport,live,22/06/2023 15:32:55
SPORT1+,21:50,22:10,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:55
SPORT1+,22:15,23:15,Do. 22.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:55
SPORT1+,23:15,00:10,Do. 22.6. - Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:55
SPORT1+,00:10,01:00,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:55
SPORT1+,01:05,01:55,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:55
SPORT1+,01:55,02:50,Fr. 23.6.,Motorsport – Australia Supercars Championship,,Motorsport,Sport,,22/06/2023 15:32:55
SPORT1+,02:50,03:00,Fr. 23.6.,Motorsport – NASCAR Cup Series,,"Motorsport, USA",Sport,,22/06/2023 15:32:55
SPORT1+,03:00,03:15,Fr. 23.6.,Motorsport – NASCAR Cup Series,,"Motorsport, USA",Sport,,22/06/2023 15:32:55
SPORT1+,03:15,03:35,Fr. 23.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:55
SPORT1+,03:35,04:00,Fr. 23.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:32:55
SPORT1+,04:00,05:55,Fr. 23.6.,Rugby – NRL Telstra Premiership,,"Rugby, AUS",Sport,,22/06/2023 15:32:55
Eurosport 2,05:00,06:00,Do. 22.6.,Sportklettern: Weltcup,"Bouldern Damen, Finale","Klettern, 2023",Sport,,22/06/2023 15:32:55
Eurosport 2,06:00,07:00,Do. 22.6.,Sportklettern: Weltcup,"Bouldern Herren, Finale","Klettern, 2023",Sport,,22/06/2023 15:32:55
Eurosport 2,07:00,07:45,Do. 22.6.,Motocross: FIM-WM,"MX2, 1. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:55
Eurosport 2,07:45,08:30,Do. 22.6.,Motocross: FIM-WM,"MXGP, 1. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:55
Eurosport 2,08:30,09:15,Do. 22.6.,Motocross: FIM-WM,"MX2, 2. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:55
Eurosport 2,09:15,10:00,Do. 22.6.,Motocross: FIM-WM,"MXGP, 2. Rennen","Motorrad, 2023",Sport,,22/06/2023 15:32:55
Eurosport 2,10:00,10:30,Do. 22.6.,Segeln: Ocean Race,,Doku,Sport,,22/06/2023 15:32:55
Eurosport 2,10:30,11:00,Do. 22.6.,Discovery Golf,,Golfmagazin,Sport,,22/06/2023 15:32:55
Eurosport 2,11:00,12:00,Do. 22.6.,Radsport: Belgien-Rundfahrt,5. Etappe,"Rad, B 2023",Sport,,22/06/2023 15:32:55
Eurosport 2,12:00,13:00,Do. 22.6.,Rad: Tour de Suisse der Damen,4. Etappe,"Etappenrennen, CH 2023",Sport,,22/06/2023 15:32:55
Eurosport 2,13:00,14:00,Do. 22.6.,Sportklettern: Weltcup,,Klettern,Sport,,22/06/2023 15:32:55
SPORT1+,05:30,05:55,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:33:05
SPORT1+,06:00,07:30,Do. 22.6.,Rugby – NRL Telstra Premiership,,"Rugby, AUS",Sport,,22/06/2023 15:33:05
SPORT1+,07:35,09:45,Do. 22.6.,Australian Football: AFL,14. Round: Port Adelaide Power – Geelong Cats,Football,Sport,,22/06/2023 15:33:05
SPORT1+,09:50,11:55,Do. 22.6.,Australian Football: AFL,14. Round: GWS Giants – Fremantle Dockers,Football,Sport,,22/06/2023 15:33:05
SPORT1+,12:00,14:15,Do. 22.6.,Australian Football: AFL,14. Round: Carlton Blues – Gold Coast Suns,Football,Sport,,22/06/2023 15:33:05
SPORT1+,14:55,16:50,Do. 22.6.,Rugby: State of Origin,2nd Game: Maroons – Blues,"Rugby, AUS",Sport,,22/06/2023 15:33:05
SPORT1+,16:50,17:15,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:33:05
SPORT1+,17:15,19:00,Do. 22.6.,Baseball – MLB Regular Season,,Baseball,Sport,,22/06/2023 15:33:05
SPORT1+,19:05,21:50,Do. 22.6.,Baseball Live – MLB Regular Seasonlive,,Baseball,Sport,live,22/06/2023 15:33:05
