,country,category,brand,title,reference,no_offers,avg_price,currency,Çıkış Yılı,scrape_time,scrape_link,level_11,0
65,TR,Televizyon,Samsung,Samsung 55Q80B Ultra HD (4K) TV (QE55Q80BATXTK),(QE55Q80BATXTK),12,26167.755833333333,TL,2022,09/04/2023 22:46:55,https://www.epey.com/televizyon/samsung-55q80b.html,TV Yüksekliği (Ayaklı),783.4 mm
66,TR,Televizyon,Samsung,Samsung 55Q80B Ultra HD (4K) TV (QE55Q80BATXTK),(QE55Q80BATXTK),12,26167.755833333333,TL,2022,09/04/2023 22:46:55,https://www.epey.com/televizyon/samsung-55q80b.html,TV Derinliği (Ayaklı),255.8 mm
67,TR,Televizyon,Samsung,Samsung 55Q80B Ultra HD (4K) TV (QE55Q80BATXTK),(QE55Q80BATXTK),12,26167.755833333333,TL,2022,09/04/2023 22:46:55,https://www.epey.com/televizyon/samsung-55q80b.html,TV Genişliği (Ayaksız),1227.6 mm
68,TR,Televizyon,Samsung,Samsung 55Q80B Ultra HD (4K) TV (QE55Q80BATXTK),(QE55Q80BATXTK),12,26167.755833333333,TL,2022,09/04/2023 22:46:55,https://www.epey.com/televizyon/samsung-55q80b.html,TV Yüksekliği (Ayaksız),706.7 mm
69,TR,Televizyon,Samsung,Samsung 55Q80B Ultra HD (4K) TV (QE55Q80BATXTK),(QE55Q80BATXTK),12,26167.755833333333,TL,2022,09/04/2023 22:46:55,https://www.epey.com/televizyon/samsung-55q80b.html,TV Derinliği (Ayaksız),54.7 mm
70,TR,Televizyon,Samsung,Samsung 55Q80B Ultra HD (4K) TV (QE55Q80BATXTK),(QE55Q80BATXTK),12,26167.755833333333,TL,2022,09/04/2023 22:46:55,https://www.epey.com/televizyon/samsung-55q80b.html,TV Ağırlığı (Ayaksız),17.9 kg
71,TR,Televizyon,Samsung,Samsung 55Q80B Ultra HD (4K) TV (QE55Q80BATXTK),(QE55Q80BATXTK),12,26167.755833333333,TL,2022,09/04/2023 22:46:55,https://www.epey.com/televizyon/samsung-55q80b.html,TV Ağırlığı (Ayaklı),21 kg
72,TR,Televizyon,Samsung,Samsung 55Q80B Ultra HD (4K) TV (QE55Q80BATXTK),(QE55Q80BATXTK),12,26167.755833333333,TL,2022,09/04/2023 22:46:55,https://www.epey.com/televizyon/samsung-55q80b.html,Toplam Ambalaj Ağırlığı,27 kg
73,TR,Televizyon,Samsung,Samsung 55Q80B Ultra HD (4K) TV (QE55Q80BATXTK),(QE55Q80BATXTK),12,26167.755833333333,TL,2022,09/04/2023 22:46:55,https://www.epey.com/televizyon/samsung-55q80b.html,Öne Çıkan Özellikler,Samsung QLED TV
74,TR,Televizyon,Samsung,Samsung 55Q80B Ultra HD (4K) TV (QE55Q80BATXTK),(QE55Q80BATXTK),12,26167.755833333333,TL,2022,09/04/2023 22:46:55,https://www.epey.com/televizyon/samsung-55q80b.html,Kullanım Kılavuzu (TR),Samsung 55Q80B Ultra HD (4K) TV Kullanım Kılavuzu (TR)
75,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,Ekran,LED
76,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,Ekran Tipi,Düz (Flat)
77,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,Ekran Boyutu,75 İnç
78,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,Ekran Boyutu (cm),189 cm
79,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,Çözünürlük Standardı,Ultra HD (4K)
80,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,Ekran Çözünürlüğü,3840x2160
81,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,Yenileme Hızı (Gerçek),100/120 Hz
82,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,Desteklenen Çözünürlükler (HDMI),1080p @ 120Hz
83,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,HDR,Var
84,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,HDR Özellikleri,"Dolby Vision


HDR10


HDR10+


HLG (Hybrid Log-Gamma)"
85,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,Ekran & Görüntü Özellikleri,"QLED with Quantum Dot


DCI-P3 95%


NTSC 100%


Ultra Motion (MEMC)


10 (8 bit + FRC) bit Panel Desteği"
86,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,Ses Çıkış Gücü (RMS),30 W
87,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,Hoparlör Sistemi,2.0
88,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,Ses & Video Çözücüler,"DTS HD


DTS


Dolby Audio"
89,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,Subwoofer,Var
90,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,Karasal Alıcı (DVB-T),Var
91,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,Kablo TV (DVB-C),Var
92,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,HD Uydu Alıcı (DVB-S2),Var
93,TR,Televizyon,Xiaomi,"Xiaomi Mi TV Q1 75"" Ultra HD (4K) TV",None,2,45999.0,TL,2021,09/04/2023 22:46:57,https://www.epey.com/televizyon/xiaomi-mi-tv-q1-75.html,HD Karasal Alıcı (DVB-T2),Var
